,IMPORTER.TIN,IMPORTER.TIN_act
3715,IMP486698,1
3716,IMPO18988,1
3717,IMPO12161,1
3718,IMP801209,1
3719,IMPO12669,1
3720,IMP950655,1
3721,IMPO16770,1
3722,IMPO19028,1
3723,IMP527470,1
3724,IMPO14024,1
3725,IMPO14210,1
3726,IMPO12349,1
3727,IMP636715,1
3728,IMP483665,1
3729,IMPO16848,1
3730,IMP579678,1
3731,IMPO15457,1
3732,IMPO13261,1
3733,IMP174495,1
3734,IMP803249,1
3735,IMP716774,1
3736,IMP293973,1
3737,IMPO12597,1
3738,IMP200107,1
3739,IMP660998,1
3740,IMP645194,1
3741,IMPO14722,1
3742,IMP823705,1
3743,IMPO17927,1
3744,IMPO10360,1
3745,IMP331279,1
3746,IMP925035,1
3747,IMPO14465,1
3748,IMPO16421,1
3749,IMP631975,1
3750,IMPO12192,1
3751,IMPO15019,1
3752,IMP973016,1
3753,IMP255116,1
3754,IMP923302,1
3755,IMP723706,1
3756,IMP594686,1
3757,IMP524007,1
3758,IMPO19557,1
3759,IMP578283,1
3760,IMPO13250,1
3761,IMPO16033,1
3762,IMP766501,1
3763,IMPO12404,1
3764,IMP356863,1
3765,IMPO12624,1
3766,IMP253901,1
3767,IMPO10555,1
3768,IMPO13651,1
3769,IMPO12512,1
3770,IMP832095,1
3771,IMPO12833,1
3772,IMP343512,1
3773,IMPO13098,1
3774,IMP628697,1
3775,IMPO19535,1
3776,IMP631495,1
3777,IMP501123,1
3778,IMP297697,1
3779,IMP167268,1
3780,IMP998968,1
3781,IMP229911,1
3782,IMP641986,1
3783,IMP109328,1
3784,IMPO16836,1
3785,IMP540124,1
3786,IMPO11098,1
3787,IMPO19800,1
3788,IMPO14440,1
3789,IMPO19056,1
3790,IMPO16947,1
3791,IMPO16683,1
3792,IMPO17628,1
3793,IMPO11872,1
3794,IMP964320,1
3795,IMP970470,1
3796,IMPO16967,1
3797,IMP727418,1
3798,IMPO19494,1
3799,IMPO15281,1
3800,IMPO12901,1
3801,IMPO19166,1
3802,IMPO18431,1
3803,IMP321368,1
3804,IMPO17930,1
3805,IMPO16323,1
3806,IMP851029,1
3807,IMP883690,1
3808,IMPO15204,1
3809,IMPO13339,1
3810,IMP889339,1
3811,IMP749473,1
3812,IMP967405,1
3813,IMP654246,1
3814,IMP465080,1
3815,IMPO11824,1
3816,IMP963244,1
3817,IMPO15716,1
3818,IMP269410,1
3819,IMPO12109,1
3820,IMPO19345,1
3821,IMP717222,1
3822,IMPO19548,1
3823,IMPO14052,1
3824,IMPO18270,1
3825,IMPO17441,1
3826,IMP523257,1
3827,IMPO10830,1
3828,IMP735146,1
3829,IMPO18404,1
3830,IMPO12116,1
3831,IMPO19599,1
3832,IMPO18848,1
3833,IMP860204,1
3834,IMPO14350,1
3835,IMPO14082,1
3836,IMP442857,1
3837,IMP207807,1
3838,IMPO17629,1
3839,IMPO13688,1
3840,IMPO12762,1
3841,IMPO17242,1
3842,IMPO16080,1
3843,IMP583529,1
3844,IMPO14726,1
3845,IMPO12806,1
3846,IMPO11654,1
3847,IMP290214,1
3848,IMP392450,1
3849,IMP872568,1
3850,IMP449751,1
3851,IMP475215,1
3852,IMP762897,1
3853,IMP304775,1
3854,IMPO12941,1
3855,IMP214234,1
3856,IMP933702,1
3857,IMPO11376,1
3858,IMP240336,1
3859,IMP926206,1
3860,IMP361746,1
3861,IMPO11477,1
3862,IMP423878,1
3863,IMPO18378,1
3864,IMPO19739,1
3865,IMPO15745,1
3866,IMPO17968,1
3867,IMP897106,1
3868,IMP384377,1
3869,IMPO18371,1
3870,IMPO16630,1
3871,IMPO15970,1
3872,IMP566391,1
3873,IMPO10802,1
3874,IMPO11442,1
3875,IMP111744,1
3876,IMPO15562,1
3877,IMP187998,1
3878,IMPO14632,1
3879,IMP459989,1
3880,IMPO13800,1
3881,IMP381335,1
3882,IMP925162,1
3883,IMP699624,1
3884,IMP335855,1
3885,IMP115624,1
3886,IMP118334,1
3887,IMP230912,1
3888,IMPO10965,1
3889,IMP267720,1
3890,IMPO13533,1
3891,IMPO19067,1
3892,IMPO10643,1
3893,IMP528866,1
3894,IMPO10491,1
3895,IMPO11865,1
3896,IMPO18451,1
3897,IMP112111,1
3898,IMPO11474,1
3899,IMPO10381,1
3900,IMPO13497,1
3901,IMPO14510,1
3902,IMP331888,1
3903,IMP612031,1
3904,IMP539454,1
3905,IMP591656,1
3906,IMP629717,1
3907,IMP810922,1
3908,IMPO19882,1
3909,IMPO17846,1
3910,IMPO15169,1
3911,IMPO11475,1
3912,IMPO13182,1
3913,IMPO19633,1
3914,IMPO11941,1
3915,IMPO17336,1
3916,IMP743155,1
3917,IMP243173,1
3918,IMPO15900,1
3919,IMPO17514,1
3920,IMP846896,1
3921,IMPO18566,1
3922,IMP714924,1
3923,IMPO16010,1
3924,IMP895878,1
3925,IMPO19408,1
3926,IMPO12040,1
3927,IMP339232,1
3928,IMP224895,1
3929,IMP240680,1
3930,IMP999990,1
3931,IMP472226,1
3932,IMP838860,1
3933,IMP843312,1
3934,IMPO15413,1
3935,IMPO13539,1
3936,IMPO18417,1
3937,IMPO16288,1
3938,IMP808133,1
3939,IMP179746,1
3940,IMP123602,1
3941,IMP386553,1
3942,IMP637446,1
3943,IMP522244,1
3944,IMP990729,1
3945,IMP290409,1
3946,IMP418295,1
3947,IMP719526,1
3948,IMP735851,1
3949,IMP824506,1
3950,IMPO19294,1
3951,IMPO12580,1
3952,IMPO19770,1
3953,IMP627105,1
3954,IMPO17764,1
3955,IMPO16807,1
3956,IMPO17349,1
3957,IMPO12022,1
3958,IMPO18724,1
3959,IMPO16596,1
3960,IMPO12355,1
3961,IMPO13477,1
3962,IMPO19870,1
3963,IMP788530,1
3964,IMPO10860,1
3965,IMPO19135,1
3966,IMP170890,1
3967,IMP230695,1
3968,IMP549563,1
3969,IMP265245,1
3970,IMP682020,1
3971,IMP810252,1
3972,IMP981105,1
3973,IMPO12608,1
3974,IMP950264,1
3975,IMPO18292,1
3976,IMPO11605,1
3977,IMPO13353,1
3978,IMPO16796,1
3979,IMPO19136,1
3980,IMPO19993,1
3981,IMPO17907,1
3982,IMPO16249,1
3983,IMPO15848,1
3984,IMPO10286,1
3985,IMPO10075,1
3986,IMPO13457,1
3987,IMPO11768,1
3988,IMPO13295,1
3989,IMPO16112,1
3990,IMPO15448,1
3991,IMP610620,1
3992,IMP619168,1
3993,IMP861118,1
3994,IMP532412,1
3995,IMP832833,1
3996,IMPO11700,1
3997,IMPO17489,1
3998,IMPO11279,1
3999,IMP828745,1
4000,IMP481761,1
4001,IMP648588,1
4002,IMP870823,1
4003,IMP484013,1
4004,IMP525268,1
4005,IMP365765,1
4006,IMP539245,1
4007,IMP932346,1
4008,IMP291227,1
4009,IMP501318,1
4010,IMP108769,1
4011,IMP967269,1
4012,IMP904142,1
4013,IMP879937,1
4014,IMP561319,1
4015,IMP672141,1
4016,IMP793628,1
4017,IMP482449,1
4018,IMP590742,1
4019,IMP572441,1
4020,IMP493649,1
4021,IMP499073,1
4022,IMP778744,1
4023,IMPO11861,1
4024,IMP424247,1
4025,IMP697975,1
4026,IMP314839,1
4027,IMP542850,1
4028,IMP790614,1
4029,IMP833338,1
4030,IMP442561,1
4031,IMP475781,1
4032,IMP865728,1
4033,IMP202750,1
4034,IMP847410,1
4035,IMP268427,1
4036,IMP386493,1
4037,IMP771161,1
4038,IMP798315,1
4039,IMP685554,1
4040,IMP134738,1
4041,IMP171179,1
4042,IMPO18940,1
4043,IMP972057,1
4044,IMP269119,1
4045,IMPO17936,1
4046,IMP316831,1
4047,IMPO17592,1
4048,IMP934774,1
4049,IMP230531,1
4050,IMP804413,1
4051,IMP183823,1
4052,IMPO12872,1
4053,IMP577034,1
4054,IMP689076,1
4055,IMP801697,1
4056,IMP550426,1
4057,IMPO16315,1
4058,IMPO11097,1
4059,IMPO12858,1
4060,IMP367276,1
4061,IMPO11706,1
4062,IMPO18373,1
4063,IMP783607,1
4064,IMPO11327,1
4065,IMP513356,1
4066,IMP638493,1
4067,IMPO17026,1
4068,IMP408287,1
4069,IMP435911,1
4070,IMP644587,1
4071,IMP642783,1
4072,IMPO18856,1
4073,IMPO13110,1
4074,IMP971623,1
4075,IMPO18870,1
4076,IMP908122,1
4077,IMPO13789,1
4078,IMP873693,1
4079,IMP749259,1
4080,IMPO11898,1
4081,IMPO17926,1
4082,IMP354133,1
4083,IMP391610,1
4084,IMP768735,1
4085,IMP261231,1
4086,IMP461263,1
4087,IMP346605,1
4088,IMP298475,1
4089,IMP771753,1
4090,IMPO16236,1
4091,IMPO11209,1
4092,IMPO10364,1
4093,IMP744724,1
4094,IMP426240,1
4095,IMPO15129,1
4096,IMPO14458,1
4097,IMPO16712,1
4098,IMPO15151,1
4099,IMP494172,1
4100,IMP207639,1
4101,IMP644268,1
4102,IMP564898,1
4103,IMP891150,1
4104,IMP326635,1
4105,IMP697583,1
4106,IMPO18839,1
4107,IMP298259,1
4108,IMP712408,1
4109,IMPO17382,1
4110,IMP139917,1
4111,IMPO10001,1
4112,IMPO13834,1
4113,IMPO14442,1
4114,IMPO13465,1
4115,IMPO10092,1
4116,IMPO17345,1
4117,IMPO16501,1
4118,IMPO11704,1
4119,IMPO16751,1
4120,IMPO14409,1
4121,IMPO14617,1
4122,IMP411888,1
4123,IMPO10323,1
4124,IMPO15560,1
4125,IMPO17634,1
4126,IMPO17108,1
4127,IMPO15524,1
4128,IMPO11123,1
4129,IMPO13846,1
4130,IMP338887,1
4131,IMP939946,1
4132,IMPO17831,1
4133,IMPO10673,1
4134,IMP412687,1
4135,IMP661184,1
4136,IMP856356,1
4137,IMPO18825,1
4138,IMP857804,1
4139,IMP192816,1
4140,IMP229406,1
4141,IMPO14602,1
4142,IMPO17682,1
4143,IMPO19437,1
4144,IMPO14978,1
4145,IMPO14582,1
4146,IMP298548,1
4147,IMP613714,1
4148,IMPO13588,1
4149,IMPO14441,1
4150,IMPO11594,1
4151,IMP976654,1
4152,IMPO14710,1
4153,IMP480077,1
4154,IMP746862,1
4155,IMPO14358,1
4156,IMP306939,1
4157,IMPO16704,1
4158,IMPO17210,1
4159,IMPO16043,1
4160,IMPO14883,1
4161,IMPO12489,1
4162,IMPO19937,1
4163,IMP640141,1
4164,IMP872498,1
4165,IMP167154,1
4166,IMPO18148,1
4167,IMP825504,1
4168,IMP631685,1
4169,IMP704986,1
4170,IMPO12841,1
4171,IMPO14793,1
4172,IMP842142,1
4173,IMPO13738,1
4174,IMPO18397,1
4175,IMPO19035,1
4176,IMPO19172,1
4177,IMP202515,1
4178,IMPO12523,1
4179,IMP652459,1
4180,IMP462496,1
4181,IMP499503,1
4182,IMP904792,1
4183,IMP951018,1
4184,IMP182633,1
4185,IMP870683,1
4186,IMP671906,1
4187,IMPO14974,1
4188,IMP222971,1
4189,IMP426048,1
4190,IMP178122,1
4191,IMPO17495,1
4192,IMPO14312,1
4193,IMP838808,1
4194,IMPO11769,1
4195,IMPO15539,1
4196,IMP684234,1
4197,IMP366819,1
4198,IMP448439,1
4199,IMP674497,1
4200,IMPO10767,1
4201,IMP750145,1
4202,IMP162888,1
4203,IMP115642,1
4204,IMP724573,1
4205,IMP536541,1
4206,IMP697520,1
4207,IMP296323,1
4208,IMP363925,1
4209,IMP491146,1
4210,IMP872515,1
4211,IMP759247,1
4212,IMP807469,1
4213,IMP416001,1
4214,IMP267522,1
4215,IMP677766,1
4216,IMP725371,1
4217,IMP227309,1
4218,IMPO12642,1
4219,IMPO13211,1
4220,IMPO18179,1
4221,IMPO13757,1
4222,IMPO18411,1
4223,IMP376766,1
4224,IMPO14656,1
4225,IMPO12989,1
4226,IMPO19203,1
4227,IMP472749,1
4228,IMPO14342,1
4229,IMPO19413,1
4230,IMP397229,1
4231,IMP914975,1
4232,IMP234324,1
4233,IMP733884,1
4234,IMPO11414,1
4235,IMP411868,1
4236,IMPO19286,1
4237,IMP739001,1
4238,IMP695084,1
4239,IMP448998,1
4240,IMP852633,1
4241,IMPO11665,1
4242,IMPO13777,1
4243,IMPO18670,1
4244,IMPO17269,1
4245,IMPO12916,1
4246,IMPO18925,1
4247,IMPO14452,1
4248,IMPO15517,1
4249,IMP319713,1
4250,IMP886143,1
4251,IMP792791,1
4252,IMP215741,1
4253,IMP753245,1
4254,IMPO11901,1
4255,IMPO13509,1
4256,IMP534093,1
4257,IMP859992,1
4258,IMPO19678,1
4259,IMP650804,1
4260,IMP667505,1
4261,IMPO10291,1
4262,IMP117730,1
4263,IMP566902,1
4264,IMPO16422,1
4265,IMPO12082,1
4266,IMPO16123,1
4267,IMPO11617,1
4268,IMPO18151,1
4269,IMPO15442,1
4270,IMPO15918,1
4271,IMPO19359,1
4272,IMPO16676,1
4273,IMPO12626,1
4274,IMPO16950,1
4275,IMPO11348,1
4276,IMPO11266,1
4277,IMP379403,1
4278,IMP838051,1
4279,IMP733393,1
4280,IMP681738,1
4281,IMP406316,1
4282,IMP621063,1
4283,IMP905509,1
4284,IMP666511,1
4285,IMP197572,1
4286,IMP143386,1
4287,IMP278410,1
4288,IMP559032,1
4289,IMP132664,1
4290,IMP782069,1
4291,IMP879840,1
4292,IMP302108,1
4293,IMP837929,1
4294,IMP175824,1
4295,IMP252991,1
4296,IMP617574,1
4297,IMP993218,1
4298,IMP376153,1
4299,IMP916973,1
4300,IMP772551,1
4301,IMP492174,1
4302,IMP274013,1
4303,IMP262592,1
4304,IMP437648,1
4305,IMP344341,1
4306,IMPO14619,1
4307,IMP624006,1
4308,IMP384429,1
4309,IMPO10511,1
4310,IMPO11992,1
4311,IMP742962,1
4312,IMP672176,1
4313,IMP129139,1
4314,IMP879781,1
4315,IMPO10725,1
4316,IMPO14579,1
4317,IMP587286,1
4318,IMP655737,1
4319,IMP253795,1
4320,IMP115928,1
4321,IMPO17018,1
4322,IMP510804,1
4323,IMP260188,1
4324,IMPO13255,1
4325,IMP656949,1
4326,IMPO14419,1
4327,IMP493830,1
4328,IMPO16851,1
4329,IMP120214,1
4330,IMPO16812,1
4331,IMP643137,1
4332,IMPO18858,1
4333,IMP955177,1
4334,IMPO15876,1
4335,IMPO17343,1
4336,IMPO15944,1
4337,IMP364517,1
4338,IMP667555,1
4339,IMP442289,1
4340,IMP407066,1
4341,IMP115117,1
4342,IMP442193,1
4343,IMP263455,1
4344,IMP235786,1
4345,IMP141424,1
4346,IMP117192,1
4347,IMP947910,1
4348,IMP804356,1
4349,IMPO15360,1
4350,IMP651069,1
4351,IMP765499,1
4352,IMP301080,1
4353,IMPO15995,1
4354,IMPO10721,1
4355,IMPO15984,1
4356,IMP991481,1
4357,IMPO14626,1
4358,IMPO13436,1
4359,IMPO12530,1
4360,IMPO12271,1
4361,IMPO11046,1
4362,IMP664947,1
4363,IMP782893,1
4364,IMP107864,1
4365,IMPO17317,1
4366,IMPO11066,1
4367,IMPO16250,1
4368,IMPO15439,1
4369,IMPO19980,1
4370,IMPO12629,1
4371,IMPO16990,1
4372,IMPO19456,1
4373,IMPO10594,1
4374,IMPO15573,1
4375,IMP496519,1
4376,IMP941032,1
4377,IMP262582,1
4378,IMP595592,1
4379,IMP999208,1
4380,IMP364927,1
4381,IMP822902,1
4382,IMP620263,1
4383,IMP998421,1
4384,IMP966679,1
4385,IMPO12152,1
4386,IMPO12609,1
4387,IMP724000,1
4388,IMPO18050,1
4389,IMP190354,1
4390,IMP190830,1
4391,IMP346248,1
4392,IMP470921,1
4393,IMP567190,1
4394,IMP756329,1
4395,IMP154196,1
4396,IMP310738,1
4397,IMP605493,1
4398,IMP480296,1
4399,IMP803349,1
4400,IMP937167,1
4401,IMP866356,1
4402,IMP835035,1
4403,IMP308967,1
4404,IMP649410,1
4405,IMP159633,1
4406,IMP673292,1
4407,IMP648063,1
4408,IMP561425,1
4409,IMP251837,1
4410,IMP234828,1
4411,IMP840431,1
4412,IMP591180,1
4413,IMP128011,1
4414,IMP973419,1
4415,IMPO15775,1
4416,IMPO15815,1
4417,IMPO13954,1
4418,IMPO11548,1
4419,IMPO18938,1
4420,IMPO19433,1
4421,IMPO14536,1
4422,IMPO14514,1
4423,IMPO17512,1
4424,IMPO15036,1
4425,IMPO13364,1
4426,IMP132985,1
4427,IMP646613,1
4428,IMP528746,1
4429,IMP560338,1
4430,IMP600178,1
4431,IMP927588,1
4432,IMP712304,1
4433,IMP159776,1
4434,IMP276643,1
4435,IMP931918,1
4436,IMP110862,1
4437,IMP388887,1
4438,IMP429818,1
4439,IMPO14796,1
4440,IMPO12570,1
4441,IMPO11544,1
4442,IMPO18531,1
4443,IMPO14787,1
4444,IMPO16495,1
4445,IMPO13024,1
4446,IMPO13797,1
4447,IMPO12573,1
4448,IMPO16783,1
4449,IMPO13397,1
4450,IMPO10194,1
4451,IMP411294,1
4452,IMP219726,1
4453,IMP998192,1
4454,IMP994093,1
4455,IMPO14673,1
4456,IMPO10942,1
4457,IMPO17006,1
4458,IMP365945,1
4459,IMP586501,1
4460,IMP487718,1
4461,IMP380064,1
4462,IMP218621,1
4463,IMP260939,1
4464,IMP355846,1
4465,IMP142105,1
4466,IMP687088,1
4467,IMP304614,1
4468,IMP994365,1
4469,IMPO18027,1
4470,IMPO12497,1
4471,IMPO10588,1
4472,IMPO17963,1
4473,IMPO15919,1
4474,IMPO19588,1
4475,IMPO11538,1
4476,IMPO11202,1
4477,IMPO11702,1
4478,IMPO14099,1
4479,IMPO10199,1
4480,IMPO16272,1
4481,IMP240296,1
4482,IMP231320,1
4483,IMP455687,1
4484,IMP380901,1
4485,IMP765929,1
4486,IMP813049,1
4487,IMP254560,1
4488,IMP664413,1
4489,IMP492530,1
4490,IMP980243,1
4491,IMP741507,1
4492,IMPO19622,1
4493,IMPO12373,1
4494,IMPO19370,1
4495,IMPO11191,1
4496,IMPO19796,1
4497,IMPO15664,1
4498,IMPO18278,1
4499,IMPO17021,1
4500,IMPO17811,1
4501,IMPO11676,1
4502,IMPO11144,1
4503,IMPO11968,1
4504,IMP294370,1
4505,IMP563087,1
4506,IMP168194,1
4507,IMP309416,1
4508,IMP235937,1
4509,IMP709711,1
4510,IMP261432,1
4511,IMP594691,1
4512,IMPO15987,1
4513,IMPO10616,1
4514,IMPO19755,1
4515,IMPO19998,1
4516,IMPO12947,1
4517,IMPO14748,1
4518,IMPO16436,1
4519,IMPO15460,1
4520,IMPO13780,1
4521,IMPO10797,1
4522,IMPO13418,1
4523,IMP227271,1
4524,IMP111528,1
4525,IMP943901,1
4526,IMP270279,1
4527,IMPO16908,1
4528,IMPO13391,1
4529,IMPO19092,1
4530,IMPO18860,1
4531,IMPO18340,1
4532,IMPO19684,1
4533,IMP960909,1
4534,IMP683349,1
4535,IMP118404,1
4536,IMP443339,1
4537,IMP468588,1
4538,IMP779354,1
4539,IMP699903,1
4540,IMP837998,1
4541,IMP954403,1
4542,IMP207817,1
4543,IMP283433,1
4544,IMP898724,1
4545,IMP797982,1
4546,IMP990902,1
4547,IMPO19587,1
4548,IMPO17578,1
4549,IMP539609,1
4550,IMP265304,1
4551,IMP207546,1
4552,IMP204207,1
4553,IMP968400,1
4554,IMP489440,1
4555,IMP527155,1
4556,IMP218179,1
4557,IMP521388,1
4558,IMP258971,1
4559,IMP359019,1
4560,IMPO16606,1
4561,IMPO11843,1
4562,IMPO13729,1
4563,IMPO14560,1
4564,IMPO19158,1
4565,IMPO18239,1
4566,IMPO14810,1
4567,IMPO12409,1
4568,IMPO14119,1
4569,IMPO10732,1
4570,IMPO19435,1
4571,IMPO18901,1
4572,IMP435412,1
4573,IMP284414,1
4574,IMP690455,1
4575,IMP286447,1
4576,IMP935857,1
4577,IMP304784,1
4578,IMP907824,1
4579,IMP629075,1
4580,IMP413288,1
4581,IMP697865,1
4582,IMP872553,1
4583,IMP211637,1
4584,IMPO13961,1
4585,IMPO17591,1
4586,IMPO13050,1
4587,IMPO10310,1
4588,IMPO16639,1
4589,IMPO18635,1
4590,IMPO17973,1
4591,IMPO13048,1
4592,IMPO12237,1
4593,IMP570209,1
4594,IMPO19057,1
4595,IMPO11821,1
4596,IMPO14533,1
4597,IMP619510,1
4598,IMP337911,1
4599,IMP930143,1
4600,IMP789998,1
4601,IMP599891,1
4602,IMP133008,1
4603,IMP637530,1
4604,IMP212321,1
4605,IMP987610,1
4606,IMP234653,1
4607,IMP986343,1
4608,IMP460457,1
4609,IMP960325,1
4610,IMP179568,1
4611,IMP986246,1
4612,IMP368068,1
4613,IMP247979,1
4614,IMPO12388,1
4615,IMPO14905,1
4616,IMPO18118,1
4617,IMPO14117,1
4618,IMPO11721,1
4619,IMPO18395,1
4620,IMPO19877,1
4621,IMPO16308,1
4622,IMPO19552,1
4623,IMP924253,1
4624,IMP359328,1
4625,IMP282238,1
4626,IMP643780,1
4627,IMP841498,1
4628,IMP908410,1
4629,IMP487890,1
4630,IMP218716,1
4631,IMP171604,1
4632,IMP533539,1
4633,IMP811804,1
4634,IMP537317,1
4635,IMPO13514,1
4636,IMPO10069,1
4637,IMP992436,1
4638,IMP489666,1
4639,IMP873376,1
4640,IMP417830,1
4641,IMP122824,1
4642,IMP984296,1
4643,IMP913961,1
4644,IMP293763,1
4645,IMPO12414,1
4646,IMPO17506,1
4647,IMPO17505,1
4648,IMPO16881,1
4649,IMPO10014,1
4650,IMPO14909,1
4651,IMPO10807,1
4652,IMPO14576,1
4653,IMPO15167,1
4654,IMPO17121,1
4655,IMPO15153,1
4656,IMPO10620,1
4657,IMPO10611,1
4658,IMP425189,1
4659,IMP554329,1
4660,IMP971396,1
4661,IMP793376,1
4662,IMPO17157,1
4663,IMP259689,1
4664,IMP532490,1
4665,IMP676925,1
4666,IMP396995,1
4667,IMP396169,1
4668,IMP160941,1
4669,IMP353725,1
4670,IMP204089,1
4671,IMPO18914,1
4672,IMPO10660,1
4673,IMPO15070,1
4674,IMPO19043,1
4675,IMPO10937,1
4676,IMPO19820,1
4677,IMPO10461,1
4678,IMPO12093,1
4679,IMP473021,1
4680,IMP850646,1
4681,IMP120213,1
4682,IMP805966,1
4683,IMP432297,1
4684,IMP460013,1
4685,IMP122494,1
4686,IMP428962,1
4687,IMP828271,1
4688,IMP262507,1
4689,IMP966217,1
4690,IMP616380,1
4691,IMP423128,1
4692,IMP213521,1
4693,IMP848051,1
4694,IMP529980,1
4695,IMP468754,1
4696,IMP214069,1
4697,IMP317542,1
4698,IMP635985,1
4699,IMPO11135,1
4700,IMPO16940,1
4701,IMPO19165,1
4702,IMPO11446,1
4703,IMPO14147,1
4704,IMPO11247,1
4705,IMPO11529,1
4706,IMP450720,1
4707,IMP856815,1
4708,IMP193150,1
4709,IMPO15297,1
4710,IMP528392,1
4711,IMP601778,1
4712,IMP921040,1
4713,IMP734839,1
4714,IMP137419,1
4715,IMP143342,1
4716,IMPO17080,1
4717,IMPO14053,1
4718,IMPO13113,1
4719,IMPO17572,1
4720,IMPO17177,1
4721,IMPO18097,1
4722,IMPO17411,1
4723,IMPO13107,1
4724,IMPO11133,1
4725,IMPO17969,1
4726,IMPO11519,1
4727,IMPO13065,1
4728,IMP735378,1
4729,IMP601290,1
4730,IMP996140,1
4731,IMPO19722,1
4732,IMPO11713,1
4733,IMPO14393,1
4734,IMPO14185,1
4735,IMPO19218,1
4736,IMPO19195,1
4737,IMPO15397,1
4738,IMPO14667,1
4739,IMP590538,1
4740,IMP352558,1
4741,IMP802570,1
4742,IMP496742,1
4743,IMP951039,1
4744,IMP296528,1
4745,IMP717344,1
4746,IMP798167,1
4747,IMP218606,1
4748,IMP380773,1
4749,IMP351896,1
4750,IMP359841,1
4751,IMPO17480,1
4752,IMPO10193,1
4753,IMP538713,1
4754,IMPO17112,1
4755,IMP587055,1
4756,IMP864073,1
4757,IMP504534,1
4758,IMP230519,1
4759,IMP734593,1
4760,IMP839999,1
4761,IMP913453,1
4762,IMP549409,1
4763,IMP915763,1
4764,IMP165987,1
4765,IMP407716,1
4766,IMP767188,1
4767,IMP379500,1
4768,IMP874984,1
4769,IMPO12716,1
4770,IMPO18827,1
4771,IMPO14032,1
4772,IMPO11451,1
4773,IMPO12059,1
4774,IMP816714,1
4775,IMP102185,1
4776,IMP414565,1
4777,IMP935650,1
4778,IMP111819,1
4779,IMP577898,1
4780,IMP468672,1
4781,IMP982271,1
4782,IMP602346,1
4783,IMPO18891,1
4784,IMPO14562,1
4785,IMPO14021,1
4786,IMPO18738,1
4787,IMPO11186,1
4788,IMPO16159,1
4789,IMPO16457,1
4790,IMPO10043,1
4791,IMPO18808,1
4792,IMPO14269,1
4793,IMPO18916,1
4794,IMPO16077,1
4795,IMPO16945,1
4796,IMP253740,1
4797,IMP214375,1
4798,IMP567769,1
4799,IMP770530,1
4800,IMP668139,1
4801,IMPO15468,1
4802,IMPO10402,1
4803,IMPO14213,1
4804,IMPO18337,1
4805,IMPO15407,1
4806,IMPO12641,1
4807,IMPO11631,1
4808,IMPO10255,1
4809,IMPO12257,1
4810,IMPO16025,1
4811,IMPO15432,1
4812,IMP600860,1
4813,IMP542823,1
4814,IMP373339,1
4815,IMP937159,1
4816,IMP863502,1
4817,IMP424153,1
4818,IMP496272,1
4819,IMP742843,1
4820,IMP125708,1
4821,IMPO19924,1
4822,IMPO12332,1
4823,IMPO10132,1
4824,IMPO14848,1
4825,IMPO14466,1
4826,IMPO19636,1
4827,IMPO14788,1
4828,IMPO11488,1
4829,IMPO16394,1
4830,IMPO19352,1
4831,IMPO11013,1
4832,IMPO15564,1
4833,IMPO12840,1
4834,IMPO10457,1
4835,IMPO11130,1
4836,IMPO12395,1
4837,IMPO17102,1
4838,IMP445446,1
4839,IMP411369,1
4840,IMP331480,1
4841,IMP889471,1
4842,IMP788540,1
4843,IMPO11707,1
4844,IMPO16664,1
4845,IMPO19790,1
4846,IMPO17788,1
4847,IMPO19349,1
4848,IMPO17659,1
4849,IMPO13695,1
4850,IMPO12577,1
4851,IMPO15728,1
4852,IMPO13614,1
4853,IMPO14910,1
4854,IMPO18558,1
4855,IMP171801,1
4856,IMP464475,1
4857,IMP493648,1
4858,IMP449163,1
4859,IMP781458,1
4860,IMP250354,1
4861,IMP908235,1
4862,IMP109890,1
4863,IMP594770,1
4864,IMP196741,1
4865,IMPO18107,1
4866,IMP353914,1
4867,IMP171947,1
4868,IMP946848,1
4869,IMP342450,1
4870,IMP381151,1
4871,IMP598144,1
4872,IMP850833,1
4873,IMP700582,1
4874,IMP614129,1
4875,IMP748243,1
4876,IMP928189,1
4877,IMP677788,1
4878,IMP792149,1
4879,IMP631537,1
4880,IMP798762,1
4881,IMPO12503,1
4882,IMPO10672,1
4883,IMPO16257,1
4884,IMPO16230,1
4885,IMPO18650,1
4886,IMPO16031,1
4887,IMPO19647,1
4888,IMPO18289,1
4889,IMP772547,1
4890,IMPO15722,1
4891,IMPO19177,1
4892,IMPO10675,1
4893,IMP679708,1
4894,IMP612672,1
4895,IMP517527,1
4896,IMP167344,1
4897,IMPO18018,1
4898,IMPO12476,1
4899,IMPO11969,1
4900,IMPO19209,1
4901,IMPO15976,1
4902,IMPO14929,1
4903,IMPO15382,1
4904,IMPO18881,1
4905,IMPO14800,1
4906,IMPO11885,1
4907,IMPO15363,1
4908,IMPO18341,1
4909,IMPO11678,1
4910,IMPO15627,1
4911,IMP542083,1
4912,IMP140416,1
4913,IMP444410,1
4914,IMPO18999,1
4915,IMP253933,1
4916,IMP852269,1
4917,IMP149075,1
4918,IMP408183,1
4919,IMP297001,1
4920,IMP308472,1
4921,IMP851794,1
4922,IMP165921,1
4923,IMP683403,1
4924,IMP982229,1
4925,IMP507252,1
4926,IMP500432,1
4927,IMP233932,1
4928,IMP647181,1
4929,IMP141925,1
4930,IMP856658,1
4931,IMP741333,1
4932,IMPO14268,1
4933,IMPO13725,1
4934,IMPO17650,1
