,TARIFF.CODE&&ORIGIN.CODE,TARIFF.CODE&&ORIGIN.CODE_illicit_Qsum,TARIFF.CODE&&ORIGIN.CODE_illicit_Qrate
40457,6305109000&&CNTRY994,0,0
40458,9612108002&&CNTRY113,0,2
40459,7210500010&&CNTRY795,0,2
40460,8302200000&&CNTRY409,0,0
40461,5402330000&&CNTRY920,0,0
40462,8421192000&&CNTRY454,0,0
40463,3926400000&&CNTRY976,0,0
40464,9617000001&&CNTRY994,0,0
40465,2905449900&&CNTRY364,0,0
40466,8453900000&&CNTRY123,0,0
40467,4107199011&&CNTRY765,0,0
40468,8532240000&&CNTRY759,0,0
40469,8543709099&&CNTRY680,0,0
40470,8511800001&&CNTRY962,0,0
40471,4011201010&&CNTRY687,0,0
40472,8504509509&&CNTRY139,0,0
40473,7304399300&&CNTRY558,0,2
40474,9032108900&&CNTRY277,0,0
40475,6911100019&&CNTRY976,0,0
40476,6406209000&&CNTRY456,0,2
40477,7007198000&&CNTRY881,0,0
40478,9107000001&&CNTRY322,0,0
40479,2915705000&&CNTRY680,0,0
40480,3215110000&&CNTRY920,0,0
40481,8536901091&&CNTRY454,0,0
40482,6103420003&&CNTRY680,0,0
40483,7318120000&&CNTRY351,0,0
40484,8505190000&&CNTRY263,0,0
40485,7228500000&&CNTRY680,0,0
40486,7320100000&&CNTRY959,0,0
40487,5512991000&&CNTRY385,0,0
40488,305590054&&CNTRY415,0,0
40489,2523210000&&CNTRY939,0,0
40490,3910000000&&CNTRY415,0,2
40491,9403900091&&CNTRY278,0,2
40492,8502200021&&CNTRY323,0,0
40493,7315190011&&CNTRY622,0,0
40494,8518220000&&CNTRY554,0,2
40495,8506800000&&CNTRY562,0,2
40496,3402110012&&CNTRY975,0,0
40497,6806100000&&CNTRY349,0,0
40498,8703231119&&CNTRY765,0,0
40499,7013990000&&CNTRY618,0,2
40500,7212500000&&CNTRY364,0,0
40501,5807109010&&CNTRY576,0,0
40502,9607110000&&CNTRY576,0,0
40503,6805100000&&CNTRY825,0,0
40504,8703329092&&CNTRY456,0,2
40505,2933599500&&CNTRY846,0,0
40506,6006220000&&CNTRY209,0,0
40507,8424100000&&CNTRY980,0,0
40508,8536700030&&CNTRY123,0,0
40509,4005990000&&CNTRY716,0,0
40510,9022130000&&CNTRY321,0,2
40511,8413308091&&CNTRY765,0,2
40512,3919101200&&CNTRY415,0,2
40513,8211920099&&CNTRY653,0,2
40514,9403700000&&CNTRY881,0,0
40515,8432900091&&CNTRY562,0,2
40516,8536101001&&CNTRY759,0,0
40517,3810909009&&CNTRY994,0,0
40518,604909100&&CNTRY335,0,2
40519,2831100000&&CNTRY113,0,2
40520,5804109000&&CNTRY863,0,2
40521,6104620007&&CNTRY123,0,0
40522,8716800009&&CNTRY263,0,2
40523,9403309901&&CNTRY994,0,0
40524,8542399090&&CNTRY445,0,0
40525,9503003909&&CNTRY859,0,0
40526,8714109003&&CNTRY429,0,2
40527,6006329000&&CNTRY139,0,2
40528,3303001099&&CNTRY454,0,2
40529,3006400001&&CNTRY376,0,0
40530,7415100000&&CNTRY825,0,0
40531,6001920009&&CNTRY825,0,0
40532,6104620003&&CNTRY825,0,0
40533,8426200000&&CNTRY995,0,0
40534,8417100000&&CNTRY546,0,0
40535,9017200000&&CNTRY436,0,0
40536,3808911092&&CNTRY323,0,0
40537,3907200000&&CNTRY284,0,0
40538,8421120000&&CNTRY480,0,2
40539,3808911099&&CNTRY873,0,0
40540,7019900000&&CNTRY215,0,0
40541,4810290025&&CNTRY866,0,0
40542,1302190000&&CNTRY376,0,0
40543,5603130000&&CNTRY765,0,0
40544,8430100000&&CNTRY881,0,0
40545,5609000010&&CNTRY138,0,2
40546,2526200000&&CNTRY884,0,0
40547,6306220000&&CNTRY915,0,0
40548,7010902900&&CNTRY654,0,0
40549,8517620000&&CNTRY652,0,0
40550,8703232124&&CNTRY216,0,0
40551,8704900099&&CNTRY527,0,0
40552,3907200000&&CNTRY701,0,2
40553,6804210000&&CNTRY125,0,2
40554,2905110000&&CNTRY234,0,0
40555,8509400000&&CNTRY328,0,0
40556,8479200000&&CNTRY316,0,0
40557,4802100000&&CNTRY884,0,2
40558,8703332900&&CNTRY276,0,0
40559,1905904592&&CNTRY884,0,0
40560,8704239100&&CNTRY917,0,2
40561,6204329009&&CNTRY407,0,0
40562,3908900000&&CNTRY687,0,0
40563,406902100&&CNTRY138,0,2
40564,9026208001&&CNTRY846,0,0
40565,8443321020&&CNTRY456,0,2
40566,9025900000&&CNTRY454,0,0
40567,3304200000&&CNTRY415,0,0
40568,8302100004&&CNTRY825,0,0
40569,8473299000&&CNTRY920,0,0
40570,4801000009&&CNTRY123,0,0
40571,7219908000&&CNTRY846,0,0
40572,3926909239&&CNTRY846,0,0
40573,8514900001&&CNTRY562,0,0
40574,3901209000&&CNTRY764,0,0
40575,5606009910&&CNTRY652,0,0
40576,9004901039&&CNTRY930,0,0
40577,8414802210&&CNTRY123,0,0
40578,5513239000&&CNTRY236,0,2
40579,8544499530&&CNTRY680,0,0
40580,8466919500&&CNTRY415,0,2
40581,7606910090&&CNTRY674,0,2
40582,9606290001&&CNTRY216,0,2
40583,8479810001&&CNTRY674,0,2
40584,2402209001&&CNTRY994,0,0
40585,8413810042&&CNTRY825,0,0
40586,8515900000&&CNTRY615,0,0
40587,8523492510&&CNTRY994,0,0
40588,8532210000&&CNTRY874,0,0
40589,8531902000&&CNTRY454,0,2
40590,7325100000&&CNTRY252,0,2
40591,6005329000&&CNTRY276,0,0
40592,8414594010&&CNTRY527,0,0
40593,4823691000&&CNTRY713,0,0
40594,9801000000&&CNTRY819,0,2
40595,8703339014&&CNTRY994,0,0
40596,8506900000&&CNTRY959,0,0
40597,8704211122&&CNTRY555,0,0
40598,2208400000&&CNTRY491,0,0
40599,8501610000&&CNTRY988,0,0
40600,3811190000&&CNTRY389,0,0
40601,6904100000&&CNTRY546,0,0
40602,5410000000&&CNTRY825,0,2
40603,5506300000&&CNTRY656,0,0
40604,8482300000&&CNTRY454,0,0
40605,8504900000&&CNTRY454,0,0
40606,5308901000&&CNTRY866,0,0
40607,3907300000&&CNTRY770,0,2
40608,3702100000&&CNTRY252,0,0
40609,8511900000&&CNTRY562,0,2
40610,1302390000&&CNTRY819,0,0
40611,6111309000&&CNTRY652,0,0
40612,8704213961&&CNTRY558,0,0
40613,5513410000&&CNTRY615,0,0
40614,6402993900&&CNTRY376,0,0
40615,8207909900&&CNTRY323,0,0
40616,9026202009&&CNTRY627,0,2
40617,8419310000&&CNTRY756,0,2
40618,8483908900&&CNTRY770,0,2
40619,8421310000&&CNTRY389,0,0
40620,4005200000&&CNTRY276,0,2
40621,8536490090&&CNTRY917,0,0
40622,2841610000&&CNTRY930,0,2
40623,8708802001&&CNTRY390,0,0
40624,8703339093&&CNTRY527,0,0
40625,3214109000&&CNTRY976,0,0
40626,5508101001&&CNTRY846,0,0
40627,4107119011&&CNTRY554,0,0
40628,8424300800&&CNTRY429,0,0
40629,8517180091&&CNTRY334,0,0
40630,5807909010&&CNTRY234,0,0
40631,713100000&&CNTRY884,0,0
40632,4011500000&&CNTRY554,0,0
40633,3925900000&&CNTRY881,0,0
40634,8408900000&&CNTRY385,0,0
40635,8702901294&&CNTRY150,0,2
40636,712900000&&CNTRY654,0,0
40637,9030900000&&CNTRY376,0,0
40638,8402120000&&CNTRY656,0,2
40639,8401300000&&CNTRY988,0,0
40640,3908900000&&CNTRY343,0,0
40641,3917239000&&CNTRY713,0,0
40642,5801900000&&CNTRY480,0,2
40643,8205200000&&CNTRY311,0,0
40644,9616100000&&CNTRY491,0,0
40645,7310000000&&CNTRY825,0,0
40646,3919100000&&CNTRY317,0,0
40647,9507100000&&CNTRY454,0,2
40648,2915310000&&CNTRY317,0,0
40649,8708803500&&CNTRY653,0,0
40650,8708805501&&CNTRY335,0,0
40651,6204329009&&CNTRY680,0,0
40652,8431430000&&CNTRY846,0,0
40653,9406002000&&CNTRY379,0,2
40654,8532230000&&CNTRY863,0,0
40655,4411141002&&CNTRY409,0,0
40656,3204900000&&CNTRY930,0,0
40657,2902500000&&CNTRY415,0,0
40658,4820400000&&CNTRY454,0,0
40659,7318159050&&CNTRY277,0,0
40660,8473302009&&CNTRY123,0,0
40661,8473408000&&CNTRY454,0,0
40662,6406909099&&CNTRY656,0,0
40663,7007212010&&CNTRY454,0,0
40664,3910000090&&CNTRY376,0,0
40665,9030339100&&CNTRY123,0,0
40666,4821909000&&CNTRY576,0,0
40667,8471708000&&CNTRY113,0,0
40668,6403999800&&CNTRY166,0,0
40669,7306408000&&CNTRY962,0,0
40670,8803300001&&CNTRY759,0,0
40671,3917400000&&CNTRY184,0,0
40672,5208190000&&CNTRY454,0,0
40673,9402100090&&CNTRY454,0,0
40674,3923100000&&CNTRY962,0,0
40675,3204150000&&CNTRY454,0,0
40676,8443999029&&CNTRY994,0,0
40677,6203423102&&CNTRY770,0,0
40678,406901800&&CNTRY485,0,0
40679,7601208000&&CNTRY709,0,0
40680,3204110000&&CNTRY627,0,0
40681,5007206110&&CNTRY976,0,0
40682,7410110000&&CNTRY825,0,0
40683,8414808091&&CNTRY209,0,2
40684,2805120000&&CNTRY123,0,0
40685,9616109009&&CNTRY429,0,2
40686,8703339093&&CNTRY962,0,0
40687,8208900010&&CNTRY920,0,0
40688,8420918000&&CNTRY994,0,0
40689,7210120000&&CNTRY438,0,0
40690,8438800000&&CNTRY785,0,0
40691,3700000000&&CNTRY321,0,0
40692,3917231000&&CNTRY376,0,0
40693,8423890000&&CNTRY837,0,2
40694,8455220000&&CNTRY168,0,2
40695,8525800000&&CNTRY454,0,0
40696,6902900000&&CNTRY891,0,2
40697,9506620000&&CNTRY351,0,2
40698,402910099&&CNTRY759,0,0
40699,7217100011&&CNTRY234,0,0
40700,3915100000&&CNTRY615,0,0
40701,7308300000&&CNTRY323,0,0
40702,7307190000&&CNTRY527,0,2
40703,8511900000&&CNTRY825,0,0
40704,501000000&&CNTRY975,0,0
40705,9026200000&&CNTRY764,0,0
40706,8703242200&&CNTRY825,0,0
40707,8428390000&&CNTRY284,0,0
40708,3006500000&&CNTRY252,0,2
40709,3903190000&&CNTRY680,0,2
40710,8704900091&&CNTRY680,0,0
40711,2936270000&&CNTRY819,0,0
40712,8468900000&&CNTRY771,0,2
40713,2916190000&&CNTRY771,0,0
40714,4016999799&&CNTRY456,0,0
40715,8536303000&&CNTRY759,0,0
40716,8711500000&&CNTRY123,0,0
40717,3810909001&&CNTRY689,0,2
40718,8708999791&&CNTRY554,0,0
40719,5407410000&&CNTRY409,0,0
40720,4107921090&&CNTRY674,0,2
40721,8467292009&&CNTRY653,0,0
40722,7321900030&&CNTRY709,0,0
40723,2909440000&&CNTRY859,0,0
40724,5514490000&&CNTRY138,0,0
40725,5607909010&&CNTRY389,0,0
40726,9021211000&&CNTRY316,0,0
40727,3924900009&&CNTRY480,0,0
40728,6004100000&&CNTRY429,0,0
40729,7322190009&&CNTRY652,0,0
40730,709991000&&CNTRY562,0,0
40731,8483308009&&CNTRY125,0,0
40732,8502120000&&CNTRY930,0,0
40733,8532240000&&CNTRY335,0,0
40734,4811900071&&CNTRY837,0,2
40735,8450900021&&CNTRY390,0,0
40736,8523511090&&CNTRY863,0,0
40737,8487909009&&CNTRY317,0,0
40738,5310900099&&CNTRY277,0,0
40739,4822100000&&CNTRY756,0,2
40740,7326909619&&CNTRY376,0,0
40741,9026102901&&CNTRY652,0,0
40742,2710194790&&CNTRY415,0,0
40743,7013370000&&CNTRY759,0,0
40744,8436990000&&CNTRY562,0,0
40745,4403100000&&CNTRY454,0,0
40746,9603900000&&CNTRY284,0,2
40747,8438400000&&CNTRY264,0,2
40748,8536100000&&CNTRY680,0,2
40749,6903900000&&CNTRY454,0,0
40750,3105200000&&CNTRY984,0,0
40751,2523210000&&CNTRY874,0,0
40752,7418190000&&CNTRY770,0,2
40753,4009420000&&CNTRY385,0,0
40754,4802570000&&CNTRY644,0,0
40755,8471410043&&CNTRY959,0,0
40756,8703222900&&CNTRY637,0,0
40757,8471410043&&CNTRY415,0,0
40758,6809190000&&CNTRY139,0,0
40759,7005290000&&CNTRY709,0,0
40760,5402440000&&CNTRY448,0,0
40761,3506100000&&CNTRY644,0,0
40762,8443910000&&CNTRY771,0,0
40763,3901100000&&CNTRY284,0,0
40764,2309100000&&CNTRY615,0,0
40765,8421210023&&CNTRY654,0,0
40766,8538100000&&CNTRY527,0,0
40767,8504330000&&CNTRY139,0,0
40768,8477800000&&CNTRY654,0,0
40769,5208510000&&CNTRY652,0,0
40770,2103309000&&CNTRY915,0,0
40771,302899004&&CNTRY846,0,0
40772,6107110001&&CNTRY976,0,0
40773,8479908000&&CNTRY625,0,0
40774,9608200090&&CNTRY881,0,0
40775,8486909090&&CNTRY825,0,0
40776,3924900002&&CNTRY709,0,0
40777,2106909898&&CNTRY376,0,0
40778,8481808100&&CNTRY364,0,2
40779,8204120000&&CNTRY689,0,0
40780,2101110010&&CNTRY825,0,0
40781,7002390000&&CNTRY234,0,0
40782,3824909695&&CNTRY485,0,2
40783,4823908592&&CNTRY485,0,2
40784,3307200000&&CNTRY881,0,0
40785,2915907009&&CNTRY454,0,0
40786,6104620003&&CNTRY562,0,0
40787,3923301000&&CNTRY284,0,0
40788,3403191099&&CNTRY644,0,0
40789,8408101101&&CNTRY765,0,0
40790,3926909799&&CNTRY843,0,0
40791,2710201190&&CNTRY930,0,2
40792,8504408800&&CNTRY994,0,0
40793,3907202000&&CNTRY716,0,2
40794,2916391000&&CNTRY917,0,0
40795,7007212010&&CNTRY618,0,0
40796,5401109000&&CNTRY764,0,2
40797,3917219000&&CNTRY674,0,0
40798,8537101000&&CNTRY445,0,0
40799,1905320000&&CNTRY644,0,2
40800,4703210000&&CNTRY140,0,0
40801,3204120000&&CNTRY528,0,0
40802,7310290000&&CNTRY759,0,0
40803,4802580000&&CNTRY709,0,0
40804,8414100000&&CNTRY939,0,0
40805,2918290000&&CNTRY765,0,0
40806,5516910000&&CNTRY140,0,2
40807,7325991000&&CNTRY252,0,0
40808,9017300000&&CNTRY866,0,0
40809,9032100000&&CNTRY652,0,0
40810,4820500000&&CNTRY216,0,0
40811,9022120000&&CNTRY637,0,0
40812,3917221000&&CNTRY959,0,0
40813,8536699010&&CNTRY627,0,0
40814,3204140000&&CNTRY615,0,0
40815,8544429099&&CNTRY785,0,2
40816,8708939002&&CNTRY166,0,0
40817,4202929190&&CNTRY881,0,0
40818,8543703000&&CNTRY376,0,2
40819,8512909009&&CNTRY407,0,2
40820,3926909771&&CNTRY994,0,0
40821,408118000&&CNTRY236,0,0
40822,8481808500&&CNTRY125,0,2
40823,4809900000&&CNTRY915,0,0
40824,2710194890&&CNTRY393,0,0
40825,4805910099&&CNTRY825,0,0
40826,8714961000&&CNTRY376,0,0
40827,3920499000&&CNTRY994,0,0
40828,8716800009&&CNTRY674,0,0
40829,8421310000&&CNTRY216,0,0
40830,3919108000&&CNTRY562,0,0
40831,9403603009&&CNTRY962,0,0
40832,6908909199&&CNTRY184,0,0
40833,8431390009&&CNTRY138,0,2
40834,4009220090&&CNTRY652,0,0
40835,7318121000&&CNTRY113,0,0
40836,8473302009&&CNTRY680,0,0
40837,8207909100&&CNTRY321,0,2
40838,4802562000&&CNTRY994,0,0
40839,4203400000&&CNTRY825,0,0
40840,8301200000&&CNTRY881,0,2
40841,8207507000&&CNTRY376,0,0
40842,6203423509&&CNTRY976,0,2
40843,8516797009&&CNTRY863,0,0
40844,712909010&&CNTRY759,0,0
40845,802410000&&CNTRY409,0,2
40846,3925300000&&CNTRY680,0,0
40847,8459310000&&CNTRY376,0,0
40848,7411290000&&CNTRY976,0,0
40849,4417000091&&CNTRY884,0,0
40850,5603140000&&CNTRY150,0,0
40851,8460190000&&CNTRY962,0,0
40852,8704321118&&CNTRY558,0,0
40853,8429590000&&CNTRY919,0,0
40854,3812300000&&CNTRY316,0,0
40855,6907900000&&CNTRY713,0,0
40856,8426190000&&CNTRY323,0,2
40857,6110190000&&CNTRY528,0,0
40858,8518300000&&CNTRY644,0,2
40859,2905190000&&CNTRY139,0,0
40860,2902500000&&CNTRY759,0,0
40861,2941900000&&CNTRY562,0,0
40862,8475900000&&CNTRY994,0,0
40863,8704322000&&CNTRY334,0,0
40864,5911900000&&CNTRY376,0,0
40865,4418900000&&CNTRY138,0,0
40866,3926100000&&CNTRY756,0,0
40867,8473400000&&CNTRY429,0,0
40868,3405100000&&CNTRY919,0,0
40869,7407100000&&CNTRY139,0,0
40870,8703321922&&CNTRY133,0,0
40871,8514900000&&CNTRY756,0,2
40872,2936210000&&CNTRY415,0,0
40873,8527290000&&CNTRY680,0,0
40874,808100000&&CNTRY554,0,0
40875,3901300000&&CNTRY454,0,0
40876,4407999100&&CNTRY674,0,2
40877,5307200009&&CNTRY785,0,0
40878,9602000099&&CNTRY866,0,0
40879,6209300000&&CNTRY407,0,2
40880,8421392000&&CNTRY527,0,0
40881,6203120009&&CNTRY846,0,0
40882,5209390000&&CNTRY264,0,0
40883,2905310000&&CNTRY554,0,2
40884,8536490020&&CNTRY837,0,0
40885,7315120090&&CNTRY138,0,0
40886,5516140000&&CNTRY528,0,0
40887,8481808100&&CNTRY322,0,2
40888,3907911000&&CNTRY825,0,0
40889,8202200009&&CNTRY994,0,0
40890,9606300000&&CNTRY759,0,0
40891,8511900002&&CNTRY322,0,0
40892,6406909099&&CNTRY409,0,0
40893,7216321900&&CNTRY321,0,2
40894,7320909000&&CNTRY216,0,0
40895,5407940000&&CNTRY747,0,0
40896,7305120000&&CNTRY994,0,0
40897,7322190009&&CNTRY976,0,0
40898,9019200008&&CNTRY994,0,0
40899,3909501090&&CNTRY770,0,0
40900,5601229010&&CNTRY825,0,2
40901,7326200000&&CNTRY215,0,0
40902,8703222100&&CNTRY995,0,2
40903,3909400000&&CNTRY351,0,0
40904,7407210000&&CNTRY277,0,0
40905,8517120000&&CNTRY644,0,0
40906,8419900000&&CNTRY874,0,0
40907,8429520000&&CNTRY562,0,0
40908,8704900099&&CNTRY701,0,0
40909,7310100000&&CNTRY915,0,0
40910,2510000000&&CNTRY764,0,0
40911,6704200000&&CNTRY748,0,0
40912,7209180000&&CNTRY454,0,0
40913,2836300000&&CNTRY376,0,2
40914,7318190000&&CNTRY713,0,0
40915,303740000&&CNTRY558,0,0
40916,5911900000&&CNTRY562,0,0
40917,8474200000&&CNTRY277,0,2
40918,2621900000&&CNTRY153,0,2
40919,4700000000&&CNTRY765,0,0
40920,6904100000&&CNTRY653,0,2
40921,2815110000&&CNTRY659,0,0
40922,8507300000&&CNTRY322,0,0
40923,8482200000&&CNTRY376,0,0
40924,8536501991&&CNTRY113,0,0
40925,2834298010&&CNTRY994,0,2
40926,5811000010&&CNTRY881,0,0
40927,8481809910&&CNTRY652,0,0
40928,8438101010&&CNTRY656,0,0
40929,4009110011&&CNTRY764,0,0
40930,4009210040&&CNTRY652,0,0
40931,8703229060&&CNTRY317,0,0
40932,8452300000&&CNTRY654,0,0
40933,5607509010&&CNTRY415,0,2
40934,6206300009&&CNTRY652,0,0
40935,3824906500&&CNTRY166,0,2
40936,9032890049&&CNTRY123,0,0
40937,4414009009&&CNTRY680,0,0
40938,4203300090&&CNTRY830,0,2
40939,4008290000&&CNTRY825,0,0
40940,8544499190&&CNTRY236,0,0
40941,8544429099&&CNTRY680,0,0
40942,3305900099&&CNTRY618,0,0
40943,6102309003&&CNTRY123,0,2
40944,9603301000&&CNTRY770,0,2
40945,2942000009&&CNTRY881,0,0
40946,9112200019&&CNTRY759,0,0
40947,3204170000&&CNTRY976,0,0
40948,3207300000&&CNTRY555,0,0
40949,2208900000&&CNTRY407,0,2
40950,402910099&&CNTRY765,0,2
40951,3923900000&&CNTRY884,0,0
40952,2909490000&&CNTRY637,0,0
40953,3916100000&&CNTRY917,0,2
40954,2917320000&&CNTRY759,0,0
40955,8413919000&&CNTRY859,0,0
40956,8207500000&&CNTRY576,0,2
40957,8610000000&&CNTRY150,0,0
40958,8207700000&&CNTRY771,0,0
40959,3926200000&&CNTRY764,0,0
40960,9018110000&&CNTRY713,0,0
40961,8428390000&&CNTRY866,0,2
40962,8418100019&&CNTRY153,0,0
40963,6310100011&&CNTRY994,0,0
40964,2914220000&&CNTRY407,0,0
40965,5503200000&&CNTRY576,0,0
40966,8708400000&&CNTRY216,0,0
40967,8537100000&&CNTRY745,0,2
40968,8704231122&&CNTRY988,0,0
40969,9506620000&&CNTRY917,0,0
40970,6214900000&&CNTRY527,0,0
40971,4015190000&&CNTRY311,0,0
40972,4410110000&&CNTRY376,0,0
40973,7010902200&&CNTRY216,0,0
40974,2525200000&&CNTRY859,0,2
40975,8539490000&&CNTRY759,0,0
40976,5508100000&&CNTRY317,0,2
40977,4823690000&&CNTRY976,0,2
40978,5500000000&&CNTRY759,0,0
40979,2403990000&&CNTRY825,0,0
40980,4115100000&&CNTRY920,0,0
40981,9801000000&&CNTRY321,0,0
40982,4821109000&&CNTRY321,0,0
40983,9403109809&&CNTRY994,0,0
40984,3301294110&&CNTRY976,0,0
40985,8708299002&&CNTRY562,0,0
40986,6203423107&&CNTRY994,0,0
40987,8501529010&&CNTRY615,0,0
40988,5510110000&&CNTRY825,0,2
40989,6204520009&&CNTRY884,0,0
40990,8462299800&&CNTRY376,0,0
40991,8481101990&&CNTRY527,0,2
40992,6804100090&&CNTRY652,0,0
40993,8517620035&&CNTRY390,0,0
40994,8483102901&&CNTRY277,0,2
40995,8418690020&&CNTRY615,0,2
40996,6813810000&&CNTRY209,0,0
40997,8703321965&&CNTRY615,0,0
40998,6304110009&&CNTRY825,0,0
40999,8422909000&&CNTRY846,0,0
41000,6211333103&&CNTRY379,0,2
41001,6111209000&&CNTRY184,0,2
41002,1005900000&&CNTRY884,0,0
41003,2901290009&&CNTRY976,0,0
41004,4905100000&&CNTRY364,0,0
41005,3824909798&&CNTRY652,0,0
41006,106398010&&CNTRY884,0,2
41007,8504909900&&CNTRY364,0,2
41008,9018499090&&CNTRY976,0,0
41009,1701999099&&CNTRY216,0,0
41010,8716310000&&CNTRY846,0,0
41011,8414510000&&CNTRY415,0,0
41012,809301000&&CNTRY819,0,0
41013,8413910001&&CNTRY276,0,0
41014,4202191000&&CNTRY140,0,2
41015,8207130000&&CNTRY652,0,0
41016,1302197003&&CNTRY680,0,0
41017,7117110000&&CNTRY322,0,2
41018,8311300000&&CNTRY795,0,2
41019,2208308201&&CNTRY376,0,0
41020,8474310000&&CNTRY756,0,0
41021,8711201000&&CNTRY975,0,0
41022,6406200000&&CNTRY825,0,0
41023,2104200000&&CNTRY644,0,0
41024,8215990000&&CNTRY881,0,0
41025,4106220000&&CNTRY859,0,0
41026,7307910000&&CNTRY454,0,2
41027,8420910000&&CNTRY644,0,0
41028,8703321922&&CNTRY659,0,0
41029,2814200000&&CNTRY448,0,2
41030,3808920000&&CNTRY454,0,0
41031,7400000000&&CNTRY150,0,0
41032,2916190000&&CNTRY994,0,2
41033,2902900000&&CNTRY171,0,2
41034,8704221928&&CNTRY873,0,0
41035,3901100000&&CNTRY656,0,0
41036,210990000&&CNTRY656,0,0
41037,9600000000&&CNTRY994,0,0
41038,8504500000&&CNTRY139,0,0
41039,8703221917&&CNTRY323,0,0
41040,8701900092&&CNTRY113,0,2
41041,3907911000&&CNTRY959,0,0
41042,9018199002&&CNTRY976,0,0
41043,6204625909&&CNTRY277,0,0
41044,4107119099&&CNTRY976,0,2
41045,8473302009&&CNTRY837,0,0
41046,3920208009&&CNTRY680,0,0
41047,8452210000&&CNTRY409,0,0
41048,5806329090&&CNTRY976,0,0
41049,8421990020&&CNTRY555,0,0
41050,2106108000&&CNTRY376,0,0
41051,2204217804&&CNTRY874,0,0
41052,3823199002&&CNTRY334,0,0
41053,3204150000&&CNTRY976,0,0
41054,8708299009&&CNTRY866,0,0
41055,4811900072&&CNTRY234,0,0
41056,7321810009&&CNTRY975,0,0
41057,3906903099&&CNTRY846,0,0
41058,7801999009&&CNTRY335,0,2
41059,7211190000&&CNTRY680,0,0
41060,8708939009&&CNTRY171,0,2
41061,8408908500&&CNTRY687,0,0
41062,8502138000&&CNTRY759,0,2
41063,5402310000&&CNTRY995,0,0
41064,9606100010&&CNTRY830,0,0
41065,2208906909&&CNTRY376,0,0
41066,6204520001&&CNTRY234,0,0
41067,7410210000&&CNTRY527,0,0
41068,2710194890&&CNTRY576,0,0
41069,1104129000&&CNTRY562,0,0
41070,8536490090&&CNTRY454,0,0
41071,4415202001&&CNTRY429,0,0
41072,3907300000&&CNTRY653,0,2
41073,8442500000&&CNTRY527,0,0
41074,8483500000&&CNTRY622,0,0
41075,8703100000&&CNTRY491,0,0
41076,8532290000&&CNTRY376,0,0
41077,3002100000&&CNTRY171,0,0
41078,9202900000&&CNTRY150,0,0
41079,3302909000&&CNTRY884,0,0
41080,6116920094&&CNTRY284,0,2
41081,3006500000&&CNTRY745,0,2
41082,8301600000&&CNTRY881,0,0
41083,5503110000&&CNTRY188,0,0
41084,2101110012&&CNTRY376,0,0
41085,3811900000&&CNTRY438,0,2
41086,8703331226&&CNTRY975,0,0
41087,8709900000&&CNTRY407,0,0
41088,8714990099&&CNTRY113,0,0
41089,8413912000&&CNTRY234,0,0
41090,3920102802&&CNTRY716,0,2
41091,8308900091&&CNTRY618,0,2
41092,2930200000&&CNTRY284,0,2
41093,5408310001&&CNTRY994,0,0
41094,4016995201&&CNTRY215,0,0
41095,8504900500&&CNTRY975,0,0
41096,5513290000&&CNTRY843,0,0
41097,2831100000&&CNTRY407,0,2
41098,7508900090&&CNTRY316,0,0
41099,7409310010&&CNTRY322,0,0
41100,5006001000&&CNTRY236,0,0
41101,8708922001&&CNTRY252,0,2
41102,8309909010&&CNTRY139,0,0
41103,5206320001&&CNTRY920,0,0
41104,3212100000&&CNTRY976,0,0
41105,8479899795&&CNTRY680,0,0
41106,3302909001&&CNTRY615,0,0
41107,6211423101&&CNTRY615,0,2
41108,8538909101&&CNTRY994,0,0
41109,2909498009&&CNTRY139,0,0
41110,2931908009&&CNTRY454,0,0
41111,8529904911&&CNTRY680,0,0
41112,3822000009&&CNTRY881,0,0
41113,3004900019&&CNTRY139,0,0
41114,6204339009&&CNTRY652,0,0
41115,6004100000&&CNTRY321,0,0
41116,7005218009&&CNTRY555,0,0
41117,6203423509&&CNTRY846,0,0
41118,8544119090&&CNTRY687,0,0
41119,4104115191&&CNTRY994,0,2
41120,8308200009&&CNTRY687,0,0
41121,9014900000&&CNTRY376,0,0
41122,8515809009&&CNTRY376,0,0
41123,6217900003&&CNTRY884,0,0
41124,4407279900&&CNTRY334,0,2
41125,8302415002&&CNTRY756,0,0
41126,7307298000&&CNTRY825,0,0
41127,8516310001&&CNTRY846,0,0
41128,8211930090&&CNTRY980,0,2
41129,2915290000&&CNTRY745,0,2
41130,3925300000&&CNTRY558,0,2
41131,3907990000&&CNTRY555,0,2
41132,6402990099&&CNTRY680,0,2
41133,7210900000&&CNTRY680,0,0
41134,7222300000&&CNTRY653,0,0
41135,8704100019&&CNTRY748,0,0
41136,3204130000&&CNTRY322,0,0
41137,8419310000&&CNTRY140,0,2
41138,2905130000&&CNTRY527,0,0
41139,8468800000&&CNTRY184,0,0
41140,1806901000&&CNTRY701,0,0
41141,8708100000&&CNTRY764,0,2
41142,8442400000&&CNTRY429,0,0
41143,8504310000&&CNTRY680,0,0
41144,2710111000&&CNTRY438,0,2
41145,305590054&&CNTRY473,0,0
41146,2403990000&&CNTRY618,0,0
41147,8502120015&&CNTRY837,0,0
41148,8431490000&&CNTRY562,0,0
41149,8516500000&&CNTRY438,0,0
41150,5607900000&&CNTRY959,0,0
41151,3911900000&&CNTRY748,0,2
41152,4802570000&&CNTRY652,0,0
