,IMPORTER.TIN,IMPORTER.TIN_illicit_Qsum,IMPORTER.TIN_illicit_Qrate
12154,IMPO18179,0,0
12155,IMPO18372,0,0
12156,IMPO14786,0,3
12157,IMPO13649,0,3
12158,IMPO13108,0,0
12159,IMP383443,0,0
12160,IMP678340,0,3
12161,IMP423818,0,3
12162,IMP322769,0,0
12163,IMP263079,0,0
12164,IMP726236,0,0
12165,IMP898465,0,3
12166,IMP240585,0,3
12167,IMPO14330,0,3
12168,IMPO17422,0,3
12169,IMPO16597,0,0
12170,IMPO15800,0,0
12171,IMPO19167,0,0
12172,IMPO19009,1,3
12173,IMP242016,0,3
12174,IMP643628,0,0
12175,IMP407052,0,3
12176,IMP700322,0,3
12177,IMP199265,0,0
12178,IMP260314,0,3
12179,IMPO13317,0,0
12180,IMPO13182,0,3
12181,IMPO19670,0,3
12182,IMPO18015,0,0
12183,IMPO11664,0,3
12184,IMP919849,0,3
12185,IMP326959,0,3
12186,IMP194621,0,3
12187,IMP721142,0,0
12188,IMP955473,0,0
12189,IMP734593,0,0
12190,IMP973083,0,3
12191,IMP475266,0,0
12192,IMP174406,0,0
12193,IMP826012,0,0
12194,IMP285862,0,3
12195,IMPO11205,1,3
12196,IMPO11538,0,3
12197,IMPO10208,0,0
12198,IMPO16802,0,3
12199,IMPO15803,0,0
12200,IMPO17935,0,0
12201,IMPO10286,0,3
12202,IMP930649,0,0
12203,IMP778675,0,0
12204,IMP787269,0,0
12205,IMP632357,0,0
12206,IMP822752,0,0
12207,IMP935071,0,3
12208,IMP129136,0,3
12209,IMP662077,0,0
12210,IMP511593,0,0
12211,IMP588737,0,0
12212,IMP413641,0,3
12213,IMPO19725,0,0
12214,IMPO10188,0,0
12215,IMPO19665,0,0
12216,IMPO18119,0,0
12217,IMPO17756,0,0
12218,IMP502353,0,0
12219,IMP302179,0,3
12220,IMP709640,0,0
12221,IMP721697,0,0
12222,IMP753994,0,3
12223,IMP997349,0,3
12224,IMP789129,0,0
12225,IMP324989,0,0
12226,IMP486369,0,0
12227,IMPO14703,0,3
12228,IMPO10026,0,3
12229,IMPO13400,0,0
12230,IMPO15422,0,0
12231,IMPO10313,0,3
12232,IMPO19305,0,0
12233,IMPO12404,0,0
12234,IMPO18151,0,0
12235,IMPO11441,0,0
12236,IMPO18734,0,0
12237,IMPO15658,0,0
12238,IMPO11862,0,3
12239,IMP137616,1,3
12240,IMP114215,0,0
12241,IMP391610,0,3
12242,IMP328874,0,3
12243,IMP328994,0,0
12244,IMP155090,0,0
12245,IMP709943,0,0
12246,IMP843190,0,0
12247,IMP274603,0,3
12248,IMP629085,0,0
12249,IMP865728,0,0
12250,IMP895478,0,0
12251,IMPO14364,0,3
12252,IMPO18105,0,0
12253,IMP646231,0,0
12254,IMP808610,0,3
12255,IMP994670,0,0
12256,IMPO18369,0,0
12257,IMPO15799,0,3
12258,IMPO12490,0,0
12259,IMPO16413,0,0
12260,IMPO15098,1,3
12261,IMPO18972,0,0
12262,IMPO12784,0,0
12263,IMP103460,0,0
12264,IMP659299,0,0
12265,IMP416670,0,0
12266,IMP801169,0,0
12267,IMP444214,0,0
12268,IMP616579,0,3
12269,IMPO18224,0,0
12270,IMPO18654,0,0
12271,IMPO11993,0,0
12272,IMPO10741,0,0
12273,IMPO16010,0,0
12274,IMP814795,0,0
12275,IMP732265,0,0
12276,IMP529632,0,0
12277,IMP817286,0,0
12278,IMP101355,0,3
12279,IMP873785,0,3
12280,IMP312231,0,3
12281,IMPO18240,0,0
12282,IMPO14927,0,3
12283,IMPO10846,0,0
12284,IMPO15560,0,0
12285,IMPO11672,0,3
12286,IMP538013,0,0
12287,IMP291227,0,0
12288,IMP814876,0,0
12289,IMP209005,0,3
12290,IMP724247,0,3
12291,IMP896166,0,0
12292,IMP719072,0,3
12293,IMP182845,0,0
12294,IMP567288,0,3
12295,IMP875355,0,0
12296,IMPO12824,0,0
12297,IMPO17019,0,3
12298,IMPO15673,0,0
12299,IMPO17177,0,3
12300,IMP769315,0,0
12301,IMP379990,0,3
12302,IMP211198,0,3
12303,IMP471864,0,0
12304,IMP156392,0,3
12305,IMP372758,0,0
12306,IMP213521,0,0
12307,IMPO19070,0,3
12308,IMPO15792,0,3
12309,IMPO11267,0,0
12310,IMPO19105,0,0
12311,IMPO13863,0,3
12312,IMPO14037,0,3
12313,IMP720938,0,3
12314,IMP494314,0,0
12315,IMP950466,0,0
12316,IMP907456,0,3
12317,IMP919917,0,3
12318,IMP209580,0,0
12319,IMP859373,0,0
12320,IMP529199,0,0
12321,IMPO18258,0,3
12322,IMPO12336,0,3
12323,IMPO16024,0,0
12324,IMPO14061,0,3
12325,IMPO12932,1,3
12326,IMPO11502,0,3
12327,IMPO15791,0,0
12328,IMPO19183,0,3
12329,IMPO12941,0,0
12330,IMP688186,0,0
12331,IMP770118,0,0
12332,IMP817341,0,0
12333,IMP123575,0,0
12334,IMP231320,0,3
12335,IMP186280,0,0
12336,IMP128011,0,0
12337,IMPO13646,0,0
12338,IMPO15317,0,3
12339,IMPO18429,0,0
12340,IMPO18118,0,0
12341,IMPO15860,0,0
12342,IMPO18578,0,0
12343,IMP660271,1,3
12344,IMP553524,0,0
12345,IMP933833,0,0
12346,IMP809402,0,0
12347,IMP390464,0,0
12348,IMP344341,0,0
12349,IMP293694,0,0
12350,IMP651867,0,0
12351,IMP445535,0,3
12352,IMP392450,0,0
12353,IMP696563,0,3
12354,IMP765217,0,0
12355,IMP618709,0,3
12356,IMP735769,0,0
12357,IMP257512,0,0
12358,IMP338830,0,0
12359,IMP409017,0,3
12360,IMP265127,0,0
12361,IMP596984,0,3
12362,IMPO19180,1,3
12363,IMPO16481,0,0
12364,IMPO16986,1,3
12365,IMPO19131,0,3
12366,IMPO12893,0,3
12367,IMPO19079,0,3
12368,IMPO15759,0,3
12369,IMP144125,0,0
12370,IMP233330,0,0
12371,IMP683403,0,0
12372,IMP646390,0,0
12373,IMP988908,0,0
12374,IMP179364,0,0
12375,IMP580509,0,0
12376,IMP191420,0,0
12377,IMP474779,0,0
12378,IMPO11363,0,3
12379,IMPO10357,0,3
12380,IMPO14422,0,0
12381,IMPO13310,0,0
12382,IMPO15145,0,3
12383,IMPO13514,0,0
12384,IMP327090,0,0
12385,IMP904074,0,0
12386,IMP376326,0,0
12387,IMP566235,0,0
12388,IMP769432,0,0
12389,IMP659903,0,3
12390,IMP445221,0,0
12391,IMP760930,0,0
12392,IMPO18491,0,0
12393,IMPO15228,0,3
12394,IMPO19938,0,0
12395,IMPO15357,0,0
12396,IMPO10232,0,0
12397,IMPO18376,0,0
12398,IMPO13582,0,0
12399,IMPO16957,0,0
12400,IMPO10997,0,0
12401,IMPO15881,0,0
12402,IMPO17609,0,3
12403,IMP553527,0,0
12404,IMP503063,0,0
12405,IMP281996,0,3
12406,IMP385215,0,0
12407,IMP239969,0,0
12408,IMP539877,0,0
12409,IMP215275,0,0
12410,IMP975938,0,3
12411,IMP914257,0,3
12412,IMP401533,0,0
12413,IMP332333,0,0
12414,IMPO18709,0,3
12415,IMPO19823,0,0
12416,IMPO18080,0,3
12417,IMP127172,0,0
12418,IMP674117,0,0
12419,IMP900659,0,3
12420,IMP975437,0,0
12421,IMP368948,0,0
12422,IMP204127,0,0
12423,IMP655725,0,0
12424,IMP968868,0,3
12425,IMPO15327,0,0
12426,IMPO19012,0,3
12427,IMPO12266,0,3
12428,IMPO10035,0,3
12429,IMPO16016,0,0
12430,IMP527903,0,0
12431,IMP179977,0,0
12432,IMP578525,0,0
12433,IMP131629,0,3
12434,IMP213330,0,3
12435,IMP162979,0,3
12436,IMP736979,0,0
12437,IMPO10613,0,0
12438,IMP363617,0,3
12439,IMP589904,0,3
12440,IMP993899,0,0
12441,IMP429966,0,0
12442,IMP947910,0,0
12443,IMP394660,0,0
12444,IMP663099,0,0
12445,IMPO14746,0,3
12446,IMPO15970,0,3
12447,IMP577157,0,3
12448,IMP464123,0,0
12449,IMP908075,0,0
12450,IMP898152,0,3
12451,IMP506451,0,0
12452,IMPO15900,0,0
12453,IMPO18954,0,0
12454,IMPO13504,0,0
12455,IMPO15237,0,0
12456,IMPO10907,0,0
12457,IMPO16062,0,0
12458,IMPO13178,0,0
12459,IMPO16358,0,3
12460,IMPO17251,0,0
12461,IMP975860,1,3
12462,IMP436086,0,0
12463,IMP850849,0,0
12464,IMP428677,0,0
12465,IMP935002,1,3
12466,IMP578418,0,0
12467,IMP170610,0,0
12468,IMP569407,0,0
12469,IMP997368,0,3
12470,IMPO15074,0,3
12471,IMPO13928,0,0
12472,IMPO17711,0,3
12473,IMPO12152,0,3
12474,IMPO16158,0,0
12475,IMPO15298,1,3
12476,IMPO18639,0,3
12477,IMPO16350,0,3
12478,IMP621672,0,0
12479,IMP544848,0,3
12480,IMP270034,0,3
12481,IMP476087,0,3
12482,IMP714228,0,0
12483,IMP204751,0,0
12484,IMP961472,0,0
12485,IMP342523,0,0
12486,IMP401727,0,0
12487,IMP559322,0,0
12488,IMP550430,0,3
12489,IMP749299,0,0
12490,IMP770542,0,3
12491,IMPO19704,0,0
12492,IMPO17674,0,3
12493,IMPO14099,0,3
12494,IMPO18399,0,0
12495,IMPO15915,0,0
12496,IMP638871,0,0
12497,IMP973419,0,0
12498,IMP629717,0,0
12499,IMP542504,0,0
12500,IMP231487,0,0
12501,IMP531654,1,3
12502,IMPO14026,0,0
12503,IMPO14573,0,0
12504,IMPO13923,0,0
12505,IMPO15938,0,0
12506,IMPO13660,0,0
12507,IMPO14007,0,3
12508,IMP407046,0,3
12509,IMP282251,0,0
12510,IMP694861,0,3
12511,IMP139496,0,0
12512,IMP826247,0,0
12513,IMP746278,0,0
12514,IMP415501,0,0
12515,IMP971075,0,3
12516,IMP538498,0,3
12517,IMP577747,0,0
12518,IMP819234,0,0
12519,IMP927698,0,3
12520,IMP123227,0,3
12521,IMPO11665,0,0
12522,IMPO15305,0,3
12523,IMPO10961,0,0
12524,IMPO17148,0,0
12525,IMPO14490,0,3
12526,IMPO15959,0,0
12527,IMPO14803,0,3
12528,IMPO19740,0,0
12529,IMP820721,0,0
12530,IMP925035,0,0
12531,IMP258590,0,0
12532,IMP540288,0,3
12533,IMP202182,0,0
12534,IMP544959,0,0
12535,IMP130322,0,3
12536,IMP524296,0,3
12537,IMP360559,0,0
12538,IMPO17907,0,0
12539,IMPO15818,0,3
12540,IMPO12786,0,0
12541,IMPO12178,0,0
12542,IMPO17760,0,3
12543,IMPO13365,0,0
12544,IMPO11838,0,0
12545,IMP590013,0,0
12546,IMP943998,0,0
12547,IMP140397,0,0
12548,IMP523988,0,0
12549,IMP661867,0,0
12550,IMP349039,0,0
12551,IMP446333,0,3
12552,IMP464005,0,0
12553,IMP875851,0,3
12554,IMP168479,0,0
12555,IMPO18109,0,3
12556,IMPO19124,0,3
12557,IMPO10008,0,0
12558,IMP724000,0,0
12559,IMP222150,0,0
12560,IMP351051,0,3
12561,IMP882085,0,3
12562,IMP358087,0,0
12563,IMP471526,0,0
12564,IMPO17928,0,3
12565,IMPO17137,0,0
12566,IMPO15392,0,0
12567,IMPO14694,0,3
12568,IMPO10800,0,3
12569,IMPO11525,0,0
12570,IMP368706,0,0
12571,IMP218256,0,3
12572,IMP804356,0,0
12573,IMP281869,0,3
12574,IMP827803,0,0
12575,IMP185808,0,0
12576,IMP676925,0,0
12577,IMP780953,0,3
12578,IMPO12736,0,3
12579,IMPO12068,0,0
12580,IMP128576,1,3
12581,IMP370080,0,0
12582,IMP791047,1,3
12583,IMP178739,0,3
12584,IMP883110,0,0
12585,IMP777473,0,3
12586,IMP133520,0,0
12587,IMP586205,0,3
12588,IMP532834,0,3
12589,IMP578283,0,3
12590,IMP152817,0,0
12591,IMP952438,0,3
12592,IMPO17008,0,0
12593,IMPO10105,1,3
12594,IMPO15260,0,3
12595,IMPO15148,0,0
12596,IMPO14097,0,0
12597,IMPO12286,0,0
12598,IMP878191,0,0
12599,IMP637169,0,0
12600,IMP309401,0,0
12601,IMP300347,0,0
12602,IMP804931,0,3
12603,IMP924253,0,0
12604,IMP402317,0,0
12605,IMP487890,0,0
12606,IMP890346,0,0
12607,IMP747203,0,0
12608,IMP710280,0,0
12609,IMP220348,0,0
12610,IMP891635,0,0
12611,IMP657663,0,0
12612,IMP506617,0,0
12613,IMPO18155,0,0
12614,IMPO10289,0,3
12615,IMPO10476,0,3
12616,IMPO17591,0,3
12617,IMPO18768,0,0
12618,IMPO19911,0,0
12619,IMP232991,0,0
12620,IMP665857,0,3
12621,IMP168302,0,0
12622,IMP815645,0,3
12623,IMP258354,0,0
12624,IMP241690,0,3
12625,IMP761008,0,3
12626,IMP715189,0,0
12627,IMP273541,0,0
12628,IMPO12345,0,0
12629,IMPO12924,0,0
12630,IMPO16716,0,0
12631,IMPO10671,0,0
12632,IMPO16182,0,0
12633,IMPO17747,0,0
12634,IMPO19800,0,0
12635,IMP871009,0,3
12636,IMP160971,0,3
12637,IMP368068,0,0
12638,IMP552735,0,0
12639,IMP306492,1,3
12640,IMP678741,0,0
12641,IMP691069,0,0
12642,IMP883061,0,0
12643,IMP177205,0,0
12644,IMP148120,0,0
12645,IMP625862,0,0
12646,IMP224681,0,0
12647,IMP296040,0,3
12648,IMP667000,0,0
12649,IMP630628,0,0
12650,IMP271176,0,0
12651,IMPO18085,0,3
12652,IMPO14536,0,0
12653,IMPO13397,0,0
12654,IMPO13729,0,0
12655,IMP967295,0,0
12656,IMP646441,0,3
12657,IMP281576,0,0
12658,IMP217845,0,0
12659,IMP949835,1,3
12660,IMP247034,0,0
12661,IMP553674,0,0
12662,IMP278410,0,0
12663,IMP335855,0,0
12664,IMP415873,0,0
12665,IMP307066,0,0
12666,IMPO12040,0,3
12667,IMPO11928,0,0
12668,IMPO19058,0,3
12669,IMPO16791,0,3
12670,IMPO16263,0,0
12671,IMPO15475,0,0
12672,IMPO10307,0,3
12673,IMP473925,0,3
12674,IMP424049,0,3
12675,IMP702099,0,0
12676,IMPO17689,0,0
12677,IMPO13354,1,3
12678,IMPO10946,0,0
12679,IMPO18614,0,0
12680,IMPO17353,0,3
12681,IMPO13345,1,3
12682,IMPO17471,0,0
12683,IMPO14955,0,0
12684,IMPO18892,0,0
12685,IMP313332,0,3
12686,IMP103712,0,3
12687,IMP318605,0,0
12688,IMP159579,0,0
12689,IMP679708,0,3
12690,IMPO14150,0,0
12691,IMPO16831,0,0
12692,IMPO19045,0,0
12693,IMPO11286,0,0
12694,IMPO11313,0,0
12695,IMPO13831,0,0
12696,IMP676152,0,0
12697,IMP748385,1,3
12698,IMP112738,0,3
12699,IMP823974,0,3
12700,IMP498005,0,0
12701,IMP537549,0,0
12702,IMP641886,0,0
12703,IMP982259,0,3
12704,IMPO16544,0,0
12705,IMPO16882,0,3
12706,IMPO19072,0,3
12707,IMPO19227,0,0
12708,IMP403400,0,3
12709,IMP815324,0,3
12710,IMP521905,0,0
12711,IMP599305,0,3
12712,IMP635384,0,0
12713,IMP493274,0,3
12714,IMP406775,0,3
12715,IMP440616,0,3
12716,IMP946388,0,0
12717,IMP420512,0,0
12718,IMPO12425,0,3
12719,IMPO13666,0,3
12720,IMPO10732,0,0
12721,IMPO16964,0,3
12722,IMPO14689,0,3
12723,IMPO14293,0,0
12724,IMPO11931,0,0
12725,IMP414870,0,0
12726,IMP312912,0,0
12727,IMP906231,0,3
12728,IMP555007,0,0
12729,IMP556148,0,0
12730,IMP998192,0,0
12731,IMP834460,0,0
12732,IMPO10721,0,0
12733,IMPO10668,0,0
12734,IMPO19221,0,3
12735,IMPO11489,0,0
12736,IMPO15226,0,0
12737,IMPO13105,0,3
12738,IMP632026,0,0
12739,IMP140548,0,0
12740,IMP982144,0,0
12741,IMP654246,0,0
12742,IMP898299,0,0
12743,IMP636138,0,0
12744,IMP476272,0,0
12745,IMPO11805,0,0
12746,IMPO13154,0,0
12747,IMPO15775,1,3
12748,IMPO15373,0,3
12749,IMP415673,0,0
12750,IMP696523,0,0
12751,IMP243731,0,0
12752,IMP192996,0,0
12753,IMP875910,0,0
12754,IMP262314,0,0
12755,IMP101413,0,0
12756,IMP607404,0,3
12757,IMP346356,0,3
12758,IMP347108,0,0
12759,IMP526597,0,0
12760,IMP768966,0,0
12761,IMP609282,0,0
12762,IMPO17069,0,3
12763,IMPO19270,0,0
12764,IMPO17790,0,0
12765,IMPO16570,0,0
12766,IMPO18879,0,0
12767,IMPO13107,0,0
12768,IMPO11583,0,0
12769,IMPO13810,1,3
12770,IMPO11399,0,0
12771,IMP589778,0,0
12772,IMP385134,0,0
12773,IMP667645,0,3
12774,IMP789637,0,3
12775,IMP429321,0,3
12776,IMP601985,0,0
12777,IMP485003,0,3
12778,IMP479525,0,0
12779,IMPO14001,0,0
12780,IMPO16961,0,0
12781,IMPO14173,0,3
12782,IMPO14740,0,0
12783,IMP813219,0,3
12784,IMP329283,0,3
12785,IMP598316,0,3
12786,IMP411868,0,0
12787,IMPO17974,0,3
12788,IMPO18818,0,3
12789,IMPO13732,0,3
12790,IMP159633,0,0
12791,IMP910986,0,3
12792,IMP787482,0,0
12793,IMP589826,0,0
12794,IMP749280,0,0
12795,IMPO14355,0,0
12796,IMPO11427,0,0
12797,IMPO12930,0,0
12798,IMPO19188,0,0
12799,IMPO16168,0,3
12800,IMPO15480,0,3
12801,IMPO13193,0,0
12802,IMPO12208,0,0
12803,IMP393912,0,3
12804,IMP540124,0,3
12805,IMP998421,0,0
12806,IMP166339,0,3
12807,IMP197760,0,0
12808,IMP765787,0,0
12809,IMPO17338,0,0
12810,IMPO14850,0,0
12811,IMPO15466,0,0
12812,IMP588165,0,3
12813,IMP868325,0,0
12814,IMP207194,0,0
12815,IMP829369,0,0
12816,IMPO16601,0,0
12817,IMPO14363,0,0
12818,IMPO16312,0,0
12819,IMPO12469,0,0
12820,IMP672792,0,3
12821,IMPO16672,0,0
12822,IMPO10639,0,0
12823,IMPO11150,0,3
12824,IMPO13145,0,0
12825,IMP816813,0,3
12826,IMP699444,0,0
12827,IMP679326,0,3
12828,IMP408287,0,3
12829,IMP411963,0,3
12830,IMP698874,0,0
12831,IMP534560,0,0
12832,IMPO19697,0,3
12833,IMPO11764,0,0
12834,IMPO17394,0,3
12835,IMPO13933,0,0
12836,IMPO13547,0,3
12837,IMPO19306,1,3
12838,IMP895878,0,3
12839,IMP725570,0,0
12840,IMP289420,0,3
12841,IMPO17235,0,0
12842,IMPO14938,0,0
12843,IMPO16330,0,0
12844,IMPO15478,0,0
12845,IMP311872,0,0
12846,IMP702979,0,3
12847,IMP745634,0,0
12848,IMP537622,0,3
12849,IMP882541,0,0
12850,IMP582922,0,3
12851,IMPO17755,0,0
12852,IMPO10651,0,0
12853,IMP444074,0,3
12854,IMP224493,1,3
12855,IMP963267,0,0
12856,IMP959047,0,0
12857,IMPO19348,0,0
12858,IMPO10065,1,3
12859,IMPO15362,0,3
12860,IMPO14465,0,0
12861,IMP209462,0,0
12862,IMP256915,0,3
12863,IMP851439,0,3
12864,IMP322834,0,0
12865,IMP340317,0,3
12866,IMP433546,0,0
12867,IMP959332,0,3
12868,IMPO14264,0,0
12869,IMPO13688,0,3
12870,IMPO17481,0,3
12871,IMPO10132,0,3
12872,IMP646200,0,3
12873,IMP158974,0,0
12874,IMP509909,0,0
12875,IMP656062,0,0
12876,IMP278369,0,0
12877,IMP399709,0,0
12878,IMP610972,0,0
12879,IMPO13275,0,0
12880,IMPO10679,0,0
12881,IMPO15343,0,0
12882,IMPO14905,1,3
12883,IMPO15455,0,3
12884,IMP838309,0,0
12885,IMP550526,0,0
12886,IMP193698,0,3
12887,IMP689228,0,0
12888,IMP465391,0,3
12889,IMP119299,0,0
12890,IMP397339,0,0
12891,IMP954168,0,3
12892,IMPO11271,0,0
12893,IMPO10120,0,3
12894,IMPO18799,0,0
12895,IMP145704,0,0
12896,IMP431003,0,3
12897,IMPO19545,0,0
12898,IMPO14866,0,3
12899,IMPO14600,0,0
12900,IMPO10454,0,0
12901,IMP680773,0,3
12902,IMP406035,0,0
12903,IMP840797,0,3
12904,IMP486075,0,3
12905,IMP246723,0,3
12906,IMP702300,0,3
12907,IMP509933,0,0
12908,IMP137914,0,3
12909,IMP414348,0,0
12910,IMPO12358,0,0
12911,IMPO19729,0,3
12912,IMPO18301,0,0
12913,IMPO17181,0,0
12914,IMPO16494,0,3
12915,IMPO19190,0,3
12916,IMP663804,0,0
12917,IMP208983,0,0
12918,IMP712921,0,3
12919,IMP179488,0,0
12920,IMPO15890,0,3
12921,IMPO18754,0,0
12922,IMP418990,0,0
12923,IMP508741,0,3
12924,IMP139746,0,3
12925,IMP942083,0,0
12926,IMP183712,0,0
12927,IMP348500,0,0
12928,IMP950264,0,0
12929,IMP992281,0,3
12930,IMPO10918,0,0
12931,IMPO13120,0,0
12932,IMPO13827,0,3
12933,IMPO19602,0,0
12934,IMPO12426,0,0
12935,IMPO19334,0,0
12936,IMPO14676,0,0
12937,IMPO18940,0,0
12938,IMP673207,0,0
12939,IMP742751,0,0
12940,IMP124151,0,3
12941,IMP406906,0,0
12942,IMP682956,0,0
12943,IMPO16849,0,0
12944,IMPO15772,0,0
12945,IMPO18174,0,0
12946,IMPO14499,0,0
12947,IMPO16519,0,0
12948,IMP995012,0,0
12949,IMP970616,0,0
12950,IMP796696,0,3
12951,IMPO11281,0,3
12952,IMPO10277,0,0
12953,IMPO10383,0,0
12954,IMPO13136,0,0
12955,IMPO10655,0,3
12956,IMP679198,0,0
12957,IMP770442,0,0
12958,IMP227271,0,0
12959,IMP745192,0,0
12960,IMP449882,0,0
12961,IMP588335,0,0
12962,IMP904627,0,0
12963,IMP711095,0,0
12964,IMP250752,0,0
12965,IMPO14336,0,3
12966,IMPO12078,0,3
12967,IMPO10197,0,0
12968,IMPO17209,0,0
12969,IMPO19749,0,0
12970,IMPO13803,0,0
12971,IMP760581,0,0
12972,IMP998720,0,0
12973,IMP748783,0,0
12974,IMP904239,0,0
12975,IMP472512,0,0
12976,IMP321883,0,0
12977,IMPO13990,0,0
12978,IMPO10823,0,0
12979,IMPO16307,0,3
12980,IMP428724,0,3
12981,IMP765776,0,0
12982,IMP417759,0,0
12983,IMP455704,0,0
12984,IMP237162,0,0
12985,IMP472493,0,0
12986,IMP717938,0,0
12987,IMP982271,0,3
12988,IMP369059,0,0
12989,IMP190332,0,0
12990,IMPO16897,0,0
12991,IMPO19237,0,3
12992,IMPO11895,0,0
12993,IMP615709,0,0
12994,IMP526212,0,0
12995,IMP657291,0,3
12996,IMP813732,0,0
12997,IMP504954,0,0
12998,IMP176390,0,0
12999,IMP962605,0,0
13000,IMPO18577,0,3
13001,IMPO16131,0,0
13002,IMPO12012,0,0
13003,IMPO14504,0,0
13004,IMPO19555,0,0
13005,IMPO11933,0,0
13006,IMP460457,0,0
13007,IMP197657,0,0
13008,IMP143240,0,3
13009,IMP945232,0,0
13010,IMP521211,0,0
13011,IMP220413,0,3
13012,IMP192741,0,0
13013,IMP709711,0,0
13014,IMPO17374,0,3
13015,IMPO13287,0,3
13016,IMPO19915,0,0
13017,IMPO15559,0,3
13018,IMPO14769,0,0
13019,IMP351078,0,0
13020,IMP683062,0,0
13021,IMP596854,0,3
13022,IMP805149,0,3
13023,IMP865669,0,3
13024,IMPO14210,0,3
13025,IMPO19631,0,0
13026,IMPO11151,0,0
13027,IMPO10718,0,3
13028,IMPO10295,0,0
13029,IMPO11898,0,3
13030,IMP966498,0,3
13031,IMP255568,0,0
13032,IMPO11463,0,0
13033,IMPO13131,0,3
13034,IMPO10038,0,3
13035,IMPO15879,0,3
13036,IMP446887,0,0
13037,IMP717627,0,0
13038,IMP167154,0,3
13039,IMP645598,0,0
13040,IMP594328,0,0
13041,IMPO13695,0,3
13042,IMPO18346,0,0
13043,IMPO16313,0,0
13044,IMP201201,0,3
13045,IMP169137,0,0
13046,IMP987220,0,3
13047,IMP341105,0,3
13048,IMP622566,0,0
13049,IMPO18862,0,0
13050,IMPO13566,0,3
13051,IMPO18129,0,3
13052,IMPO11149,0,0
13053,IMPO15715,0,0
13054,IMPO17600,0,0
13055,IMPO19388,0,3
13056,IMPO13417,0,3
13057,IMP481118,0,0
13058,IMP671177,0,0
13059,IMP761448,0,3
13060,IMP402061,0,0
13061,IMP496304,0,0
13062,IMPO19971,0,0
13063,IMPO17103,0,3
13064,IMPO16684,0,0
13065,IMPO17108,0,3
13066,IMPO16935,0,0
13067,IMP889710,0,0
13068,IMP109890,0,3
13069,IMP797920,0,0
13070,IMP738295,0,0
13071,IMP109473,0,0
13072,IMP381559,0,3
13073,IMP687980,1,3
13074,IMP786887,0,0
13075,IMP770911,0,0
13076,IMP326161,0,0
13077,IMP944844,0,0
13078,IMPO11939,0,0
13079,IMPO10317,0,0
13080,IMPO16967,0,0
13081,IMPO17013,0,3
13082,IMPO19050,0,3
13083,IMP904001,0,0
13084,IMP876973,0,3
13085,IMP586393,0,0
13086,IMP226659,0,0
13087,IMP565193,0,3
13088,IMP368813,0,0
13089,IMP996082,0,0
13090,IMP161945,0,0
13091,IMPO13155,0,3
13092,IMPO17596,0,0
13093,IMPO17924,0,0
13094,IMPO17953,0,3
13095,IMPO17831,0,0
13096,IMP332718,0,3
13097,IMP116640,0,0
13098,IMP597313,0,0
13099,IMP144343,0,3
13100,IMP134738,0,0
13101,IMP710454,0,0
13102,IMP993888,1,3
13103,IMP422715,0,0
13104,IMPO14063,0,0
13105,IMPO11426,0,0
13106,IMPO14058,0,3
13107,IMPO13034,0,0
13108,IMPO17317,0,3
13109,IMPO19215,0,3
13110,IMPO17213,0,0
13111,IMPO16177,0,0
13112,IMPO19517,0,0
13113,IMPO16259,0,3
13114,IMP211587,0,3
13115,IMP912478,0,3
13116,IMP146137,0,3
13117,IMP124726,0,0
13118,IMP319417,0,0
13119,IMP392975,0,3
13120,IMPO15953,0,3
13121,IMPO12447,0,0
13122,IMPO13779,0,3
13123,IMP444508,0,0
13124,IMP978670,0,0
13125,IMP867863,0,0
13126,IMP360787,0,3
13127,IMPO18294,0,3
13128,IMPO13311,0,0
13129,IMPO19405,0,0
13130,IMP915903,0,0
13131,IMP370472,0,0
13132,IMP793761,0,3
13133,IMP586325,0,0
13134,IMP174832,0,0
13135,IMPO14204,0,3
13136,IMPO19620,0,0
13137,IMPO11355,0,0
13138,IMP201553,0,3
13139,IMP688619,0,3
13140,IMP239816,0,0
13141,IMP313723,0,3
13142,IMP928655,0,0
13143,IMP472749,0,0
13144,IMP803760,0,3
13145,IMPO14680,0,0
13146,IMPO19632,0,3
13147,IMPO11378,0,0
13148,IMPO13896,0,0
13149,IMPO18387,1,3
13150,IMPO19317,0,0
13151,IMPO16660,0,0
13152,IMPO18436,0,3
13153,IMP668139,0,0
13154,IMP591683,0,0
13155,IMP791518,0,3
13156,IMP901991,0,0
13157,IMP653607,0,0
13158,IMP174142,0,3
13159,IMP992436,0,0
13160,IMPO12222,0,0
13161,IMPO11280,0,0
13162,IMPO10938,0,0
13163,IMPO18553,0,0
13164,IMPO19817,0,0
13165,IMPO15156,0,0
13166,IMP881104,0,3
13167,IMP882659,0,0
13168,IMP740418,0,0
13169,IMP616696,0,0
13170,IMP926040,0,0
13171,IMP361199,0,0
13172,IMPO14034,0,0
13173,IMPO16477,0,0
13174,IMPO12415,0,0
13175,IMPO19164,0,3
13176,IMPO12046,0,0
13177,IMPO19737,0,0
13178,IMPO17304,0,3
13179,IMP897386,0,0
13180,IMP409416,0,0
13181,IMP867641,0,0
13182,IMP998953,0,3
13183,IMP186460,0,0
13184,IMP825703,0,3
13185,IMPO13172,0,0
13186,IMPO10011,0,3
13187,IMPO17082,0,3
13188,IMPO15252,0,0
13189,IMPO13806,0,3
13190,IMP346248,0,0
13191,IMP447607,0,0
13192,IMP842768,0,0
