,IMPORTER.TIN&&ORIGIN.CODE,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qsum,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qrate
52875,IMPO10882&&CNTRY652,0,1
52876,IMPO12386&&CNTRY962,0,0
52877,IMPO18635&&CNTRY652,0,0
52878,IMPO12525&&CNTRY846,0,0
52879,IMPO15165&&CNTRY759,0,0
52880,IMPO11588&&CNTRY123,0,1
52881,IMPO13321&&CNTRY785,0,1
52882,IMPO14334&&CNTRY915,0,0
52883,IMP593288&&CNTRY654,0,0
52884,IMP152235&&CNTRY859,0,0
52885,IMP412168&&CNTRY263,0,1
52886,IMP674511&&CNTRY389,0,0
52887,IMP372694&&CNTRY378,0,1
52888,IMP537385&&CNTRY881,0,1
52889,IMP872620&&CNTRY407,0,0
52890,IMP434443&&CNTRY770,0,0
52891,IMP709711&&CNTRY680,0,0
52892,IMP488219&&CNTRY415,0,1
52893,IMP555007&&CNTRY436,0,0
52894,IMP192586&&CNTRY576,0,1
52895,IMP704803&&CNTRY644,0,0
52896,IMP948957&&CNTRY680,0,1
52897,IMP136716&&CNTRY680,0,0
52898,IMP675074&&CNTRY846,0,1
52899,IMP412417&&CNTRY701,0,0
52900,IMP489355&&CNTRY140,0,0
52901,IMP235251&&CNTRY284,0,0
52902,IMP581647&&CNTRY454,0,0
52903,IMP387073&&CNTRY994,0,0
52904,IMP204089&&CNTRY680,0,0
52905,IMP583452&&CNTRY759,0,0
52906,IMP812435&&CNTRY138,0,1
52907,IMP995753&&CNTRY125,0,1
52908,IMP223095&&CNTRY771,0,0
52909,IMP359328&&CNTRY771,0,1
52910,IMP778456&&CNTRY759,0,0
52911,IMP579545&&CNTRY874,0,1
52912,IMP253740&&CNTRY765,0,0
52913,IMP723934&&CNTRY277,0,0
52914,IMP320781&&CNTRY984,0,1
52915,IMP966217&&CNTRY884,0,0
52916,IMP322829&&CNTRY277,0,1
52917,IMPO13509&&CNTRY528,0,0
52918,IMPO18101&&CNTRY976,0,0
52919,IMPO17975&&CNTRY825,0,0
52920,IMPO12380&&CNTRY263,0,1
52921,IMPO16032&&CNTRY485,0,0
52922,IMPO19757&&CNTRY716,0,1
52923,IMPO17321&&CNTRY454,0,0
52924,IMPO14163&&CNTRY652,0,0
52925,IMPO15247&&CNTRY962,0,0
52926,IMPO19152&&CNTRY846,0,1
52927,IMPO18798&&CNTRY576,0,1
52928,IMPO11533&&CNTRY390,0,1
52929,IMPO13754&&CNTRY644,0,0
52930,IMPO14224&&CNTRY994,0,0
52931,IMPO12739&&CNTRY379,0,1
52932,IMPO10955&&CNTRY615,0,0
52933,IMPO11659&&CNTRY409,0,1
52934,IMPO18417&&CNTRY454,0,0
52935,IMPO14146&&CNTRY881,0,0
52936,IMPO14888&&CNTRY866,0,0
52937,IMPO19085&&CNTRY859,0,0
52938,IMPO13722&&CNTRY166,0,1
52939,IMPO11008&&CNTRY846,0,0
52940,IMPO12683&&CNTRY376,0,0
52941,IMPO14029&&CNTRY644,0,0
52942,IMPO15391&&CNTRY680,0,0
52943,IMPO11350&&CNTRY859,0,0
52944,IMPO17321&&CNTRY316,0,0
52945,IMPO14630&&CNTRY843,0,1
52946,IMPO14743&&CNTRY930,0,0
52947,IMPO10112&&CNTRY113,0,0
52948,IMPO18287&&CNTRY713,0,1
52949,IMPO10680&&CNTRY276,0,0
52950,IMPO17044&&CNTRY680,0,0
52951,IMPO19159&&CNTRY863,0,0
52952,IMPO10371&&CNTRY456,0,0
52953,IMPO19804&&CNTRY709,0,0
52954,IMPO15621&&CNTRY376,0,1
52955,IMPO14805&&CNTRY123,0,0
52956,IMPO13689&&CNTRY917,0,0
52957,IMPO13964&&CNTRY680,0,0
52958,IMPO19413&&CNTRY316,0,0
52959,IMPO13045&&CNTRY527,0,0
52960,IMPO12176&&CNTRY615,0,0
52961,IMPO15928&&CNTRY276,0,0
52962,IMPO17860&&CNTRY528,0,0
52963,IMPO17091&&CNTRY748,0,0
52964,IMPO19310&&CNTRY123,0,0
52965,IMP542161&&CNTRY975,0,0
52966,IMP162884&&CNTRY615,0,0
52967,IMP941014&&CNTRY764,0,0
52968,IMP311740&&CNTRY917,0,0
52969,IMP142744&&CNTRY171,0,0
52970,IMP166756&&CNTRY448,0,0
52971,IMP206242&&CNTRY576,0,0
52972,IMP842097&&CNTRY438,0,0
52973,IMP240389&&CNTRY376,0,0
52974,IMP428702&&CNTRY343,0,0
52975,IMP825175&&CNTRY785,0,0
52976,IMP704986&&CNTRY759,0,0
52977,IMP738364&&CNTRY546,0,0
52978,IMP245160&&CNTRY379,0,0
52979,IMP566391&&CNTRY975,0,1
52980,IMP789793&&CNTRY491,0,0
52981,IMP277401&&CNTRY759,0,0
52982,IMP480452&&CNTRY527,0,0
52983,IMP258506&&CNTRY884,0,0
52984,IMP601292&&CNTRY376,0,0
52985,IMP101870&&CNTRY759,0,0
52986,IMP214223&&CNTRY376,0,0
52987,IMP517094&&CNTRY680,0,0
52988,IMP482566&&CNTRY930,0,1
52989,IMP596871&&CNTRY576,0,0
52990,IMP667555&&CNTRY995,0,0
52991,IMP286665&&CNTRY644,0,0
52992,IMP567295&&CNTRY113,0,0
52993,IMP904001&&CNTRY939,0,0
52994,IMP194834&&CNTRY264,0,0
52995,IMP986435&&CNTRY759,0,0
52996,IMP741418&&CNTRY316,0,0
52997,IMP755932&&CNTRY454,0,0
52998,IMP630424&&CNTRY994,0,0
52999,IMP286956&&CNTRY846,0,0
53000,IMP671464&&CNTRY328,0,1
53001,IMP541713&&CNTRY113,0,0
53002,IMP763156&&CNTRY454,0,0
53003,IMPO12232&&CNTRY843,0,0
53004,IMPO13831&&CNTRY680,0,0
53005,IMPO19692&&CNTRY770,0,0
53006,IMPO14673&&CNTRY389,0,0
53007,IMPO17277&&CNTRY863,0,1
53008,IMPO16428&&CNTRY884,0,0
53009,IMPO16895&&CNTRY555,0,0
53010,IMPO12457&&CNTRY994,0,0
53011,IMPO18681&&CNTRY709,0,0
53012,IMPO15794&&CNTRY376,0,0
53013,IMPO18479&&CNTRY976,0,0
53014,IMPO18179&&CNTRY485,0,0
53015,IMPO15943&&CNTRY216,0,1
53016,IMPO10595&&CNTRY376,0,0
53017,IMPO14989&&CNTRY994,0,0
53018,IMPO11325&&CNTRY234,0,0
53019,IMPO17720&&CNTRY976,0,1
53020,IMPO16888&&CNTRY716,0,0
53021,IMPO15767&&CNTRY713,0,0
53022,IMPO17087&&CNTRY748,0,0
53023,IMPO16806&&CNTRY209,0,1
53024,IMPO16077&&CNTRY429,0,0
53025,IMPO17546&&CNTRY980,0,1
53026,IMPO10537&&CNTRY680,0,1
53027,IMPO13904&&CNTRY456,0,1
53028,IMPO15553&&CNTRY618,0,1
53029,IMPO17254&&CNTRY846,0,0
53030,IMPO12144&&CNTRY323,0,0
53031,IMPO19443&&CNTRY819,0,0
53032,IMPO11614&&CNTRY390,0,0
53033,IMPO13790&&CNTRY680,0,0
53034,IMPO19201&&CNTRY558,0,1
53035,IMPO13402&&CNTRY321,0,0
53036,IMPO16855&&CNTRY701,0,1
53037,IMPO10661&&CNTRY915,0,1
53038,IMPO19161&&CNTRY576,0,0
53039,IMPO13774&&CNTRY618,0,0
53040,IMPO11615&&CNTRY884,0,0
53041,IMP959224&&CNTRY652,0,0
53042,IMP336959&&CNTRY891,0,1
53043,IMP723706&&CNTRY133,0,0
53044,IMP996140&&CNTRY562,0,1
53045,IMP721342&&CNTRY859,0,1
53046,IMP854127&&CNTRY884,0,0
53047,IMP783930&&CNTRY576,0,0
53048,IMP977608&&CNTRY385,0,0
53049,IMP388559&&CNTRY759,0,0
53050,IMP466081&&CNTRY654,0,1
53051,IMP934897&&CNTRY825,0,1
53052,IMP747498&&CNTRY995,0,1
53053,IMP951496&&CNTRY562,0,0
53054,IMP833078&&CNTRY881,0,0
53055,IMP163531&&CNTRY376,0,0
53056,IMP570147&&CNTRY480,0,1
53057,IMP424152&&CNTRY393,0,0
53058,IMP837219&&CNTRY438,0,1
53059,IMP111521&&CNTRY680,0,0
53060,IMP921304&&CNTRY615,0,0
53061,IMP873693&&CNTRY407,0,0
53062,IMP376153&&CNTRY653,0,0
53063,IMP882078&&CNTRY680,0,0
53064,IMP207821&&CNTRY874,0,0
53065,IMP216660&&CNTRY311,0,1
53066,IMP590971&&CNTRY376,0,0
53067,IMP372694&&CNTRY680,0,0
53068,IMP593803&&CNTRY311,0,1
53069,IMP252255&&CNTRY747,0,1
53070,IMP428055&&CNTRY576,0,0
53071,IMP620314&&CNTRY680,0,0
53072,IMP839926&&CNTRY881,0,0
53073,IMP243951&&CNTRY874,0,0
53074,IMP248300&&CNTRY317,0,0
53075,IMP709712&&CNTRY701,0,0
53076,IMP158220&&CNTRY321,0,0
53077,IMPO19005&&CNTRY881,0,0
53078,IMPO10983&&CNTRY716,0,0
53079,IMPO17287&&CNTRY881,0,0
53080,IMPO13247&&CNTRY881,0,0
53081,IMPO15883&&CNTRY994,0,0
53082,IMPO11455&&CNTRY920,0,0
53083,IMPO12844&&CNTRY863,0,0
53084,IMPO14101&&CNTRY881,0,0
53085,IMPO19469&&CNTRY485,0,0
53086,IMPO10205&&CNTRY485,0,0
53087,IMPO16622&&CNTRY138,0,0
53088,IMPO15932&&CNTRY843,0,0
53089,IMPO10597&&CNTRY716,0,1
53090,IMPO12170&&CNTRY687,0,1
53091,IMPO17591&&CNTRY652,0,1
53092,IMPO16443&&CNTRY995,0,0
53093,IMPO19927&&CNTRY376,0,0
53094,IMPO18768&&CNTRY920,0,0
53095,IMPO12319&&CNTRY454,0,0
53096,IMPO16003&&CNTRY689,0,1
53097,IMPO15345&&CNTRY994,0,0
53098,IMPO11752&&CNTRY376,0,0
53099,IMPO14664&&CNTRY884,0,0
53100,IMPO16040&&CNTRY390,0,0
53101,IMPO18333&&CNTRY859,0,1
53102,IMPO16243&&CNTRY454,0,0
53103,IMPO13435&&CNTRY652,0,0
53104,IMPO13416&&CNTRY138,0,0
53105,IMPO17641&&CNTRY215,0,0
53106,IMPO19508&&CNTRY825,0,0
53107,IMPO12620&&CNTRY376,0,0
53108,IMPO19313&&CNTRY843,0,0
53109,IMPO12034&&CNTRY825,0,0
53110,IMPO13636&&CNTRY846,0,0
53111,IMPO13153&&CNTRY485,0,0
53112,IMPO13392&&CNTRY994,0,0
53113,IMPO18221&&CNTRY409,0,0
53114,IMPO12337&&CNTRY615,0,0
53115,IMPO14265&&CNTRY846,0,0
53116,IMPO17157&&CNTRY123,0,0
53117,IMPO11266&&CNTRY866,0,1
53118,IMP671539&&CNTRY915,0,0
53119,IMP660998&&CNTRY884,0,0
53120,IMP944455&&CNTRY150,0,0
53121,IMP872374&&CNTRY859,0,0
53122,IMP103712&&CNTRY680,0,0
53123,IMP101870&&CNTRY881,0,1
53124,IMP234324&&CNTRY277,0,0
53125,IMP620931&&CNTRY389,0,1
53126,IMP262592&&CNTRY680,0,0
53127,IMP486177&&CNTRY859,0,0
53128,IMP871286&&CNTRY846,0,0
53129,IMP932338&&CNTRY263,0,0
53130,IMP839581&&CNTRY558,0,0
53131,IMP521594&&CNTRY184,0,0
53132,IMP265385&&CNTRY884,0,1
53133,IMP339757&&CNTRY311,0,0
53134,IMP723226&&CNTRY680,0,1
53135,IMP611015&&CNTRY527,0,1
53136,IMP306950&&CNTRY429,0,0
53137,IMP288676&&CNTRY863,0,0
53138,IMP545640&&CNTRY976,0,0
53139,IMP216309&&CNTRY376,0,0
53140,IMP738364&&CNTRY389,0,0
53141,IMP900492&&CNTRY264,0,0
53142,IMP792271&&CNTRY138,0,1
53143,IMP872565&&CNTRY558,0,1
53144,IMP555103&&CNTRY830,0,0
53145,IMP662011&&CNTRY364,0,0
53146,IMP880497&&CNTRY759,0,0
53147,IMP455292&&CNTRY984,0,0
53148,IMP900740&&CNTRY562,0,0
53149,IMP826887&&CNTRY819,0,0
53150,IMP960662&&CNTRY654,0,0
53151,IMP175097&&CNTRY153,0,0
53152,IMPO17483&&CNTRY390,0,1
53153,IMPO14477&&CNTRY652,0,0
53154,IMPO16488&&CNTRY859,0,0
53155,IMPO16918&&CNTRY429,0,0
53156,IMPO13690&&CNTRY825,0,0
53157,IMPO12450&&CNTRY825,0,1
53158,IMPO19363&&CNTRY884,0,0
53159,IMPO12004&&CNTRY277,0,0
53160,IMPO10444&&CNTRY874,0,0
53161,IMPO18380&&CNTRY215,0,0
53162,IMPO14749&&CNTRY276,0,1
53163,IMPO19777&&CNTRY930,0,0
53164,IMPO12081&&CNTRY485,0,0
53165,IMPO19879&&CNTRY615,0,0
53166,IMPO18451&&CNTRY680,0,1
53167,IMPO12161&&CNTRY765,0,0
53168,IMPO10524&&CNTRY140,0,0
53169,IMPO12131&&CNTRY785,0,1
53170,IMPO12683&&CNTRY123,0,0
53171,IMPO13630&&CNTRY994,0,0
53172,IMPO19137&&CNTRY680,0,0
53173,IMPO17140&&CNTRY454,0,0
53174,IMPO12343&&CNTRY866,0,0
53175,IMPO14458&&CNTRY562,0,1
53176,IMPO14801&&CNTRY139,0,0
53177,IMPO14815&&CNTRY930,0,1
53178,IMPO16576&&CNTRY153,0,0
53179,IMPO11469&&CNTRY576,0,0
53180,IMPO19132&&CNTRY920,0,0
53181,IMPO18823&&CNTRY321,0,0
53182,IMPO13933&&CNTRY123,0,0
53183,IMPO17060&&CNTRY709,0,0
53184,IMPO15530&&CNTRY625,0,0
53185,IMPO18915&&CNTRY884,0,0
53186,IMPO12309&&CNTRY652,0,0
53187,IMPO11441&&CNTRY123,0,0
53188,IMP258364&&CNTRY576,0,0
53189,IMP638175&&CNTRY153,0,0
53190,IMP353779&&CNTRY407,0,0
53191,IMP841357&&CNTRY150,0,1
53192,IMP842735&&CNTRY555,0,1
53193,IMP530091&&CNTRY454,0,0
53194,IMP538161&&CNTRY846,0,0
53195,IMP197943&&CNTRY385,0,0
53196,IMP819631&&CNTRY884,0,0
53197,IMP223841&&CNTRY866,0,0
53198,IMP486275&&CNTRY284,0,0
53199,IMP402317&&CNTRY680,0,0
53200,IMP505062&&CNTRY491,0,1
53201,IMP122494&&CNTRY150,0,0
53202,IMP863167&&CNTRY138,0,0
53203,IMP679556&&CNTRY915,0,0
53204,IMP135970&&CNTRY644,0,0
53205,IMP955533&&CNTRY837,0,1
53206,IMP781167&&CNTRY680,0,0
53207,IMP772551&&CNTRY654,0,1
53208,IMP503487&&CNTRY376,0,0
53209,IMP496378&&CNTRY771,0,0
53210,IMP548060&&CNTRY680,0,0
53211,IMP512682&&CNTRY988,0,0
53212,IMP648771&&CNTRY615,0,0
53213,IMP968400&&CNTRY113,0,0
53214,IMP896275&&CNTRY139,0,0
53215,IMP815745&&CNTRY988,0,0
53216,IMP764610&&CNTRY747,0,1
53217,IMP352050&&CNTRY558,0,0
53218,IMP259619&&CNTRY454,0,0
53219,IMP439866&&CNTRY995,0,0
53220,IMPO18143&&CNTRY652,0,1
53221,IMPO15533&&CNTRY485,0,0
53222,IMPO10992&&CNTRY652,0,0
53223,IMPO18274&&CNTRY920,0,0
53224,IMPO17557&&CNTRY652,0,1
53225,IMPO13683&&CNTRY576,0,0
53226,IMPO13784&&CNTRY770,0,1
53227,IMPO11702&&CNTRY930,0,0
53228,IMPO18238&&CNTRY140,0,0
53229,IMPO16432&&CNTRY125,0,1
53230,IMPO10639&&CNTRY415,0,0
53231,IMPO12731&&CNTRY376,0,0
53232,IMPO10492&&CNTRY701,0,0
53233,IMPO12124&&CNTRY917,0,0
53234,IMPO12152&&CNTRY874,0,0
53235,IMPO11558&&CNTRY756,0,1
53236,IMPO15338&&CNTRY884,0,0
53237,IMPO10975&&CNTRY917,0,1
53238,IMPO13561&&CNTRY562,0,0
53239,IMPO15576&&CNTRY884,0,0
53240,IMPO18510&&CNTRY859,0,0
53241,IMPO10578&&CNTRY976,0,0
53242,IMPO19662&&CNTRY264,0,0
53243,IMPO12311&&CNTRY962,0,0
53244,IMPO17871&&CNTRY975,0,0
53245,IMPO10407&&CNTRY215,0,0
53246,IMPO14973&&CNTRY846,0,0
53247,IMPO12835&&CNTRY819,0,0
53248,IMPO15500&&CNTRY680,0,0
53249,IMPO16675&&CNTRY554,0,0
53250,IMPO15626&&CNTRY554,0,0
53251,IMPO19412&&CNTRY454,0,0
53252,IMPO10763&&CNTRY689,0,0
53253,IMPO12508&&CNTRY263,0,0
53254,IMPO15658&&CNTRY123,0,0
53255,IMPO10377&&CNTRY764,0,0
53256,IMPO14186&&CNTRY615,0,0
53257,IMPO19833&&CNTRY976,0,0
53258,IMPO16923&&CNTRY153,0,0
53259,IMPO12985&&CNTRY689,0,1
53260,IMP897537&&CNTRY920,0,0
53261,IMP278462&&CNTRY984,0,1
53262,IMP593987&&CNTRY759,0,0
53263,IMP716596&&CNTRY562,0,0
53264,IMP590063&&CNTRY277,0,0
53265,IMP805968&&CNTRY364,0,0
53266,IMP767548&&CNTRY615,0,0
53267,IMP261445&&CNTRY454,0,0
53268,IMP709076&&CNTRY656,0,0
53269,IMP660271&&CNTRY830,0,1
53270,IMP428962&&CNTRY747,0,0
53271,IMP838011&&CNTRY138,0,1
53272,IMP613586&&CNTRY576,0,1
53273,IMP506510&&CNTRY277,0,0
53274,IMP354550&&CNTRY562,0,0
53275,IMP850017&&CNTRY884,0,0
53276,IMP346186&&CNTRY328,0,0
53277,IMP759448&&CNTRY713,0,0
53278,IMP704210&&CNTRY448,0,0
53279,IMP673207&&CNTRY770,0,0
53280,IMP361073&&CNTRY376,0,0
53281,IMP883110&&CNTRY321,0,0
53282,IMP727169&&CNTRY321,0,0
53283,IMP726222&&CNTRY765,0,0
53284,IMP378288&&CNTRY376,0,0
53285,IMP478116&&CNTRY364,0,0
53286,IMP339350&&CNTRY680,0,0
53287,IMP896608&&CNTRY284,0,0
53288,IMP987414&&CNTRY284,0,0
53289,IMP669243&&CNTRY407,0,0
53290,IMP403715&&CNTRY415,0,0
53291,IMP825428&&CNTRY454,0,0
53292,IMP727635&&CNTRY680,0,0
53293,IMP966095&&CNTRY759,0,0
53294,IMP597459&&CNTRY976,0,1
53295,IMP739415&&CNTRY215,0,0
53296,IMP507759&&CNTRY376,0,0
53297,IMP901579&&CNTRY321,0,0
53298,IMP771217&&CNTRY994,0,0
53299,IMPO19039&&CNTRY576,0,1
53300,IMPO19653&&CNTRY123,0,0
53301,IMPO17893&&CNTRY747,0,0
53302,IMPO12835&&CNTRY376,0,0
53303,IMPO12699&&CNTRY654,0,0
53304,IMPO16182&&CNTRY701,0,0
53305,IMPO19731&&CNTRY680,0,0
53306,IMPO15980&&CNTRY323,0,1
53307,IMPO16169&&CNTRY138,0,0
53308,IMPO16233&&CNTRY994,0,0
53309,IMPO14313&&CNTRY770,0,0
53310,IMPO15487&&CNTRY562,0,0
53311,IMPO14485&&CNTRY415,0,0
53312,IMPO13803&&CNTRY627,0,0
53313,IMPO19536&&CNTRY334,0,0
53314,IMPO15322&&CNTRY825,0,0
53315,IMPO10197&&CNTRY917,0,0
53316,IMPO17964&&CNTRY485,0,0
53317,IMPO15526&&CNTRY689,0,0
53318,IMPO19378&&CNTRY528,0,0
53319,IMPO16897&&CNTRY825,0,0
53320,IMPO18472&&CNTRY863,0,0
53321,IMPO15872&&CNTRY846,0,0
53322,IMPO17956&&CNTRY390,0,1
53323,IMPO15651&&CNTRY771,0,1
53324,IMPO11558&&CNTRY364,0,0
53325,IMPO16045&&CNTRY881,0,0
53326,IMPO14410&&CNTRY323,0,1
53327,IMPO10323&&CNTRY264,0,0
53328,IMP684592&&CNTRY615,0,0
53329,IMP422356&&CNTRY321,0,0
53330,IMP882541&&CNTRY473,0,0
53331,IMP696501&&CNTRY284,0,0
53332,IMP589386&&CNTRY884,0,0
53333,IMP125708&&CNTRY884,0,1
53334,IMP547721&&CNTRY759,0,0
53335,IMP350640&&CNTRY393,0,1
53336,IMP844837&&CNTRY915,0,0
53337,IMP955788&&CNTRY653,0,1
53338,IMP188166&&CNTRY680,0,0
53339,IMP499777&&CNTRY263,0,0
53340,IMP324137&&CNTRY759,0,0
53341,IMP597512&&CNTRY184,0,0
53342,IMP856714&&CNTRY615,0,1
53343,IMP974710&&CNTRY874,0,0
53344,IMP222087&&CNTRY759,0,0
53345,IMP735273&&CNTRY376,0,0
53346,IMP887751&&CNTRY884,0,0
53347,IMP958962&&CNTRY133,0,0
53348,IMP499777&&CNTRY881,0,0
53349,IMP178626&&CNTRY764,0,0
53350,IMP811494&&CNTRY322,0,1
53351,IMP426649&&CNTRY262,0,0
53352,IMP278462&&CNTRY615,0,0
53353,IMP668739&&CNTRY184,0,0
53354,IMP799275&&CNTRY376,0,0
53355,IMP250017&&CNTRY140,0,0
53356,IMP606775&&CNTRY562,0,0
53357,IMP962605&&CNTRY234,0,0
53358,IMP494545&&CNTRY866,0,1
53359,IMP546320&&CNTRY759,0,0
53360,IMP967295&&CNTRY278,0,0
53361,IMP923827&&CNTRY555,0,1
53362,IMP203713&&CNTRY555,0,1
53363,IMP152501&&CNTRY770,0,0
53364,IMP842198&&CNTRY881,0,1
53365,IMPO13705&&CNTRY264,0,0
53366,IMPO12509&&CNTRY166,0,1
53367,IMPO15506&&CNTRY334,0,0
53368,IMPO16367&&CNTRY976,0,0
53369,IMPO14221&&CNTRY627,0,0
53370,IMPO11999&&CNTRY770,0,0
53371,IMPO16034&&CNTRY713,0,1
53372,IMPO10126&&CNTRY376,0,0
53373,IMPO12680&&CNTRY846,0,0
53374,IMPO11425&&CNTRY454,0,0
53375,IMPO10661&&CNTRY687,0,0
53376,IMPO13562&&CNTRY765,0,1
53377,IMPO14414&&CNTRY656,0,0
53378,IMPO15016&&CNTRY153,0,0
53379,IMPO13014&&CNTRY485,0,0
53380,IMPO10411&&CNTRY680,0,0
53381,IMPO12022&&CNTRY713,0,1
53382,IMPO14828&&CNTRY747,0,0
53383,IMPO14713&&CNTRY618,0,0
53384,IMPO10686&&CNTRY920,0,1
53385,IMPO18600&&CNTRY415,0,0
53386,IMPO14044&&CNTRY994,0,0
53387,IMPO16105&&CNTRY825,0,1
53388,IMPO18348&&CNTRY376,0,0
53389,IMPO15322&&CNTRY123,0,0
53390,IMPO19220&&CNTRY562,0,0
53391,IMP369049&&CNTRY637,0,1
53392,IMP390989&&CNTRY830,0,0
53393,IMP970942&&CNTRY376,0,0
53394,IMP818447&&CNTRY680,0,0
53395,IMP328074&&CNTRY920,0,1
53396,IMP486859&&CNTRY680,0,0
53397,IMP511342&&CNTRY438,0,0
53398,IMP976383&&CNTRY376,0,1
53399,IMP538222&&CNTRY576,0,0
53400,IMP121885&&CNTRY168,0,1
53401,IMP806769&&CNTRY562,0,0
53402,IMP614431&&CNTRY323,0,1
53403,IMP502683&&CNTRY994,0,0
53404,IMP440757&&CNTRY376,0,0
53405,IMP849085&&CNTRY252,0,0
53406,IMP863431&&CNTRY284,0,0
53407,IMP881128&&CNTRY759,0,0
53408,IMP442193&&CNTRY262,0,0
53409,IMP586438&&CNTRY656,0,0
53410,IMP988179&&CNTRY884,0,0
53411,IMP635741&&CNTRY747,0,0
53412,IMP444534&&CNTRY284,0,0
53413,IMP570540&&CNTRY680,0,1
53414,IMP317434&&CNTRY311,0,0
53415,IMP101355&&CNTRY188,0,0
53416,IMP530401&&CNTRY277,0,0
53417,IMP714552&&CNTRY654,0,1
53418,IMP141424&&CNTRY558,0,0
53419,IMPO17371&&CNTRY843,0,1
53420,IMPO11464&&CNTRY759,0,0
53421,IMPO12666&&CNTRY656,0,0
53422,IMPO17272&&CNTRY562,0,1
53423,IMPO18806&&CNTRY837,0,0
53424,IMPO12148&&CNTRY656,0,0
53425,IMPO18845&&CNTRY140,0,0
53426,IMPO10327&&CNTRY994,0,0
53427,IMPO10120&&CNTRY756,0,1
53428,IMPO12551&&CNTRY995,0,1
53429,IMPO16635&&CNTRY321,0,0
53430,IMPO15413&&CNTRY846,0,0
53431,IMPO12961&&CNTRY376,0,0
53432,IMPO11453&&CNTRY770,0,0
53433,IMPO12325&&CNTRY976,0,0
53434,IMPO18343&&CNTRY445,0,0
53435,IMPO15914&&CNTRY393,0,0
53436,IMPO14334&&CNTRY139,0,0
53437,IMPO19663&&CNTRY123,0,0
53438,IMPO18764&&CNTRY881,0,0
53439,IMPO15903&&CNTRY166,0,0
53440,IMPO14321&&CNTRY322,0,0
53441,IMPO10559&&CNTRY277,0,0
53442,IMPO13171&&CNTRY407,0,1
53443,IMPO19818&&CNTRY920,0,0
53444,IMPO15253&&CNTRY364,0,0
53445,IMPO10277&&CNTRY376,0,0
53446,IMPO19880&&CNTRY747,0,1
53447,IMPO11574&&CNTRY680,0,0
53448,IMPO12386&&CNTRY652,0,0
53449,IMPO15494&&CNTRY652,0,1
53450,IMPO13947&&CNTRY652,0,0
53451,IMPO10808&&CNTRY825,0,0
53452,IMPO12206&&CNTRY825,0,0
53453,IMPO19410&&CNTRY652,0,0
53454,IMPO13023&&CNTRY389,0,0
53455,IMPO13810&&CNTRY765,0,1
53456,IMPO13109&&CNTRY652,0,0
53457,IMP851311&&CNTRY680,0,0
53458,IMP753814&&CNTRY277,0,0
53459,IMP193698&&CNTRY825,0,1
53460,IMP330750&&CNTRY125,0,0
53461,IMP216660&&CNTRY756,0,0
53462,IMP263228&&CNTRY393,0,1
53463,IMP171884&&CNTRY398,0,0
53464,IMP988590&&CNTRY264,0,0
53465,IMP226111&&CNTRY139,0,0
53466,IMP950147&&CNTRY939,0,0
53467,IMP261908&&CNTRY576,0,0
53468,IMP149560&&CNTRY771,0,0
53469,IMP155718&&CNTRY680,0,0
53470,IMP109033&&CNTRY376,0,0
53471,IMP978670&&CNTRY866,0,0
53472,IMP336033&&CNTRY215,0,0
53473,IMP233628&&CNTRY959,0,0
53474,IMP720986&&CNTRY765,0,0
53475,IMP397229&&CNTRY984,0,1
53476,IMP452675&&CNTRY765,0,0
53477,IMP830254&&CNTRY644,0,0
53478,IMP842097&&CNTRY919,0,0
53479,IMP252451&&CNTRY385,0,0
53480,IMP913941&&CNTRY448,0,0
53481,IMP446843&&CNTRY759,0,1
53482,IMP142564&&CNTRY264,0,0
53483,IMP869233&&CNTRY558,0,0
53484,IMP819005&&CNTRY546,0,0
53485,IMP137827&&CNTRY393,0,1
53486,IMP156042&&CNTRY473,0,1
53487,IMP915083&&CNTRY188,0,1
53488,IMP747431&&CNTRY759,0,0
53489,IMP569562&&CNTRY343,0,0
53490,IMP459251&&CNTRY385,0,0
53491,IMP815181&&CNTRY745,0,1
53492,IMP207938&&CNTRY759,0,0
53493,IMP800556&&CNTRY409,0,0
53494,IMP810832&&CNTRY133,0,0
53495,IMP752572&&CNTRY576,0,0
53496,IMP613601&&CNTRY389,0,0
53497,IMPO12228&&CNTRY554,0,0
53498,IMPO17299&&CNTRY976,0,0
53499,IMPO19118&&CNTRY764,0,0
53500,IMPO14904&&CNTRY653,0,0
53501,IMPO19919&&CNTRY837,0,0
53502,IMPO15883&&CNTRY846,0,0
53503,IMPO16408&&CNTRY846,0,0
53504,IMPO14837&&CNTRY555,0,0
53505,IMPO12207&&CNTRY407,0,0
53506,IMPO16804&&CNTRY407,0,0
53507,IMPO14881&&CNTRY976,0,0
53508,IMPO14627&&CNTRY920,0,1
53509,IMPO11708&&CNTRY747,0,1
53510,IMPO11679&&CNTRY785,0,0
53511,IMPO15395&&CNTRY652,0,0
53512,IMPO13432&&CNTRY846,0,0
53513,IMPO12590&&CNTRY680,0,0
53514,IMPO12815&&CNTRY317,0,0
53515,IMPO16251&&CNTRY454,0,0
53516,IMPO10128&&CNTRY689,0,1
53517,IMPO13958&&CNTRY866,0,1
53518,IMPO10210&&CNTRY215,0,0
53519,IMPO11209&&CNTRY680,0,0
53520,IMPO18660&&CNTRY653,0,1
