,OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_Qsum,OFFICE&&IMPORTER.TIN_illicit_Qrate
45553,OFFICE237&&IMPO10677,0,0
45554,OFFICE237&&IMPO12388,0,0
45555,OFFICE298&&IMPO13561,0,0
45556,OFFICE168&&IMPO15964,0,0
45557,OFFICE185&&IMPO10182,0,0
45558,OFFICE127&&IMPO12856,0,0
45559,OFFICE113&&IMPO13690,0,0
45560,OFFICE126&&IMPO18891,0,1
45561,OFFICE299&&IMPO16364,0,1
45562,OFFICE122&&IMPO12987,0,0
45563,OFFICE222&&IMPO11490,0,0
45564,OFFICE168&&IMPO13164,0,0
45565,OFFICE168&&IMPO18063,0,0
45566,OFFICE140&&IMPO13783,0,0
45567,OFFICE109&&IMPO12986,0,0
45568,OFFICE174&&IMPO17522,0,1
45569,OFFICE134&&IMPO10877,0,0
45570,OFFICE134&&IMPO19040,0,0
45571,OFFICE136&&IMPO11904,0,0
45572,OFFICE174&&IMPO11679,0,0
45573,OFFICE296&&IMPO15869,0,0
45574,OFFICE180&&IMPO15810,0,0
45575,OFFICE162&&IMPO17674,0,0
45576,OFFICE210&&IMPO12315,0,0
45577,OFFICE127&&IMPO11483,0,0
45578,OFFICE288&&IMPO11394,0,0
45579,OFFICE113&&IMPO11689,0,0
45580,OFFICE168&&IMPO19716,0,0
45581,OFFICE187&&IMPO11192,0,0
45582,OFFICE187&&IMPO17215,0,1
45583,OFFICE237&&IMPO10301,0,0
45584,OFFICE101&&IMPO12520,0,1
45585,OFFICE289&&IMPO16520,0,0
45586,OFFICE113&&IMPO18326,0,1
45587,OFFICE168&&IMPO19057,0,0
45588,OFFICE127&&IMPO14615,0,0
45589,OFFICE237&&IMPO13102,0,0
45590,OFFICE196&&IMPO16660,0,0
45591,OFFICE297&&IMPO18034,0,0
45592,OFFICE197&&IMPO12363,0,0
45593,OFFICE210&&IMPO15547,0,0
45594,OFFICE214&&IMPO13562,0,0
45595,OFFICE185&&IMPO12520,0,1
45596,OFFICE60&&IMP472452,0,0
45597,OFFICE45&&IMP801156,0,0
45598,OFFICE87&&IMP922344,0,0
45599,OFFICE88&&IMP821397,0,0
45600,OFFICE59&&IMP490186,0,0
45601,OFFICE81&&IMP705155,0,0
45602,OFFICE40&&IMP549563,0,0
45603,OFFICE41&&IMP401906,0,0
45604,OFFICE96&&IMP945329,0,0
45605,OFFICE51&&IMP137194,0,0
45606,OFFICE60&&IMP331480,0,0
45607,OFFICE76&&IMP790904,0,0
45608,OFFICE40&&IMP419748,0,0
45609,OFFICE24&&IMP759377,0,0
45610,OFFICE84&&IMP110877,0,1
45611,OFFICE51&&IMP194996,0,0
45612,OFFICE96&&IMP557327,0,0
45613,OFFICE60&&IMP290506,0,0
45614,OFFICE76&&IMP837693,0,1
45615,OFFICE60&&IMP443339,0,0
45616,OFFICE16&&IMP370800,0,1
45617,OFFICE45&&IMP681453,0,1
45618,OFFICE60&&IMP174062,0,0
45619,OFFICE16&&IMP946007,0,0
45620,OFFICE76&&IMP952045,0,0
45621,OFFICE23&&IMP881349,0,0
45622,OFFICE23&&IMP124483,0,0
45623,OFFICE59&&IMP312923,0,0
45624,OFFICE59&&IMP754140,0,0
45625,OFFICE76&&IMP958962,0,0
45626,OFFICE87&&IMP680905,0,0
45627,OFFICE59&&IMP493274,0,1
45628,OFFICE76&&IMP989357,0,0
45629,OFFICE23&&IMP222053,0,1
45630,OFFICE40&&IMP921304,0,0
45631,OFFICE51&&IMP652296,0,0
45632,OFFICE45&&IMP927588,0,1
45633,OFFICE41&&IMP372650,0,0
45634,OFFICE185&&IMPO17961,0,0
45635,OFFICE187&&IMPO16974,0,0
45636,OFFICE127&&IMPO17741,0,0
45637,OFFICE136&&IMPO12527,0,0
45638,OFFICE211&&IMPO15506,0,0
45639,OFFICE127&&IMPO11457,0,0
45640,OFFICE113&&IMPO12843,0,0
45641,OFFICE287&&IMPO10828,0,1
45642,OFFICE185&&IMPO18231,0,0
45643,OFFICE168&&IMPO12396,0,0
45644,OFFICE210&&IMPO17646,0,1
45645,OFFICE180&&IMPO16409,0,1
45646,OFFICE174&&IMPO14462,0,0
45647,OFFICE127&&IMPO14619,0,0
45648,OFFICE237&&IMPO10814,0,1
45649,OFFICE140&&IMPO11911,0,0
45650,OFFICE168&&IMPO19767,0,0
45651,OFFICE279&&IMPO13781,0,1
45652,OFFICE134&&IMPO12660,0,0
45653,OFFICE296&&IMPO18420,0,0
45654,OFFICE134&&IMPO10802,0,0
45655,OFFICE168&&IMPO15660,0,1
45656,OFFICE186&&IMPO11988,0,0
45657,OFFICE134&&IMPO16449,0,0
45658,OFFICE186&&IMPO10020,0,0
45659,OFFICE127&&IMPO17921,0,1
45660,OFFICE100&&IMPO19588,0,1
45661,OFFICE105&&IMPO11620,0,0
45662,OFFICE214&&IMPO16474,0,0
45663,OFFICE59&&IMP760296,0,1
45664,OFFICE34&&IMP949668,0,0
45665,OFFICE41&&IMP800324,0,0
45666,OFFICE92&&IMP852685,0,0
45667,OFFICE60&&IMP864646,0,0
45668,OFFICE59&&IMP593257,0,0
45669,OFFICE35&&IMP730083,0,0
45670,OFFICE24&&IMP631975,0,0
45671,OFFICE59&&IMP505062,0,0
45672,OFFICE92&&IMP976640,0,0
45673,OFFICE51&&IMP856937,0,0
45674,OFFICE18&&IMP974632,0,0
45675,OFFICE45&&IMP322834,0,0
45676,OFFICE59&&IMP764454,0,1
45677,OFFICE76&&IMP146918,0,0
45678,OFFICE81&&IMP201340,0,0
45679,OFFICE51&&IMP534188,0,1
45680,OFFICE81&&IMP851533,0,0
45681,OFFICE41&&IMP212735,0,0
45682,OFFICE51&&IMP976263,0,0
45683,OFFICE51&&IMP640794,0,0
45684,OFFICE35&&IMP420449,0,0
45685,OFFICE51&&IMP700582,0,1
45686,OFFICE45&&IMP191492,0,0
45687,OFFICE127&&IMPO18399,0,0
45688,OFFICE197&&IMPO11483,0,0
45689,OFFICE296&&IMPO17218,0,0
45690,OFFICE127&&IMPO14656,0,0
45691,OFFICE123&&IMPO13007,0,1
45692,OFFICE204&&IMPO17667,0,0
45693,OFFICE168&&IMPO13345,0,1
45694,OFFICE296&&IMPO13201,0,0
45695,OFFICE234&&IMPO15106,0,0
45696,OFFICE127&&IMPO18679,0,0
45697,OFFICE167&&IMPO10023,0,0
45698,OFFICE134&&IMPO18687,0,0
45699,OFFICE152&&IMPO11867,0,0
45700,OFFICE132&&IMPO15506,0,0
45701,OFFICE296&&IMPO12000,0,1
45702,OFFICE109&&IMPO16496,0,0
45703,OFFICE237&&IMPO16638,0,0
45704,OFFICE243&&IMPO10284,0,0
45705,OFFICE109&&IMPO18098,0,0
45706,OFFICE279&&IMPO14301,0,0
45707,OFFICE178&&IMPO13555,0,0
45708,OFFICE185&&IMPO16090,0,0
45709,OFFICE109&&IMPO18727,0,0
45710,OFFICE187&&IMPO18498,0,0
45711,OFFICE204&&IMPO14969,0,0
45712,OFFICE298&&IMPO13636,0,0
45713,OFFICE168&&IMPO18249,0,0
45714,OFFICE113&&IMPO15535,0,0
45715,OFFICE246&&IMPO10723,0,0
45716,OFFICE298&&IMPO11101,0,0
45717,OFFICE237&&IMPO19310,0,0
45718,OFFICE243&&IMPO16483,0,1
45719,OFFICE122&&IMPO18386,0,0
45720,OFFICE105&&IMPO10370,0,1
45721,OFFICE296&&IMPO11829,0,0
45722,OFFICE180&&IMPO12264,0,0
45723,OFFICE204&&IMPO14815,0,0
45724,OFFICE134&&IMPO17045,0,1
45725,OFFICE299&&IMPO11071,0,0
45726,OFFICE287&&IMPO12300,0,1
45727,OFFICE186&&IMPO12924,0,0
45728,OFFICE296&&IMPO15391,0,0
45729,OFFICE168&&IMPO15857,0,0
45730,OFFICE59&&IMP987271,0,0
45731,OFFICE59&&IMP957989,0,0
45732,OFFICE59&&IMP916274,0,1
45733,OFFICE60&&IMP292931,0,0
45734,OFFICE23&&IMP522582,0,0
45735,OFFICE76&&IMP384409,0,0
45736,OFFICE92&&IMP570209,0,0
45737,OFFICE40&&IMP755315,0,0
45738,OFFICE96&&IMP865216,0,0
45739,OFFICE45&&IMP849369,0,0
45740,OFFICE40&&IMP889654,0,0
45741,OFFICE41&&IMP269455,0,0
45742,OFFICE40&&IMP350967,0,1
45743,OFFICE41&&IMP267369,0,0
45744,OFFICE18&&IMP639523,0,0
45745,OFFICE59&&IMP707179,0,0
45746,OFFICE45&&IMP182858,0,0
45747,OFFICE81&&IMP181390,0,1
45748,OFFICE88&&IMP274456,0,1
45749,OFFICE76&&IMP835348,0,0
45750,OFFICE24&&IMP271092,0,0
45751,OFFICE92&&IMP884365,0,0
45752,OFFICE92&&IMP289642,0,0
45753,OFFICE81&&IMP412168,0,0
45754,OFFICE92&&IMP900877,0,0
45755,OFFICE60&&IMP801300,0,1
45756,OFFICE40&&IMP322409,0,0
45757,OFFICE186&&IMPO19185,0,0
45758,OFFICE214&&IMPO15719,0,0
45759,OFFICE168&&IMPO10796,0,0
45760,OFFICE186&&IMPO12074,0,0
45761,OFFICE204&&IMPO13952,0,0
45762,OFFICE197&&IMPO10660,0,0
45763,OFFICE298&&IMPO11279,0,0
45764,OFFICE185&&IMPO16664,0,0
45765,OFFICE298&&IMPO19295,0,0
45766,OFFICE100&&IMPO12357,0,0
45767,OFFICE185&&IMPO17434,0,0
45768,OFFICE234&&IMPO15692,0,0
45769,OFFICE204&&IMPO14541,0,0
45770,OFFICE187&&IMPO19350,0,0
45771,OFFICE197&&IMPO17685,0,0
45772,OFFICE292&&IMPO11278,0,1
45773,OFFICE113&&IMPO17197,0,1
45774,OFFICE180&&IMPO12428,0,0
45775,OFFICE174&&IMPO17396,0,1
45776,OFFICE299&&IMPO12899,0,0
45777,OFFICE246&&IMPO15632,0,0
45778,OFFICE187&&IMPO12084,0,0
45779,OFFICE113&&IMPO11276,0,0
45780,OFFICE141&&IMPO10081,0,0
45781,OFFICE296&&IMPO19794,0,0
45782,OFFICE204&&IMPO11245,0,1
45783,OFFICE246&&IMPO11232,0,1
45784,OFFICE220&&IMPO10706,0,1
45785,OFFICE214&&IMPO13263,0,0
45786,OFFICE233&&IMPO17643,0,0
45787,OFFICE296&&IMPO13665,0,0
45788,OFFICE296&&IMPO15764,0,0
45789,OFFICE297&&IMPO13784,0,0
45790,OFFICE134&&IMPO14158,0,1
45791,OFFICE134&&IMPO10301,0,0
45792,OFFICE223&&IMPO14233,0,0
45793,OFFICE100&&IMPO10638,0,0
45794,OFFICE127&&IMPO19431,0,0
45795,OFFICE134&&IMPO14646,0,0
45796,OFFICE220&&IMPO16072,0,0
45797,OFFICE100&&IMPO17603,0,0
45798,OFFICE223&&IMPO15520,0,0
45799,OFFICE299&&IMPO16946,0,1
45800,OFFICE167&&IMPO16791,0,0
45801,OFFICE223&&IMPO16069,0,1
45802,OFFICE45&&IMP175441,0,1
45803,OFFICE23&&IMP748038,0,1
45804,OFFICE16&&IMP609282,0,0
45805,OFFICE92&&IMP863899,0,0
45806,OFFICE78&&IMP177575,0,1
45807,OFFICE24&&IMP439021,0,1
45808,OFFICE40&&IMP923803,0,0
45809,OFFICE59&&IMP364038,0,0
45810,OFFICE40&&IMP134645,0,0
45811,OFFICE51&&IMP191420,0,0
45812,OFFICE59&&IMP240680,0,0
45813,OFFICE41&&IMP542083,0,0
45814,OFFICE59&&IMP509393,0,0
45815,OFFICE76&&IMP332482,0,1
45816,OFFICE92&&IMP927256,0,1
45817,OFFICE24&&IMP124043,0,0
45818,OFFICE76&&IMP240680,0,0
45819,OFFICE35&&IMP207821,0,0
45820,OFFICE18&&IMP415401,0,0
45821,OFFICE92&&IMP534560,0,0
45822,OFFICE87&&IMP975502,0,0
45823,OFFICE40&&IMP369329,0,0
45824,OFFICE78&&IMP418471,0,0
45825,OFFICE78&&IMP787269,0,0
45826,OFFICE214&&IMPO19388,0,1
45827,OFFICE127&&IMPO10301,0,0
45828,OFFICE123&&IMPO16553,0,0
45829,OFFICE252&&IMPO15520,0,0
45830,OFFICE296&&IMPO19433,0,0
45831,OFFICE168&&IMPO18545,0,0
45832,OFFICE167&&IMPO19013,0,0
45833,OFFICE113&&IMPO15769,0,0
45834,OFFICE127&&IMPO14395,0,0
45835,OFFICE237&&IMPO18936,0,1
45836,OFFICE141&&IMPO18988,0,0
45837,OFFICE210&&IMPO17301,0,0
45838,OFFICE289&&IMPO11916,0,1
45839,OFFICE243&&IMPO10035,0,1
45840,OFFICE162&&IMPO14457,0,0
45841,OFFICE126&&IMPO16720,0,1
45842,OFFICE109&&IMPO16716,0,0
45843,OFFICE204&&IMPO19031,0,0
45844,OFFICE299&&IMPO13760,0,0
45845,OFFICE185&&IMPO16965,0,0
45846,OFFICE132&&IMPO16995,0,0
45847,OFFICE243&&IMPO16532,0,0
45848,OFFICE237&&IMPO19229,0,0
45849,OFFICE141&&IMPO12528,0,0
45850,OFFICE185&&IMPO17881,0,0
45851,OFFICE204&&IMPO10377,0,0
45852,OFFICE109&&IMPO19306,0,1
45853,OFFICE109&&IMPO16935,0,0
45854,OFFICE252&&IMPO19182,0,0
45855,OFFICE122&&IMPO16164,0,1
45856,OFFICE214&&IMPO12074,0,0
45857,OFFICE101&&IMPO16622,0,0
45858,OFFICE136&&IMPO13956,0,1
45859,OFFICE134&&IMPO19407,0,0
45860,OFFICE237&&IMPO15617,0,0
45861,OFFICE252&&IMPO12812,0,1
45862,OFFICE180&&IMPO14139,0,0
45863,OFFICE162&&IMPO17064,0,0
45864,OFFICE127&&IMPO12211,0,0
45865,OFFICE299&&IMPO11786,0,0
45866,OFFICE299&&IMPO15533,0,0
45867,OFFICE174&&IMPO19206,0,0
45868,OFFICE168&&IMPO17792,0,0
45869,OFFICE134&&IMPO14918,0,0
45870,OFFICE299&&IMPO11072,0,0
45871,OFFICE23&&IMP326158,0,0
45872,OFFICE40&&IMP756545,0,0
45873,OFFICE87&&IMP257927,0,0
45874,OFFICE66&&IMP640091,0,0
45875,OFFICE40&&IMP146695,0,1
45876,OFFICE40&&IMP565268,0,0
45877,OFFICE52&&IMP645337,0,0
45878,OFFICE59&&IMP607539,0,0
45879,OFFICE76&&IMP866744,0,1
45880,OFFICE45&&IMP415932,0,0
45881,OFFICE35&&IMP967926,0,0
45882,OFFICE94&&IMP567018,0,1
45883,OFFICE45&&IMP999915,0,0
45884,OFFICE40&&IMP923209,0,0
45885,OFFICE41&&IMP142105,0,0
45886,OFFICE96&&IMP404141,0,0
45887,OFFICE45&&IMP591323,0,0
45888,OFFICE76&&IMP358828,0,0
45889,OFFICE88&&IMP442440,0,0
45890,OFFICE168&&IMPO18741,0,1
45891,OFFICE214&&IMPO16963,0,0
45892,OFFICE127&&IMPO13136,0,0
45893,OFFICE127&&IMPO13815,0,0
45894,OFFICE187&&IMPO18509,0,0
45895,OFFICE136&&IMPO17847,0,1
45896,OFFICE168&&IMPO11687,0,0
45897,OFFICE288&&IMPO15135,0,0
45898,OFFICE117&&IMPO16473,0,0
45899,OFFICE196&&IMPO10096,0,0
45900,OFFICE279&&IMPO19604,0,0
45901,OFFICE168&&IMPO14684,0,0
45902,OFFICE168&&IMPO19820,0,0
45903,OFFICE105&&IMPO11912,0,1
45904,OFFICE113&&IMPO16383,0,0
45905,OFFICE186&&IMPO10804,0,0
45906,OFFICE113&&IMPO18562,0,1
45907,OFFICE237&&IMPO14723,0,0
45908,OFFICE162&&IMPO17852,0,0
45909,OFFICE287&&IMPO15304,0,0
45910,OFFICE299&&IMPO10426,0,0
45911,OFFICE186&&IMPO10638,0,0
45912,OFFICE187&&IMPO11070,0,1
45913,OFFICE298&&IMPO11948,0,0
45914,OFFICE296&&IMPO13408,0,0
45915,OFFICE100&&IMPO11097,0,0
45916,OFFICE246&&IMPO12508,0,1
45917,OFFICE141&&IMPO10818,0,0
45918,OFFICE204&&IMPO14615,0,0
45919,OFFICE187&&IMPO15562,0,0
45920,OFFICE222&&IMPO19253,0,0
45921,OFFICE100&&IMPO11934,0,0
45922,OFFICE296&&IMPO16850,0,0
45923,OFFICE168&&IMPO18620,0,0
45924,OFFICE237&&IMPO12733,0,0
45925,OFFICE111&&IMPO19921,1,1
45926,OFFICE127&&IMPO12619,0,1
45927,OFFICE187&&IMPO16009,0,0
45928,OFFICE141&&IMPO12244,0,1
45929,OFFICE109&&IMPO18509,0,0
45930,OFFICE187&&IMPO11973,0,1
45931,OFFICE204&&IMPO19142,0,1
45932,OFFICE197&&IMPO14557,0,1
45933,OFFICE122&&IMPO15629,0,0
45934,OFFICE237&&IMPO18812,0,0
45935,OFFICE185&&IMPO16391,0,0
45936,OFFICE127&&IMPO13631,0,1
45937,OFFICE59&&IMP381456,0,1
45938,OFFICE84&&IMP261620,0,0
45939,OFFICE59&&IMP227309,0,1
45940,OFFICE59&&IMP445424,0,0
45941,OFFICE60&&IMP466573,0,0
45942,OFFICE92&&IMP148408,0,0
45943,OFFICE52&&IMP949990,0,0
45944,OFFICE59&&IMP104291,0,1
45945,OFFICE96&&IMP955957,0,0
45946,OFFICE23&&IMP944512,0,0
45947,OFFICE45&&IMP328855,0,0
45948,OFFICE59&&IMP822902,0,0
45949,OFFICE96&&IMP177414,0,0
45950,OFFICE76&&IMP997006,0,0
45951,OFFICE96&&IMP689869,0,1
45952,OFFICE35&&IMP511760,0,0
45953,OFFICE40&&IMP740186,0,0
45954,OFFICE41&&IMP873503,0,0
45955,OFFICE35&&IMP554100,0,0
45956,OFFICE59&&IMP943970,0,0
45957,OFFICE51&&IMP689966,0,0
45958,OFFICE81&&IMP806769,0,0
45959,OFFICE59&&IMP513132,0,0
45960,OFFICE60&&IMP240770,0,0
45961,OFFICE24&&IMP415401,0,0
45962,OFFICE76&&IMP118044,0,0
45963,OFFICE45&&IMP745344,0,0
45964,OFFICE23&&IMP366793,0,1
45965,OFFICE45&&IMP460151,0,0
45966,OFFICE35&&IMP786389,0,1
45967,OFFICE24&&IMP607607,0,1
45968,OFFICE84&&IMP128225,0,0
45969,OFFICE76&&IMP107927,0,0
45970,OFFICE59&&IMP559457,0,1
45971,OFFICE127&&IMPO12636,0,1
45972,OFFICE214&&IMPO15160,0,0
45973,OFFICE109&&IMPO18202,0,0
45974,OFFICE136&&IMPO13498,0,1
45975,OFFICE214&&IMPO14861,0,0
45976,OFFICE109&&IMPO17902,0,1
45977,OFFICE187&&IMPO15052,0,0
45978,OFFICE136&&IMPO14334,0,0
45979,OFFICE134&&IMPO15391,0,0
45980,OFFICE122&&IMPO17253,0,0
45981,OFFICE185&&IMPO13498,0,1
45982,OFFICE109&&IMPO13661,0,0
45983,OFFICE289&&IMPO18364,0,0
45984,OFFICE211&&IMPO19220,0,0
45985,OFFICE100&&IMPO12224,0,0
45986,OFFICE186&&IMPO10212,0,0
45987,OFFICE168&&IMPO16394,0,0
45988,OFFICE214&&IMPO11152,0,0
45989,OFFICE152&&IMPO10344,0,0
45990,OFFICE178&&IMPO13138,0,0
45991,OFFICE168&&IMPO10805,0,0
45992,OFFICE134&&IMPO16723,0,0
45993,OFFICE187&&IMPO10899,0,0
45994,OFFICE113&&IMPO17349,0,1
45995,OFFICE298&&IMPO12437,0,0
45996,OFFICE113&&IMPO14861,0,0
45997,OFFICE100&&IMPO13954,0,0
45998,OFFICE214&&IMPO15864,0,0
45999,OFFICE127&&IMPO19347,0,0
46000,OFFICE246&&IMPO19685,0,0
46001,OFFICE109&&IMPO16289,0,0
46002,OFFICE187&&IMPO15593,0,0
46003,OFFICE178&&IMPO13783,0,0
46004,OFFICE222&&IMPO13095,0,0
46005,OFFICE127&&IMPO18392,0,0
46006,OFFICE134&&IMPO14323,0,0
46007,OFFICE127&&IMPO14168,0,0
46008,OFFICE197&&IMPO16473,0,0
46009,OFFICE185&&IMPO18058,0,0
46010,OFFICE152&&IMPO15859,0,0
46011,OFFICE100&&IMPO15262,0,0
46012,OFFICE141&&IMPO18669,0,0
46013,OFFICE287&&IMPO12100,0,0
46014,OFFICE141&&IMPO16208,0,0
46015,OFFICE178&&IMPO18845,0,1
46016,OFFICE127&&IMPO14608,0,0
46017,OFFICE168&&IMPO17466,0,0
46018,OFFICE223&&IMPO17766,0,1
46019,OFFICE134&&IMPO16983,0,0
46020,OFFICE127&&IMPO15463,0,0
46021,OFFICE237&&IMPO10524,0,0
46022,OFFICE214&&IMPO19771,0,0
46023,OFFICE237&&IMPO11810,0,0
46024,OFFICE168&&IMPO15831,0,0
46025,OFFICE186&&IMPO11659,1,1
46026,OFFICE109&&IMPO19148,0,1
46027,OFFICE162&&IMPO11784,0,0
46028,OFFICE117&&IMPO16351,0,0
46029,OFFICE296&&IMPO17658,0,1
46030,OFFICE214&&IMPO10510,0,1
46031,OFFICE23&&IMP270028,0,0
46032,OFFICE35&&IMP406316,0,0
46033,OFFICE35&&IMP764747,0,0
46034,OFFICE23&&IMP414777,0,0
46035,OFFICE40&&IMP467174,0,0
46036,OFFICE51&&IMP434550,0,0
46037,OFFICE81&&IMP446008,0,1
46038,OFFICE35&&IMP102595,0,0
46039,OFFICE96&&IMP923265,0,0
46040,OFFICE60&&IMP552572,0,0
46041,OFFICE76&&IMP948889,0,0
46042,OFFICE23&&IMP425679,0,0
46043,OFFICE40&&IMP150224,0,0
46044,OFFICE78&&IMP819031,0,0
46045,OFFICE40&&IMP248766,0,0
46046,OFFICE66&&IMP717735,0,1
46047,OFFICE23&&IMP157957,0,1
46048,OFFICE59&&IMP818946,0,0
46049,OFFICE45&&IMP616413,0,1
46050,OFFICE40&&IMP233198,0,0
46051,OFFICE24&&IMP672239,0,0
46052,OFFICE40&&IMP803549,0,0
46053,OFFICE40&&IMP190354,0,0
46054,OFFICE51&&IMP992261,0,0
46055,OFFICE94&&IMP251837,0,0
46056,OFFICE52&&IMP806682,0,1
46057,OFFICE60&&IMP706874,0,0
46058,OFFICE60&&IMP734593,0,0
46059,OFFICE52&&IMP327939,0,0
46060,OFFICE59&&IMP932251,0,0
46061,OFFICE23&&IMP578283,0,0
46062,OFFICE35&&IMP854940,0,0
46063,OFFICE51&&IMP872023,0,0
46064,OFFICE76&&IMP276810,0,0
46065,OFFICE252&&IMPO19633,0,0
46066,OFFICE100&&IMPO19343,0,1
46067,OFFICE223&&IMPO19246,0,1
46068,OFFICE297&&IMPO13153,0,0
46069,OFFICE197&&IMPO17082,0,0
46070,OFFICE185&&IMPO15875,0,0
46071,OFFICE292&&IMPO15886,0,0
46072,OFFICE127&&IMPO11820,0,0
46073,OFFICE134&&IMPO14221,0,0
46074,OFFICE140&&IMPO12232,0,1
46075,OFFICE100&&IMPO12660,0,0
46076,OFFICE279&&IMPO17089,0,1
46077,OFFICE162&&IMPO16805,0,0
46078,OFFICE122&&IMPO13793,0,1
46079,OFFICE196&&IMPO18476,0,1
46080,OFFICE168&&IMPO18104,0,0
46081,OFFICE297&&IMPO14467,0,1
46082,OFFICE187&&IMPO15328,0,0
46083,OFFICE168&&IMPO12288,0,0
46084,OFFICE168&&IMPO17210,0,0
46085,OFFICE134&&IMPO14653,0,0
46086,OFFICE187&&IMPO12054,0,0
46087,OFFICE109&&IMPO10768,0,0
46088,OFFICE117&&IMPO12250,0,0
46089,OFFICE105&&IMPO16902,0,1
46090,OFFICE126&&IMPO15833,0,0
46091,OFFICE134&&IMPO17732,0,1
46092,OFFICE141&&IMPO17088,0,0
46093,OFFICE186&&IMPO16481,0,0
46094,OFFICE214&&IMPO19744,0,0
46095,OFFICE126&&IMPO19896,0,0
46096,OFFICE168&&IMPO16285,0,0
46097,OFFICE123&&IMPO16014,0,0
46098,OFFICE186&&IMPO11483,0,0
46099,OFFICE210&&IMPO14047,0,1
46100,OFFICE204&&IMPO10639,0,0
46101,OFFICE297&&IMPO17893,0,0
46102,OFFICE246&&IMPO14301,0,0
46103,OFFICE60&&IMP229074,0,0
46104,OFFICE45&&IMP707179,0,0
46105,OFFICE23&&IMP895978,0,0
46106,OFFICE60&&IMP114267,0,1
46107,OFFICE96&&IMP874227,0,0
46108,OFFICE23&&IMP753264,0,0
46109,OFFICE23&&IMP698757,0,0
46110,OFFICE40&&IMP969999,0,0
46111,OFFICE66&&IMP107196,0,0
46112,OFFICE60&&IMP910525,0,0
46113,OFFICE60&&IMP153496,0,0
46114,OFFICE81&&IMP177855,0,0
46115,OFFICE76&&IMP595523,0,1
46116,OFFICE59&&IMP823243,0,1
46117,OFFICE88&&IMP428322,0,0
46118,OFFICE45&&IMP425486,0,0
46119,OFFICE92&&IMP870774,0,1
46120,OFFICE88&&IMP605178,0,0
46121,OFFICE88&&IMP127093,0,0
46122,OFFICE40&&IMP146835,0,0
46123,OFFICE81&&IMP431989,0,0
46124,OFFICE136&&IMPO10680,0,0
46125,OFFICE162&&IMPO19336,0,0
46126,OFFICE168&&IMPO14144,0,0
46127,OFFICE168&&IMPO15801,0,0
46128,OFFICE204&&IMPO11798,0,0
46129,OFFICE296&&IMPO13535,0,0
46130,OFFICE197&&IMPO12052,0,0
46131,OFFICE178&&IMPO11299,0,0
46132,OFFICE296&&IMPO14174,0,1
46133,OFFICE186&&IMPO19790,0,1
46134,OFFICE132&&IMPO10287,0,1
46135,OFFICE109&&IMPO11298,0,1
46136,OFFICE298&&IMPO10694,0,1
46137,OFFICE185&&IMPO18852,0,1
46138,OFFICE289&&IMPO15283,0,0
46139,OFFICE297&&IMPO10161,1,1
46140,OFFICE180&&IMPO14656,0,0
46141,OFFICE100&&IMPO16937,0,0
46142,OFFICE197&&IMPO13090,0,0
46143,OFFICE210&&IMPO16484,0,1
46144,OFFICE222&&IMPO10976,0,0
46145,OFFICE122&&IMPO11829,0,0
46146,OFFICE127&&IMPO10652,0,0
46147,OFFICE296&&IMPO19991,0,0
46148,OFFICE252&&IMPO11356,0,0
46149,OFFICE237&&IMPO10371,0,0
46150,OFFICE204&&IMPO11294,0,0
46151,OFFICE204&&IMPO13049,0,0
46152,OFFICE298&&IMPO18691,0,0
46153,OFFICE214&&IMPO17796,0,0
46154,OFFICE180&&IMPO15916,0,0
46155,OFFICE178&&IMPO16286,0,0
46156,OFFICE167&&IMPO11008,0,0
46157,OFFICE237&&IMPO11170,0,0
46158,OFFICE168&&IMPO12337,0,0
46159,OFFICE109&&IMPO19263,0,0
46160,OFFICE237&&IMPO18306,0,0
46161,OFFICE117&&IMPO11162,0,1
46162,OFFICE197&&IMPO18364,0,0
46163,OFFICE292&&IMPO18898,0,0
46164,OFFICE204&&IMPO17633,0,0
46165,OFFICE100&&IMPO17290,0,0
46166,OFFICE298&&IMPO13458,0,0
46167,OFFICE289&&IMPO18403,0,0
46168,OFFICE134&&IMPO12380,0,0
46169,OFFICE167&&IMPO10291,0,0
46170,OFFICE185&&IMPO11924,0,0
46171,OFFICE296&&IMPO15690,0,0
46172,OFFICE204&&IMPO12479,0,0
46173,OFFICE94&&IMP206242,0,0
46174,OFFICE96&&IMP409629,0,0
46175,OFFICE45&&IMP455140,0,1
46176,OFFICE45&&IMP172744,0,1
46177,OFFICE66&&IMP535939,0,0
46178,OFFICE35&&IMP171643,0,0
46179,OFFICE34&&IMP480492,0,0
46180,OFFICE59&&IMP814503,0,0
46181,OFFICE51&&IMP577961,0,0
46182,OFFICE51&&IMP421276,0,0
46183,OFFICE51&&IMP611814,0,0
46184,OFFICE59&&IMP393912,0,0
46185,OFFICE23&&IMP625950,0,1
46186,OFFICE51&&IMP324600,0,1
46187,OFFICE76&&IMP747431,0,0
46188,OFFICE40&&IMP264788,0,0
46189,OFFICE51&&IMP183958,0,0
46190,OFFICE59&&IMP403527,0,0
46191,OFFICE40&&IMP671393,0,0
46192,OFFICE92&&IMP879586,0,0
46193,OFFICE185&&IMPO12422,0,0
46194,OFFICE127&&IMPO19349,0,0
46195,OFFICE246&&IMPO18654,0,0
46196,OFFICE204&&IMPO16210,0,0
