,OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_Qsum,OFFICE&&TARIFF.CODE_illicit_Qrate
33180,OFFICE187&&6104330009,0,0
33181,OFFICE141&&7010909922,0,2
33182,OFFICE187&&9003900002,0,2
33183,OFFICE168&&8207709000,0,0
33184,OFFICE204&&8708309101,0,2
33185,OFFICE197&&7208512000,0,2
33186,OFFICE122&&8483102901,0,0
33187,OFFICE204&&3811290000,0,0
33188,OFFICE237&&8477901000,0,0
33189,OFFICE204&&7310299000,0,0
33190,OFFICE59&&7324290000,0,2
33191,OFFICE84&&8702902097,0,0
33192,OFFICE59&&8412290000,1,2
33193,OFFICE52&&2836200000,0,0
33194,OFFICE23&&4901910000,0,2
33195,OFFICE23&&8702901294,0,0
33196,OFFICE96&&4407250000,0,0
33197,OFFICE35&&6700000000,0,0
33198,OFFICE40&&5603940000,0,0
33199,OFFICE41&&6001290000,0,0
33200,OFFICE96&&8484100000,0,0
33201,OFFICE59&&6211200000,0,0
33202,OFFICE96&&8502390000,0,0
33203,OFFICE81&&5402550000,0,0
33204,OFFICE23&&6403400041,0,2
33205,OFFICE24&&4821900000,0,2
33206,OFFICE197&&3204120000,0,0
33207,OFFICE214&&2403199009,0,0
33208,OFFICE136&&6109100001,0,2
33209,OFFICE237&&6110111009,0,0
33210,OFFICE197&&8707909003,0,0
33211,OFFICE204&&3910000010,0,0
33212,OFFICE109&&3921901000,0,2
33213,OFFICE187&&8708309109,0,0
33214,OFFICE136&&7407290009,0,0
33215,OFFICE134&&4819400000,0,0
33216,OFFICE122&&5807101010,0,0
33217,OFFICE185&&6310900090,0,2
33218,OFFICE298&&9018191000,0,0
33219,OFFICE185&&8471500001,0,0
33220,OFFICE289&&8538909909,0,0
33221,OFFICE211&&3912909000,0,0
33222,OFFICE100&&4819200090,0,0
33223,OFFICE134&&2849200000,0,0
33224,OFFICE214&&3908100000,0,0
33225,OFFICE152&&9017900009,0,0
33226,OFFICE178&&6306220000,0,0
33227,OFFICE134&&3506990099,0,0
33228,OFFICE298&&8708999730,0,0
33229,OFFICE113&&3926909779,0,0
33230,OFFICE100&&8708999793,0,2
33231,OFFICE214&&7318155950,0,0
33232,OFFICE237&&9503004902,0,2
33233,OFFICE127&&406303100,0,0
33234,OFFICE246&&8526918000,0,0
33235,OFFICE178&&8536699010,0,0
33236,OFFICE222&&6112399099,0,0
33237,OFFICE127&&3921909009,0,0
33238,OFFICE168&&8536501599,0,0
33239,OFFICE152&&7907000099,0,0
33240,OFFICE141&&8703229018,0,0
33241,OFFICE287&&3921120000,0,0
33242,OFFICE134&&7615101005,0,0
33243,OFFICE178&&5211499000,0,2
33244,OFFICE127&&9609909099,0,0
33245,OFFICE168&&5516140000,0,0
33246,OFFICE223&&3004310010,0,2
33247,OFFICE134&&2302309001,0,0
33248,OFFICE127&&8518210010,0,0
33249,OFFICE237&&5607501110,0,0
33250,OFFICE168&&8536209090,0,0
33251,OFFICE237&&3302909001,0,0
33252,OFFICE237&&3925100090,0,0
33253,OFFICE197&&7318153050,0,0
33254,OFFICE109&&3822000009,0,0
33255,OFFICE186&&2201101900,0,2
33256,OFFICE127&&5208520000,0,0
33257,OFFICE162&&2208906909,0,0
33258,OFFICE117&&8443321020,0,0
33259,OFFICE197&&5903209000,0,0
33260,OFFICE214&&7604101090,0,2
33261,OFFICE35&&3602009000,0,0
33262,OFFICE23&&7308209000,0,0
33263,OFFICE81&&7007210000,0,2
33264,OFFICE40&&8509800000,0,0
33265,OFFICE78&&7225990000,0,0
33266,OFFICE66&&8448590000,0,2
33267,OFFICE45&&5501200000,0,2
33268,OFFICE94&&8704900091,0,0
33269,OFFICE92&&8527290000,0,0
33270,OFFICE35&&8543700000,0,0
33271,OFFICE141&&5408100000,0,0
33272,OFFICE252&&9026108901,0,0
33273,OFFICE100&&4410115000,0,2
33274,OFFICE223&&8537109903,0,2
33275,OFFICE197&&3925300000,0,0
33276,OFFICE185&&4011209020,0,0
33277,OFFICE292&&9608600000,0,0
33278,OFFICE127&&8506808009,0,0
33279,OFFICE185&&1901909901,0,2
33280,OFFICE140&&3926909239,0,2
33281,OFFICE111&&8302415002,0,2
33282,OFFICE100&&6210101004,0,0
33283,OFFICE279&&8203400000,0,2
33284,OFFICE162&&7323920009,0,0
33285,OFFICE122&&8443999050,0,2
33286,OFFICE196&&8518302000,0,2
33287,OFFICE297&&8704229195,0,2
33288,OFFICE113&&4421909799,0,0
33289,OFFICE162&&3925300000,0,0
33290,OFFICE136&&6310900090,0,2
33291,OFFICE117&&5705008002,0,0
33292,OFFICE168&&4203291000,0,0
33293,OFFICE105&&9401903000,0,2
33294,OFFICE126&&7217909090,0,0
33295,OFFICE134&&8504108009,0,2
33296,OFFICE214&&6203423509,0,0
33297,OFFICE126&&604901900,0,0
33298,OFFICE210&&9025192090,0,2
33299,OFFICE297&&6309000002,0,2
33300,OFFICE246&&5209390000,0,0
33301,OFFICE298&&8466922000,0,0
33302,OFFICE51&&1006301000,0,2
33303,OFFICE94&&6902900000,0,2
33304,OFFICE23&&2815120000,0,0
33305,OFFICE51&&8433900000,0,0
33306,OFFICE66&&1107100000,0,0
33307,OFFICE51&&7208270000,0,0
33308,OFFICE88&&8467920000,0,0
33309,OFFICE92&&8711309000,0,2
33310,OFFICE88&&303780000,0,0
33311,OFFICE92&&8205900000,0,2
33312,OFFICE81&&404900000,0,0
33313,OFFICE299&&8438900090,0,2
33314,OFFICE187&&2515120011,0,2
33315,OFFICE136&&8708299009,0,0
33316,OFFICE162&&8311100000,0,0
33317,OFFICE168&&2930909999,0,0
33318,OFFICE186&&8504408400,0,0
33319,OFFICE298&&8481309909,0,0
33320,OFFICE167&&3204110000,0,2
33321,OFFICE197&&8477100000,0,0
33322,OFFICE178&&6505009014,0,0
33323,OFFICE246&&4107121910,0,0
33324,OFFICE296&&406909209,0,2
33325,OFFICE186&&9503003019,0,2
33326,OFFICE132&&8423109009,0,2
33327,OFFICE289&&6104420009,0,0
33328,OFFICE297&&5807109090,0,2
33329,OFFICE109&&6201190097,0,0
33330,OFFICE197&&3209100090,0,0
33331,OFFICE168&&8523529099,0,0
33332,OFFICE210&&4816200000,0,2
33333,OFFICE222&&5209420000,0,0
33334,OFFICE122&&910999101,0,0
33335,OFFICE214&&7601100000,0,0
33336,OFFICE296&&5807101090,0,0
33337,OFFICE187&&8471606000,0,0
33338,OFFICE214&&9608101090,0,2
33339,OFFICE127&&8704213961,0,0
33340,OFFICE237&&8431100003,0,0
33341,OFFICE237&&7508900090,0,0
33342,OFFICE204&&3701990002,0,0
33343,OFFICE237&&8703239012,0,2
33344,OFFICE185&&802908509,0,2
33345,OFFICE185&&8523495100,0,2
33346,OFFICE180&&9406003100,0,0
33347,OFFICE168&&2918290009,0,0
33348,OFFICE178&&8539229010,0,0
33349,OFFICE167&&901220006,0,0
33350,OFFICE298&&8537109100,0,0
33351,OFFICE117&&8302100001,0,2
33352,OFFICE292&&8207701000,0,0
33353,OFFICE292&&3105300000,0,0
33354,OFFICE100&&8424890010,0,0
33355,OFFICE127&&8214200000,0,0
33356,OFFICE298&&7018901009,0,0
33357,OFFICE134&&3921120000,0,0
33358,OFFICE289&&8421392000,0,0
33359,OFFICE167&&3923509001,0,0
33360,OFFICE185&&3912310000,0,0
33361,OFFICE204&&8447208009,0,0
33362,OFFICE92&&8536690000,0,2
33363,OFFICE34&&4411120000,0,0
33364,OFFICE51&&8480500000,0,0
33365,OFFICE76&&4802550056,0,2
33366,OFFICE45&&4804190000,0,0
33367,OFFICE246&&8704219969,0,0
33368,OFFICE113&&3307200000,0,0
33369,OFFICE126&&8504408400,0,0
33370,OFFICE136&&2710121110,0,0
33371,OFFICE237&&5804219000,0,0
33372,OFFICE296&&6304199009,0,0
33373,OFFICE222&&8541210000,0,2
33374,OFFICE111&&4805400000,0,0
33375,OFFICE292&&2520200000,0,0
33376,OFFICE288&&7326200010,0,2
33377,OFFICE127&&8536101001,0,0
33378,OFFICE186&&2208201200,0,0
33379,OFFICE204&&1516209801,0,0
33380,OFFICE186&&4809901000,0,0
33381,OFFICE237&&701100000,0,2
33382,OFFICE298&&3206497009,0,0
33383,OFFICE162&&8536419000,0,0
33384,OFFICE197&&6210109809,0,2
33385,OFFICE141&&9025192090,0,0
33386,OFFICE223&&6103490098,0,0
33387,OFFICE299&&7418200001,0,0
33388,OFFICE197&&6301909000,0,0
33389,OFFICE109&&9029900000,0,0
33390,OFFICE204&&8419899899,0,0
33391,OFFICE113&&6406909094,0,2
33392,OFFICE100&&6802920000,0,0
33393,OFFICE296&&8214900091,0,2
33394,OFFICE214&&2009120000,0,0
33395,OFFICE214&&7209169000,0,2
33396,OFFICE45&&3808920000,0,2
33397,OFFICE23&&2905120000,0,0
33398,OFFICE41&&8409990000,0,2
33399,OFFICE94&&8431310000,0,2
33400,OFFICE35&&2103909091,0,2
33401,OFFICE24&&8528410000,0,2
33402,OFFICE87&&8429590000,0,0
33403,OFFICE84&&4412940000,0,0
33404,OFFICE40&&8462390000,0,0
33405,OFFICE23&&3922100000,0,0
33406,OFFICE60&&5603120000,0,0
33407,OFFICE214&&5208310000,0,0
33408,OFFICE237&&2710198190,0,0
33409,OFFICE234&&8482109000,0,0
33410,OFFICE204&&9612101009,0,0
33411,OFFICE127&&3403910000,0,0
33412,OFFICE237&&5407510000,0,0
33413,OFFICE214&&8426190090,0,0
33414,OFFICE210&&5606009910,0,2
33415,OFFICE127&&8701201090,0,0
33416,OFFICE180&&5808900098,0,0
33417,OFFICE214&&8533100000,0,0
33418,OFFICE185&&8451300000,0,0
33419,OFFICE297&&8481804000,0,0
33420,OFFICE113&&8544429020,0,2
33421,OFFICE113&&3208209090,0,2
33422,OFFICE134&&7315890000,0,2
33423,OFFICE220&&6203221009,0,0
33424,OFFICE214&&3306100000,0,0
33425,OFFICE296&&3909501090,0,0
33426,OFFICE197&&4205001901,0,0
33427,OFFICE109&&7318156150,0,0
33428,OFFICE299&&5508101001,0,0
33429,OFFICE298&&4412998500,0,0
33430,OFFICE162&&2836200000,0,2
33431,OFFICE287&&8203200004,0,0
33432,OFFICE162&&9022900009,0,0
33433,OFFICE127&&8708109000,0,0
33434,OFFICE187&&3102600000,0,0
33435,OFFICE122&&307591000,0,0
33436,OFFICE298&&3917229000,0,0
33437,OFFICE127&&7323990008,0,0
33438,OFFICE136&&5513210000,0,0
33439,OFFICE109&&8544429019,0,0
33440,OFFICE288&&3306100000,0,2
33441,OFFICE111&&9014100000,0,0
33442,OFFICE197&&3913900009,0,2
33443,OFFICE111&&6110209909,0,2
33444,OFFICE289&&8482200000,0,0
33445,OFFICE296&&2814100000,0,0
33446,OFFICE127&&4113200000,0,0
33447,OFFICE162&&7309009090,0,0
33448,OFFICE126&&8708999793,0,2
33449,OFFICE214&&4803003100,0,0
33450,OFFICE211&&8414802210,0,0
33451,OFFICE127&&9022190010,0,0
33452,OFFICE45&&8423820000,0,0
33453,OFFICE18&&9610000000,0,0
33454,OFFICE59&&3300000000,0,0
33455,OFFICE51&&7010901200,0,0
33456,OFFICE59&&8421310000,0,2
33457,OFFICE92&&3304200000,0,0
33458,OFFICE41&&8518500000,0,2
33459,OFFICE18&&2818300000,0,0
33460,OFFICE45&&8478900000,0,0
33461,OFFICE34&&4811900099,0,2
33462,OFFICE84&&8473300000,0,0
33463,OFFICE51&&7321119019,0,2
33464,OFFICE141&&3303009099,0,0
33465,OFFICE197&&4411141002,0,0
33466,OFFICE174&&4804119001,0,0
33467,OFFICE187&&7318165090,0,0
33468,OFFICE126&&7403210000,0,2
33469,OFFICE204&&6404209009,0,0
33470,OFFICE186&&8408902790,0,0
33471,OFFICE127&&3905999091,0,0
33472,OFFICE214&&4911910003,0,0
33473,OFFICE185&&8703231961,0,0
33474,OFFICE109&&8708301009,0,2
33475,OFFICE296&&9018908439,0,2
33476,OFFICE299&&8408902710,0,0
33477,OFFICE152&&3809910000,0,0
33478,OFFICE126&&8413910002,0,0
33479,OFFICE134&&1901100030,0,0
33480,OFFICE187&&8703329093,0,0
33481,OFFICE134&&4421909799,0,0
33482,OFFICE162&&8708309105,0,0
33483,OFFICE196&&3306100000,0,0
33484,OFFICE111&&8487109000,0,0
33485,OFFICE100&&8453200000,0,0
33486,OFFICE162&&3907919000,0,0
33487,OFFICE111&&8301409001,0,0
33488,OFFICE168&&4819200090,0,0
33489,OFFICE134&&4105301000,0,0
33490,OFFICE127&&9026802090,0,0
33491,OFFICE141&&4010390099,0,0
33492,OFFICE185&&8507903000,0,2
33493,OFFICE178&&8424300800,0,2
33494,OFFICE237&&9031803809,0,0
33495,OFFICE185&&7318165090,0,0
33496,OFFICE24&&7321111012,0,0
33497,OFFICE34&&8535400000,0,0
33498,OFFICE23&&8436100000,0,2
33499,OFFICE96&&8704900091,0,0
33500,OFFICE51&&3003900000,0,0
33501,OFFICE81&&7215900000,0,0
33502,OFFICE40&&8215990000,0,0
33503,OFFICE60&&2814200000,0,0
33504,OFFICE81&&8426410000,0,0
33505,OFFICE96&&8483400000,0,0
33506,OFFICE34&&8473400000,0,0
33507,OFFICE23&&6809110000,0,0
33508,OFFICE196&&8504409090,0,0
33509,OFFICE298&&8504312100,0,2
33510,OFFICE237&&9026808090,0,0
33511,OFFICE187&&6206400008,0,0
33512,OFFICE187&&8473508000,0,0
33513,OFFICE237&&4107121910,0,0
33514,OFFICE298&&8541409009,0,0
33515,OFFICE222&&7318165090,0,2
33516,OFFICE100&&7606129900,0,0
33517,OFFICE197&&8704219969,0,0
33518,OFFICE299&&4202221000,0,0
33519,OFFICE237&&8504509502,0,0
33520,OFFICE127&&8453200000,0,0
33521,OFFICE237&&4010120009,0,2
33522,OFFICE100&&3303009092,0,0
33523,OFFICE141&&7005293509,0,0
33524,OFFICE237&&8609009010,0,0
33525,OFFICE204&&9031803400,0,0
33526,OFFICE222&&5407440000,0,0
33527,OFFICE298&&5901900002,0,2
33528,OFFICE298&&6209200000,0,0
33529,OFFICE214&&9608600000,0,2
33530,OFFICE298&&6203423102,0,0
33531,OFFICE296&&3923501000,0,0
33532,OFFICE237&&3916909009,0,0
33533,OFFICE185&&2402100009,0,0
33534,OFFICE287&&9603301000,0,0
33535,OFFICE186&&8504403080,0,2
33536,OFFICE298&&5407710000,0,0
33537,OFFICE134&&3916200000,0,0
33538,OFFICE214&&8211910099,0,0
33539,OFFICE298&&8545901000,0,0
33540,OFFICE296&&6110209101,0,0
33541,OFFICE127&&4005990000,0,2
33542,OFFICE187&&8473302009,0,0
33543,OFFICE197&&8413308091,0,0
33544,OFFICE287&&5603921000,0,2
33545,OFFICE237&&8536501996,0,0
33546,OFFICE24&&8711309000,0,0
33547,OFFICE24&&9603900000,0,0
33548,OFFICE51&&8471700079,0,0
33549,OFFICE76&&7210700071,0,0
33550,OFFICE76&&8421290000,0,2
33551,OFFICE76&&8468800000,0,0
33552,OFFICE52&&8408900000,0,2
33553,OFFICE84&&210200000,0,0
33554,OFFICE40&&8480500000,0,0
33555,OFFICE60&&4813200000,0,2
33556,OFFICE185&&6204623909,0,0
33557,OFFICE237&&3917390009,0,0
33558,OFFICE237&&5205230009,0,0
33559,OFFICE152&&4016999110,0,0
33560,OFFICE105&&2915290009,0,0
33561,OFFICE187&&6203423501,0,0
33562,OFFICE162&&8467219100,0,0
33563,OFFICE289&&3920920000,0,2
33564,OFFICE168&&8481401000,0,0
33565,OFFICE109&&8523499900,0,0
33566,OFFICE134&&5408340000,0,0
33567,OFFICE134&&2503001004,0,0
33568,OFFICE141&&6215200001,0,2
33569,OFFICE111&&9031908500,0,0
33570,OFFICE187&&2905310000,0,2
33571,OFFICE127&&8481309100,0,0
33572,OFFICE111&&8421290099,0,0
33573,OFFICE186&&2710194890,0,0
33574,OFFICE168&&8443991090,0,2
33575,OFFICE246&&3925902000,0,2
33576,OFFICE237&&8207703701,0,0
33577,OFFICE292&&8452300000,0,0
33578,OFFICE117&&4804398000,0,2
33579,OFFICE298&&6117801099,0,0
33580,OFFICE60&&7304900000,0,0
33581,OFFICE81&&3904100000,0,0
33582,OFFICE96&&5509520000,0,0
33583,OFFICE60&&3810900000,0,2
33584,OFFICE96&&8418100011,0,0
33585,OFFICE40&&6806100000,0,0
33586,OFFICE92&&6911100000,0,0
33587,OFFICE87&&8452100000,0,0
33588,OFFICE92&&1806200000,0,0
33589,OFFICE76&&4811410043,0,0
33590,OFFICE66&&3600000000,0,0
33591,OFFICE92&&1604150000,0,2
33592,OFFICE84&&8455210000,0,0
33593,OFFICE88&&2103909091,0,0
33594,OFFICE51&&2914220000,0,0
33595,OFFICE52&&7307990000,0,0
33596,OFFICE24&&9404100000,0,0
33597,OFFICE141&&5407510000,0,0
33598,OFFICE186&&8504900500,0,0
33599,OFFICE299&&4113200000,0,0
33600,OFFICE289&&804100003,0,0
33601,OFFICE211&&8708939002,0,0
33602,OFFICE134&&4107199011,0,0
33603,OFFICE180&&7302105000,0,0
33604,OFFICE211&&2005202000,0,0
33605,OFFICE100&&6211331003,0,0
33606,OFFICE162&&8481309100,0,0
33607,OFFICE296&&7321900030,0,0
33608,OFFICE299&&8708109000,0,0
33609,OFFICE109&&8544429092,0,0
33610,OFFICE288&&5211590000,0,2
33611,OFFICE127&&8479820000,0,0
33612,OFFICE298&&6110209109,0,0
33613,OFFICE186&&3004900090,0,0
33614,OFFICE134&&8517620095,0,0
33615,OFFICE134&&5911909020,0,0
33616,OFFICE246&&7412200000,0,0
33617,OFFICE187&&4811419010,0,0
33618,OFFICE187&&8214900099,0,2
33619,OFFICE127&&8536700010,0,0
33620,OFFICE234&&6302600010,0,0
33621,OFFICE252&&8704319941,0,0
33622,OFFICE298&&4016950099,0,2
33623,OFFICE127&&2833240000,0,0
33624,OFFICE299&&8301300000,0,2
33625,OFFICE41&&7013490000,0,0
33626,OFFICE51&&4802550056,0,0
33627,OFFICE16&&8207600000,0,2
33628,OFFICE60&&8407340000,0,0
33629,OFFICE23&&8402190000,0,0
33630,OFFICE92&&3907600061,0,2
33631,OFFICE60&&8708500000,0,0
33632,OFFICE94&&7321900000,0,0
33633,OFFICE24&&403900099,0,2
33634,OFFICE24&&7117190000,0,0
33635,OFFICE60&&3922100000,0,2
33636,OFFICE24&&4805250000,0,0
33637,OFFICE40&&3917310000,0,0
33638,OFFICE41&&8419900000,0,0
33639,OFFICE52&&9105290000,0,0
33640,OFFICE87&&8424200000,0,0
33641,OFFICE84&&6406200000,0,0
33642,OFFICE100&&6105100009,0,0
33643,OFFICE168&&8702101900,0,2
33644,OFFICE141&&4811900071,0,0
33645,OFFICE211&&3923210000,0,0
33646,OFFICE178&&7315810000,0,0
33647,OFFICE127&&8426120090,0,0
33648,OFFICE237&&8202400000,0,0
33649,OFFICE197&&8501539900,0,0
33650,OFFICE168&&8443999090,0,2
33651,OFFICE185&&3304990002,0,0
33652,OFFICE214&&8526912000,0,2
33653,OFFICE174&&7312102000,0,0
33654,OFFICE168&&8426190090,0,0
33655,OFFICE174&&3203001002,0,0
33656,OFFICE214&&7502100000,0,2
33657,OFFICE197&&3923309000,0,2
33658,OFFICE233&&3808949019,0,2
33659,OFFICE299&&5209320000,0,0
33660,OFFICE126&&2901100009,0,0
33661,OFFICE141&&6214900009,0,2
33662,OFFICE296&&4823908596,0,0
33663,OFFICE237&&9607209010,0,0
33664,OFFICE185&&3204110000,0,0
33665,OFFICE141&&8501539900,0,0
33666,OFFICE185&&8421990090,0,0
33667,OFFICE204&&8536201010,0,0
33668,OFFICE111&&7228306900,0,0
33669,OFFICE246&&3304990002,0,2
33670,OFFICE237&&2905220000,0,0
33671,OFFICE298&&7326909854,0,2
33672,OFFICE220&&9608109990,0,2
33673,OFFICE288&&3004900019,0,0
33674,OFFICE105&&3923509001,0,0
33675,OFFICE168&&8539299898,0,2
33676,OFFICE298&&3307900001,0,0
33677,OFFICE167&&2916199500,0,0
33678,OFFICE223&&7413000000,0,2
33679,OFFICE187&&6204420009,0,0
33680,OFFICE210&&8413810030,0,0
33681,OFFICE210&&7318156950,0,0
33682,OFFICE196&&8447202009,0,0
33683,OFFICE81&&6310900091,0,0
33684,OFFICE92&&8418690000,0,0
33685,OFFICE60&&8450190000,0,2
33686,OFFICE81&&8431390000,0,2
33687,OFFICE59&&3002100000,0,0
33688,OFFICE87&&3811210000,0,2
33689,OFFICE40&&6209300000,0,0
33690,OFFICE94&&8424819000,0,0
33691,OFFICE76&&8403900000,0,0
33692,OFFICE18&&2834290000,0,0
33693,OFFICE59&&3920690000,0,0
33694,OFFICE127&&7604291090,0,0
33695,OFFICE185&&2526200009,0,0
33696,OFFICE185&&6104430009,0,0
33697,OFFICE141&&6406909092,0,0
33698,OFFICE298&&8443329100,0,0
33699,OFFICE186&&6112419009,0,2
33700,OFFICE186&&6212900099,0,0
33701,OFFICE214&&4407999800,0,0
33702,OFFICE168&&8420918000,0,0
33703,OFFICE187&&4015190009,0,2
33704,OFFICE214&&8907100000,0,2
33705,OFFICE167&&8704229991,0,0
33706,OFFICE187&&7309009090,0,0
33707,OFFICE134&&7318157090,0,0
33708,OFFICE204&&7319901000,0,0
33709,OFFICE186&&7228306100,0,2
33710,OFFICE197&&9013809092,0,0
33711,OFFICE180&&8433591900,0,0
33712,OFFICE220&&8504901801,0,2
33713,OFFICE197&&8517620032,0,0
33714,OFFICE292&&8477809901,0,2
33715,OFFICE186&&8413910009,0,0
33716,OFFICE187&&7010100000,0,0
33717,OFFICE204&&5603111000,0,0
33718,OFFICE196&&3214101099,0,2
33719,OFFICE168&&8302420004,0,0
33720,OFFICE127&&8704319941,0,0
33721,OFFICE297&&3919101900,0,0
33722,OFFICE141&&9031803200,0,0
33723,OFFICE162&&7314190009,0,0
33724,OFFICE287&&9027801709,0,2
33725,OFFICE134&&9506919000,0,0
33726,OFFICE296&&5515111000,0,0
33727,OFFICE100&&3918900010,0,0
33728,OFFICE187&&6207910003,0,0
33729,OFFICE292&&8544609090,0,2
33730,OFFICE197&&3906100009,0,0
33731,OFFICE211&&3301299190,0,2
33732,OFFICE297&&8544499300,0,0
33733,OFFICE134&&7016100000,0,0
33734,OFFICE197&&3922900009,0,0
33735,OFFICE296&&8716310000,0,0
33736,OFFICE296&&7607119000,0,0
33737,OFFICE186&&3003200010,0,0
33738,OFFICE52&&2516120000,0,2
33739,OFFICE60&&2941900000,0,0
33740,OFFICE84&&2103909099,0,2
33741,OFFICE24&&8703332200,0,0
33742,OFFICE45&&8475900000,0,0
33743,OFFICE35&&6103290000,0,0
33744,OFFICE76&&8452290000,0,0
33745,OFFICE60&&7407100000,0,2
33746,OFFICE94&&4902900000,0,0
33747,OFFICE24&&8516500000,0,0
33748,OFFICE40&&3004320000,0,0
33749,OFFICE40&&6116920094,0,2
33750,OFFICE40&&7310000000,0,0
33751,OFFICE34&&2916190000,0,0
33752,OFFICE96&&3301299000,0,0
33753,OFFICE87&&8414800081,0,0
33754,OFFICE40&&8507200000,0,0
33755,OFFICE81&&8523400000,0,0
33756,OFFICE59&&2101200000,0,2
33757,OFFICE87&&9010900000,0,2
33758,OFFICE92&&3917390000,0,0
33759,OFFICE35&&7308909000,0,0
33760,OFFICE296&&6211339008,0,0
33761,OFFICE204&&8302411009,0,0
33762,OFFICE204&&904220009,0,2
33763,OFFICE187&&8507108000,0,0
33764,OFFICE237&&9018501009,0,0
33765,OFFICE174&&8003000070,0,0
33766,OFFICE298&&3505105000,0,0
33767,OFFICE187&&6005329000,0,0
33768,OFFICE186&&4202911090,0,0
33769,OFFICE243&&3923309000,0,0
33770,OFFICE298&&3506100000,0,0
33771,OFFICE162&&5202990000,0,0
33772,OFFICE152&&8536508096,0,0
33773,OFFICE204&&8425490009,0,2
33774,OFFICE132&&8413302000,0,0
33775,OFFICE196&&3909200090,0,0
33776,OFFICE136&&8542319090,0,0
33777,OFFICE132&&5509210009,0,0
33778,OFFICE214&&6403991100,0,0
33779,OFFICE296&&3905999091,0,0
33780,OFFICE168&&8523519300,0,0
33781,OFFICE167&&4819500000,0,0
33782,OFFICE222&&4013900009,0,0
33783,OFFICE109&&7211908000,0,2
33784,OFFICE113&&8716398090,0,0
33785,OFFICE296&&7010905301,0,0
33786,OFFICE237&&8521900000,0,0
33787,OFFICE186&&8716800009,0,0
33788,OFFICE141&&4407999100,0,2
33789,OFFICE237&&2712209090,0,0
33790,OFFICE123&&8506501000,0,0
33791,OFFICE298&&8515900000,0,0
33792,OFFICE204&&3208909111,0,0
33793,OFFICE113&&8418290009,0,0
33794,OFFICE185&&4823908596,0,0
33795,OFFICE185&&9018908490,0,0
33796,OFFICE297&&4002200000,0,0
33797,OFFICE127&&4203400000,0,0
33798,OFFICE141&&3923509001,0,0
33799,OFFICE298&&2205101001,0,0
33800,OFFICE87&&3917231000,0,0
33801,OFFICE45&&2401100000,0,0
33802,OFFICE81&&2833220000,0,0
33803,OFFICE81&&3505200000,0,0
33804,OFFICE34&&6217100000,0,0
33805,OFFICE59&&2302100000,0,0
33806,OFFICE94&&2516110000,0,0
33807,OFFICE59&&8703241230,0,0
33808,OFFICE60&&8425490000,0,0
33809,OFFICE134&&8513100090,0,0
33810,OFFICE127&&5401201000,0,0
33811,OFFICE296&&8512200019,0,0
33812,OFFICE233&&7318169990,0,0
33813,OFFICE105&&4113900000,0,0
33814,OFFICE174&&7304410000,0,0
33815,OFFICE174&&8466922000,0,0
33816,OFFICE127&&2935009009,0,0
33817,OFFICE109&&2933299000,0,0
33818,OFFICE298&&3403199091,0,0
33819,OFFICE136&&3809930000,0,2
33820,OFFICE141&&8421990090,0,0
33821,OFFICE186&&8207709000,0,2
33822,OFFICE222&&2005208009,0,0
33823,OFFICE204&&6403511900,0,0
33824,OFFICE204&&8504403019,0,0
33825,OFFICE178&&5509690000,0,2
33826,OFFICE100&&5204200000,0,0
33827,OFFICE141&&8431430000,0,0
33828,OFFICE105&&3208109090,0,0
33829,OFFICE134&&6204440009,0,0
33830,OFFICE243&&7117900002,0,0
33831,OFFICE237&&9032900000,0,0
33832,OFFICE141&&6116920000,0,0
33833,OFFICE127&&1302197003,0,0
33834,OFFICE187&&8483102909,0,0
33835,OFFICE187&&3206190000,0,2
33836,OFFICE127&&6908909199,0,0
33837,OFFICE296&&4002600000,0,0
33838,OFFICE279&&7204290000,0,2
33839,OFFICE109&&2505900000,0,2
33840,OFFICE117&&3923210000,0,0
33841,OFFICE299&&6204520009,0,0
33842,OFFICE214&&403109900,0,0
33843,OFFICE134&&2915500000,0,0
33844,OFFICE237&&8429590000,0,0
33845,OFFICE60&&8703321218,0,0
33846,OFFICE35&&7010902122,0,0
33847,OFFICE51&&1515300000,0,0
33848,OFFICE40&&1006301000,1,2
33849,OFFICE34&&2707500000,0,0
33850,OFFICE24&&9007110000,0,2
33851,OFFICE35&&8302490000,0,2
33852,OFFICE94&&5404190000,0,2
33853,OFFICE45&&3707900000,0,0
33854,OFFICE60&&8302100000,0,2
33855,OFFICE52&&8468900000,0,0
33856,OFFICE24&&8544490000,0,0
33857,OFFICE18&&3702100000,0,0
33858,OFFICE16&&8474390000,0,0
33859,OFFICE92&&2208600000,0,2
33860,OFFICE109&&3920629000,0,0
33861,OFFICE185&&8429590000,0,0
33862,OFFICE117&&8708309909,0,0
33863,OFFICE204&&8443321090,0,0
33864,OFFICE123&&8716393000,0,0
33865,OFFICE113&&8526920009,0,0
33866,OFFICE127&&2835260001,0,0
33867,OFFICE204&&2208501101,0,0
33868,OFFICE185&&1302197003,0,0
33869,OFFICE186&&2208701003,0,0
33870,OFFICE113&&8405100091,0,2
33871,OFFICE113&&6109902008,0,0
33872,OFFICE296&&8438801000,0,0
33873,OFFICE127&&6809110000,0,0
33874,OFFICE196&&8309100000,0,2
33875,OFFICE168&&7407211000,0,0
33876,OFFICE237&&6403911600,0,0
