,OFFICE&&ORIGIN.CODE,OFFICE&&ORIGIN.CODE_illicit_Qsum,OFFICE&&ORIGIN.CODE_illicit_Qrate
5178,OFFICE94&&CNTRY215,0,3
5179,OFFICE18&&CNTRY328,0,0
5180,OFFICE84&&CNTRY398,0,3
5181,OFFICE113&&CNTRY527,0,0
5182,OFFICE287&&CNTRY713,0,0
5183,OFFICE246&&CNTRY819,0,0
5184,OFFICE296&&CNTRY171,0,0
5185,OFFICE122&&CNTRY709,0,3
5186,OFFICE211&&CNTRY317,0,0
5187,OFFICE288&&CNTRY863,0,3
5188,OFFICE111&&CNTRY555,0,3
5189,OFFICE45&&CNTRY328,0,0
5190,OFFICE66&&CNTRY637,0,0
5191,OFFICE76&&CNTRY528,0,3
5192,OFFICE88&&CNTRY321,0,3
5193,OFFICE18&&CNTRY554,0,0
5194,OFFICE287&&CNTRY701,0,3
5195,OFFICE140&&CNTRY166,0,3
5196,OFFICE196&&CNTRY843,0,3
5197,OFFICE296&&CNTRY445,0,3
5198,OFFICE134&&CNTRY625,0,0
5199,OFFICE243&&CNTRY252,0,0
5200,OFFICE52&&CNTRY713,0,3
5201,OFFICE23&&CNTRY311,0,3
5202,OFFICE234&&CNTRY558,0,0
5203,OFFICE222&&CNTRY277,0,0
5204,OFFICE187&&CNTRY866,0,0
5205,OFFICE296&&CNTRY323,0,3
5206,OFFICE162&&CNTRY216,0,0
5207,OFFICE126&&CNTRY284,0,3
5208,OFFICE292&&CNTRY716,0,3
5209,OFFICE234&&CNTRY456,0,3
5210,OFFICE152&&CNTRY485,0,3
5211,OFFICE211&&CNTRY215,0,3
5212,OFFICE24&&CNTRY343,0,0
5213,OFFICE23&&CNTRY438,0,3
5214,OFFICE66&&CNTRY846,0,3
5215,OFFICE76&&CNTRY866,0,3
5216,OFFICE96&&CNTRY546,0,3
5217,OFFICE287&&CNTRY959,0,0
5218,OFFICE297&&CNTRY379,0,0
5219,OFFICE167&&CNTRY656,0,0
5220,OFFICE252&&CNTRY687,0,3
5221,OFFICE297&&CNTRY975,0,0
5222,OFFICE18&&CNTRY113,0,3
5223,OFFICE34&&CNTRY317,0,3
5224,OFFICE41&&CNTRY863,0,3
5225,OFFICE126&&CNTRY140,0,3
5226,OFFICE100&&CNTRY317,0,0
5227,OFFICE113&&CNTRY830,0,0
5228,OFFICE174&&CNTRY209,0,3
5229,OFFICE141&&CNTRY316,0,3
5230,OFFICE220&&CNTRY930,0,0
5231,OFFICE237&&CNTRY113,0,3
5232,OFFICE84&&CNTRY859,0,3
5233,OFFICE24&&CNTRY171,0,3
5234,OFFICE87&&CNTRY448,0,3
5235,OFFICE18&&CNTRY262,0,3
5236,OFFICE136&&CNTRY837,0,3
5237,OFFICE141&&CNTRY528,0,3
5238,OFFICE100&&CNTRY627,0,3
5239,OFFICE222&&CNTRY166,0,3
5240,OFFICE197&&CNTRY139,0,3
5241,OFFICE211&&CNTRY915,0,3
5242,OFFICE211&&CNTRY771,0,3
5243,OFFICE87&&CNTRY491,0,3
5244,OFFICE204&&CNTRY701,0,3
5245,OFFICE136&&CNTRY113,0,0
5246,OFFICE134&&CNTRY166,0,3
5247,OFFICE234&&CNTRY859,0,3
5248,OFFICE45&&CNTRY701,0,3
5249,OFFICE84&&CNTRY429,0,3
5250,OFFICE66&&CNTRY491,0,0
5251,OFFICE223&&CNTRY747,0,3
5252,OFFICE197&&CNTRY917,0,0
5253,OFFICE113&&CNTRY263,0,0
5254,OFFICE220&&CNTRY654,0,0
5255,OFFICE123&&CNTRY123,0,3
5256,OFFICE204&&CNTRY284,0,3
5257,OFFICE210&&CNTRY139,0,3
5258,OFFICE174&&CNTRY140,0,0
5259,OFFICE123&&CNTRY866,0,0
5260,OFFICE126&&CNTRY866,0,3
5261,OFFICE180&&CNTRY429,0,3
5262,OFFICE35&&CNTRY252,0,3
5263,OFFICE87&&CNTRY939,0,3
5264,OFFICE45&&CNTRY349,0,3
5265,OFFICE66&&CNTRY863,0,3
5266,OFFICE126&&CNTRY576,0,0
5267,OFFICE223&&CNTRY917,0,3
5268,OFFICE162&&CNTRY830,0,3
5269,OFFICE279&&CNTRY429,0,3
5270,OFFICE105&&CNTRY555,0,0
5271,OFFICE196&&CNTRY759,0,0
5272,OFFICE234&&CNTRY654,0,0
5273,OFFICE16&&CNTRY263,0,0
5274,OFFICE84&&CNTRY407,0,3
5275,OFFICE66&&CNTRY764,0,0
5276,OFFICE117&&CNTRY680,0,3
5277,OFFICE220&&CNTRY770,0,0
5278,OFFICE88&&CNTRY984,0,0
5279,OFFICE167&&CNTRY445,0,3
5280,OFFICE134&&CNTRY171,0,3
5281,OFFICE292&&CNTRY528,0,0
5282,OFFICE81&&CNTRY653,0,0
5283,OFFICE87&&CNTRY113,0,3
5284,OFFICE66&&CNTRY830,0,3
5285,OFFICE81&&CNTRY378,0,3
5286,OFFICE211&&CNTRY445,0,0
5287,OFFICE162&&CNTRY445,0,0
5288,OFFICE180&&CNTRY415,0,0
5289,OFFICE140&&CNTRY379,0,3
5290,OFFICE174&&CNTRY321,0,0
5291,OFFICE214&&CNTRY335,0,3
5292,OFFICE126&&CNTRY125,0,0
5293,OFFICE84&&CNTRY546,0,0
5294,OFFICE81&&CNTRY321,0,3
5295,OFFICE18&&CNTRY385,0,3
5296,OFFICE18&&CNTRY321,0,3
5297,OFFICE88&&CNTRY133,0,3
5298,OFFICE34&&CNTRY436,0,3
5299,OFFICE78&&CNTRY364,0,3
5300,OFFICE233&&CNTRY216,0,3
5301,OFFICE180&&CNTRY713,0,0
5302,OFFICE297&&CNTRY859,0,3
5303,OFFICE109&&CNTRY656,0,0
5304,OFFICE134&&CNTRY819,0,3
5305,OFFICE162&&CNTRY335,0,3
5306,OFFICE122&&CNTRY837,0,3
5307,OFFICE214&&CNTRY456,0,3
5308,OFFICE96&&CNTRY216,0,3
5309,OFFICE41&&CNTRY959,0,0
5310,OFFICE78&&CNTRY881,0,3
5311,OFFICE279&&CNTRY689,0,3
5312,OFFICE289&&CNTRY415,0,3
5313,OFFICE100&&CNTRY263,0,3
5314,OFFICE178&&CNTRY819,0,3
5315,OFFICE87&&CNTRY917,0,3
5316,OFFICE252&&CNTRY140,0,0
5317,OFFICE297&&CNTRY215,0,0
5318,OFFICE123&&CNTRY252,0,3
5319,OFFICE111&&CNTRY438,0,0
5320,OFFICE34&&CNTRY364,0,0
5321,OFFICE52&&CNTRY644,0,3
5322,OFFICE78&&CNTRY959,0,0
5323,OFFICE279&&CNTRY284,0,0
5324,OFFICE109&&CNTRY764,0,0
5325,OFFICE196&&CNTRY764,0,0
5326,OFFICE178&&CNTRY656,0,3
5327,OFFICE222&&CNTRY284,0,0
5328,OFFICE204&&CNTRY407,0,3
5329,OFFICE211&&CNTRY701,0,0
5330,OFFICE88&&CNTRY407,0,0
5331,OFFICE52&&CNTRY917,0,3
5332,OFFICE234&&CNTRY759,0,3
5333,OFFICE136&&CNTRY485,0,0
5334,OFFICE134&&CNTRY276,0,3
5335,OFFICE126&&CNTRY687,0,3
5336,OFFICE105&&CNTRY748,0,0
5337,OFFICE196&&CNTRY263,0,0
5338,OFFICE52&&CNTRY995,0,0
5339,OFFICE18&&CNTRY436,0,3
5340,OFFICE279&&CNTRY527,0,3
5341,OFFICE289&&CNTRY171,0,3
5342,OFFICE113&&CNTRY701,0,3
5343,OFFICE296&&CNTRY554,0,0
5344,OFFICE292&&CNTRY415,0,0
5345,OFFICE94&&CNTRY138,0,0
5346,OFFICE111&&CNTRY379,0,0
5347,OFFICE178&&CNTRY562,0,3
5348,OFFICE299&&CNTRY528,0,0
5349,OFFICE211&&CNTRY335,0,3
5350,OFFICE136&&CNTRY917,0,3
5351,OFFICE41&&CNTRY873,0,3
5352,OFFICE18&&CNTRY322,0,3
5353,OFFICE299&&CNTRY618,0,3
5354,OFFICE279&&CNTRY276,0,0
5355,OFFICE289&&CNTRY654,0,3
5356,OFFICE41&&CNTRY701,0,3
5357,OFFICE16&&CNTRY409,0,0
5358,OFFICE34&&CNTRY168,0,3
5359,OFFICE220&&CNTRY335,0,3
5360,OFFICE186&&CNTRY445,0,0
5361,OFFICE126&&CNTRY554,0,3
5362,OFFICE122&&CNTRY653,0,0
5363,OFFICE136&&CNTRY316,0,3
5364,OFFICE41&&CNTRY975,0,0
5365,OFFICE52&&CNTRY709,0,3
5366,OFFICE40&&CNTRY819,0,0
5367,OFFICE88&&CNTRY438,0,0
5368,OFFICE174&&CNTRY113,0,0
5369,OFFICE299&&CNTRY438,0,3
5370,OFFICE100&&CNTRY209,0,0
5371,OFFICE220&&CNTRY389,0,3
5372,OFFICE105&&CNTRY140,0,3
5373,OFFICE132&&CNTRY627,0,0
5374,OFFICE204&&CNTRY962,0,0
5375,OFFICE222&&CNTRY209,0,0
5376,OFFICE24&&CNTRY701,0,3
5377,OFFICE66&&CNTRY701,0,0
5378,OFFICE23&&CNTRY133,0,3
5379,OFFICE297&&CNTRY554,0,3
5380,OFFICE220&&CNTRY351,0,3
5381,OFFICE246&&CNTRY713,0,3
5382,OFFICE180&&CNTRY263,0,3
5383,OFFICE167&&CNTRY716,0,3
5384,OFFICE237&&CNTRY125,0,0
5385,OFFICE41&&CNTRY263,0,3
5386,OFFICE84&&CNTRY311,0,3
5387,OFFICE140&&CNTRY653,0,0
5388,OFFICE299&&CNTRY171,0,3
5389,OFFICE162&&CNTRY674,0,0
5390,OFFICE122&&CNTRY125,0,3
5391,OFFICE84&&CNTRY234,0,3
5392,OFFICE252&&CNTRY843,0,0
5393,OFFICE222&&CNTRY770,0,3
5394,OFFICE132&&CNTRY615,0,3
5395,OFFICE101&&CNTRY713,0,0
5396,OFFICE84&&CNTRY364,0,0
5397,OFFICE287&&CNTRY920,0,0
5398,OFFICE289&&CNTRY555,0,3
5399,OFFICE243&&CNTRY819,0,3
5400,OFFICE223&&CNTRY429,0,3
5401,OFFICE41&&CNTRY745,0,3
5402,OFFICE23&&CNTRY653,0,3
5403,OFFICE84&&CNTRY379,0,0
5404,OFFICE126&&CNTRY863,0,3
5405,OFFICE117&&CNTRY335,0,3
5406,OFFICE117&&CNTRY166,0,3
5407,OFFICE132&&CNTRY322,0,3
5408,OFFICE134&&CNTRY555,0,3
5409,OFFICE94&&CNTRY995,0,3
5410,OFFICE35&&CNTRY184,0,3
5411,OFFICE299&&CNTRY756,0,0
5412,OFFICE132&&CNTRY674,0,3
5413,OFFICE117&&CNTRY390,0,0
5414,OFFICE297&&CNTRY184,0,0
5415,OFFICE178&&CNTRY480,0,0
5416,OFFICE141&&CNTRY407,0,0
5417,OFFICE52&&CNTRY528,0,3
5418,OFFICE123&&CNTRY209,0,3
5419,OFFICE113&&CNTRY980,0,3
5420,OFFICE141&&CNTRY859,0,3
5421,OFFICE223&&CNTRY843,0,3
5422,OFFICE234&&CNTRY930,0,3
5423,OFFICE34&&CNTRY748,0,0
5424,OFFICE92&&CNTRY546,0,3
5425,OFFICE60&&CNTRY379,0,3
5426,OFFICE279&&CNTRY915,0,0
5427,OFFICE167&&CNTRY863,0,0
5428,OFFICE297&&CNTRY843,0,3
5429,OFFICE167&&CNTRY438,0,3
5430,OFFICE117&&CNTRY236,0,3
5431,OFFICE180&&CNTRY323,0,0
5432,OFFICE178&&CNTRY528,0,3
5433,OFFICE297&&CNTRY236,0,3
5434,OFFICE41&&CNTRY919,0,0
5435,OFFICE24&&CNTRY438,0,3
5436,OFFICE111&&CNTRY843,0,0
5437,OFFICE297&&CNTRY716,0,0
5438,OFFICE141&&CNTRY445,0,3
5439,OFFICE66&&CNTRY317,0,3
5440,OFFICE60&&CNTRY962,0,3
5441,OFFICE52&&CNTRY618,0,0
5442,OFFICE88&&CNTRY653,0,0
5443,OFFICE127&&CNTRY528,0,0
5444,OFFICE100&&CNTRY527,0,3
5445,OFFICE196&&CNTRY171,0,3
5446,OFFICE167&&CNTRY759,0,0
5447,OFFICE109&&CNTRY701,0,3
5448,OFFICE136&&CNTRY759,0,0
5449,OFFICE178&&CNTRY995,0,0
5450,OFFICE298&&CNTRY625,0,3
5451,OFFICE127&&CNTRY379,0,0
5452,OFFICE186&&CNTRY527,0,0
5453,OFFICE87&&CNTRY184,0,3
5454,OFFICE292&&CNTRY795,0,0
5455,OFFICE141&&CNTRY756,0,3
5456,OFFICE132&&CNTRY687,0,3
5457,OFFICE299&&CNTRY480,0,3
5458,OFFICE18&&CNTRY138,0,0
5459,OFFICE18&&CNTRY378,0,0
5460,OFFICE141&&CNTRY837,0,0
5461,OFFICE297&&CNTRY962,0,0
5462,OFFICE178&&CNTRY409,0,3
5463,OFFICE111&&CNTRY771,0,3
5464,OFFICE141&&CNTRY323,0,3
5465,OFFICE289&&CNTRY920,0,3
5466,OFFICE35&&CNTRY316,0,0
5467,OFFICE84&&CNTRY995,0,3
5468,OFFICE297&&CNTRY276,0,3
5469,OFFICE140&&CNTRY389,0,3
5470,OFFICE152&&CNTRY920,0,3
5471,OFFICE210&&CNTRY445,0,0
5472,OFFICE35&&CNTRY555,0,3
5473,OFFICE18&&CNTRY701,0,3
5474,OFFICE84&&CNTRY915,0,0
5475,OFFICE96&&CNTRY765,0,3
5476,OFFICE246&&CNTRY653,0,3
5477,OFFICE243&&CNTRY576,0,0
5478,OFFICE162&&CNTRY393,0,3
5479,OFFICE136&&CNTRY184,0,0
5480,OFFICE52&&CNTRY150,0,3
5481,OFFICE45&&CNTRY448,0,3
5482,OFFICE18&&CNTRY409,0,3
5483,OFFICE299&&CNTRY284,0,3
5484,OFFICE101&&CNTRY576,0,0
5485,OFFICE152&&CNTRY140,0,3
5486,OFFICE279&&CNTRY770,0,3
5487,OFFICE16&&CNTRY317,1,3
5488,OFFICE23&&CNTRY379,0,3
5489,OFFICE223&&CNTRY562,0,0
5490,OFFICE126&&CNTRY216,0,0
5491,OFFICE123&&CNTRY284,0,0
5492,OFFICE187&&CNTRY216,0,3
5493,OFFICE220&&CNTRY445,0,3
5494,OFFICE289&&CNTRY687,0,0
5495,OFFICE113&&CNTRY480,0,3
5496,OFFICE136&&CNTRY334,0,0
5497,OFFICE87&&CNTRY919,0,0
5498,OFFICE24&&CNTRY771,0,3
5499,OFFICE66&&CNTRY576,0,0
5500,OFFICE41&&CNTRY859,0,3
5501,OFFICE87&&CNTRY473,0,0
5502,OFFICE196&&CNTRY209,0,3
5503,OFFICE134&&CNTRY576,0,3
5504,OFFICE223&&CNTRY765,0,3
5505,OFFICE174&&CNTRY859,0,3
5506,OFFICE287&&CNTRY689,0,0
5507,OFFICE78&&CNTRY874,0,0
5508,OFFICE66&&CNTRY920,0,0
5509,OFFICE252&&CNTRY881,0,3
5510,OFFICE246&&CNTRY747,0,3
5511,OFFICE101&&CNTRY747,0,0
5512,OFFICE41&&CNTRY830,0,0
5513,OFFICE109&&CNTRY785,0,3
5514,OFFICE40&&CNTRY252,0,3
5515,OFFICE101&&CNTRY393,0,3
5516,OFFICE141&&CNTRY125,0,3
5517,OFFICE66&&CNTRY554,0,3
5518,OFFICE243&&CNTRY975,0,3
5519,OFFICE222&&CNTRY323,0,0
5520,OFFICE178&&CNTRY884,0,3
5521,OFFICE288&&CNTRY830,0,0
5522,OFFICE167&&CNTRY615,0,3
5523,OFFICE66&&CNTRY389,0,3
5524,OFFICE84&&CNTRY830,0,3
5525,OFFICE279&&CNTRY674,0,0
5526,OFFICE233&&CNTRY837,0,0
5527,OFFICE134&&CNTRY379,0,0
5528,OFFICE84&&CNTRY168,0,3
5529,OFFICE66&&CNTRY555,0,3
5530,OFFICE16&&CNTRY830,0,3
5531,OFFICE117&&CNTRY765,0,3
5532,OFFICE105&&CNTRY321,0,0
5533,OFFICE123&&CNTRY113,0,0
5534,OFFICE113&&CNTRY959,0,3
5535,OFFICE152&&CNTRY252,0,0
5536,OFFICE94&&CNTRY562,0,3
5537,OFFICE66&&CNTRY407,0,0
5538,OFFICE81&&CNTRY863,0,3
5539,OFFICE211&&CNTRY334,0,3
5540,OFFICE113&&CNTRY316,0,0
5541,OFFICE298&&CNTRY480,0,0
5542,OFFICE152&&CNTRY980,0,0
5543,OFFICE101&&CNTRY438,0,0
5544,OFFICE126&&CNTRY236,0,0
5545,OFFICE186&&CNTRY915,0,3
5546,OFFICE196&&CNTRY917,0,0
5547,OFFICE243&&CNTRY625,0,0
5548,OFFICE243&&CNTRY454,0,3
5549,OFFICE87&&CNTRY785,0,3
5550,OFFICE122&&CNTRY429,0,3
5551,OFFICE211&&CNTRY415,0,0
5552,OFFICE96&&CNTRY659,0,3
5553,OFFICE52&&CNTRY756,0,0
5554,OFFICE279&&CNTRY555,0,3
5555,OFFICE288&&CNTRY764,0,0
5556,OFFICE113&&CNTRY713,0,3
5557,OFFICE279&&CNTRY263,0,0
5558,OFFICE210&&CNTRY554,0,3
5559,OFFICE222&&CNTRY215,0,3
5560,OFFICE66&&CNTRY644,0,0
5561,OFFICE84&&CNTRY343,0,3
5562,OFFICE18&&CNTRY334,0,0
5563,OFFICE122&&CNTRY558,0,3
5564,OFFICE197&&CNTRY389,0,0
5565,OFFICE152&&CNTRY866,0,0
5566,OFFICE197&&CNTRY558,0,0
5567,OFFICE41&&CNTRY555,0,3
5568,OFFICE78&&CNTRY863,0,0
5569,OFFICE34&&CNTRY349,0,3
5570,OFFICE117&&CNTRY653,0,0
5571,OFFICE127&&CNTRY276,0,3
5572,OFFICE223&&CNTRY785,0,3
5573,OFFICE185&&CNTRY456,0,0
5574,OFFICE152&&CNTRY184,0,3
5575,OFFICE178&&CNTRY830,0,0
5576,OFFICE113&&CNTRY874,0,3
5577,OFFICE94&&CNTRY930,0,3
5578,OFFICE292&&CNTRY759,0,0
5579,OFFICE222&&CNTRY125,0,0
5580,OFFICE186&&CNTRY819,0,0
5581,OFFICE210&&CNTRY317,0,3
5582,OFFICE141&&CNTRY625,0,3
5583,OFFICE136&&CNTRY770,0,3
5584,OFFICE234&&CNTRY846,0,3
5585,OFFICE220&&CNTRY618,0,0
5586,OFFICE16&&CNTRY558,0,3
5587,OFFICE87&&CNTRY153,0,0
5588,OFFICE289&&CNTRY716,0,0
5589,OFFICE35&&CNTRY429,0,3
5590,OFFICE66&&CNTRY139,0,0
5591,OFFICE41&&CNTRY321,0,0
5592,OFFICE34&&CNTRY407,0,3
5593,OFFICE233&&CNTRY527,0,3
5594,OFFICE279&&CNTRY795,0,0
5595,OFFICE299&&CNTRY125,0,0
5596,OFFICE180&&CNTRY215,0,3
5597,OFFICE233&&CNTRY654,0,3
5598,OFFICE123&&CNTRY747,0,3
5599,OFFICE210&&CNTRY962,0,3
5600,OFFICE292&&CNTRY139,0,3
5601,OFFICE289&&CNTRY562,0,3
5602,OFFICE210&&CNTRY409,0,0
5603,OFFICE220&&CNTRY759,0,0
5604,OFFICE52&&CNTRY278,0,0
5605,OFFICE41&&CNTRY150,0,0
5606,OFFICE18&&CNTRY770,0,0
5607,OFFICE94&&CNTRY770,0,3
5608,OFFICE105&&CNTRY764,0,0
5609,OFFICE140&&CNTRY930,0,0
5610,OFFICE152&&CNTRY558,0,0
5611,OFFICE122&&CNTRY759,0,3
5612,OFFICE220&&CNTRY166,0,0
5613,OFFICE287&&CNTRY277,0,3
5614,OFFICE123&&CNTRY627,0,0
5615,OFFICE152&&CNTRY627,0,0
5616,OFFICE34&&CNTRY701,0,0
5617,OFFICE81&&CNTRY747,0,0
5618,OFFICE41&&CNTRY438,0,3
5619,OFFICE126&&CNTRY995,0,0
5620,OFFICE167&&CNTRY785,0,0
5621,OFFICE246&&CNTRY555,0,0
5622,OFFICE132&&CNTRY166,0,3
5623,OFFICE234&&CNTRY980,0,0
5624,OFFICE246&&CNTRY674,0,3
5625,OFFICE109&&CNTRY959,0,0
5626,OFFICE134&&CNTRY445,0,0
5627,OFFICE141&&CNTRY216,0,3
5628,OFFICE105&&CNTRY830,0,0
5629,OFFICE288&&CNTRY555,0,3
5630,OFFICE122&&CNTRY618,0,0
5631,OFFICE126&&CNTRY407,0,0
5632,OFFICE246&&CNTRY209,0,0
5633,OFFICE288&&CNTRY407,0,3
5634,OFFICE123&&CNTRY995,0,3
5635,OFFICE167&&CNTRY748,0,3
5636,OFFICE94&&CNTRY216,0,3
5637,OFFICE141&&CNTRY748,0,0
5638,OFFICE140&&CNTRY264,0,3
5639,OFFICE298&&CNTRY785,0,0
5640,OFFICE127&&CNTRY316,0,3
5641,OFFICE297&&CNTRY234,0,3
5642,OFFICE296&&CNTRY527,0,0
5643,OFFICE237&&CNTRY756,0,3
5644,OFFICE23&&CNTRY125,0,0
5645,OFFICE289&&CNTRY140,0,3
5646,OFFICE180&&CNTRY771,0,0
5647,OFFICE211&&CNTRY756,0,3
5648,OFFICE126&&CNTRY830,0,3
5649,OFFICE196&&CNTRY747,0,3
5650,OFFICE252&&CNTRY415,0,3
5651,OFFICE141&&CNTRY863,0,0
5652,OFFICE78&&CNTRY215,0,3
5653,OFFICE222&&CNTRY140,0,0
5654,OFFICE113&&CNTRY138,0,0
5655,OFFICE34&&CNTRY959,0,3
5656,OFFICE84&&CNTRY873,0,3
5657,OFFICE81&&CNTRY527,0,3
5658,OFFICE101&&CNTRY881,0,3
5659,OFFICE134&&CNTRY113,0,0
5660,OFFICE167&&CNTRY277,0,0
5661,OFFICE214&&CNTRY843,0,3
5662,OFFICE299&&CNTRY716,0,0
5663,OFFICE88&&CNTRY171,0,3
5664,OFFICE34&&CNTRY323,0,3
5665,OFFICE41&&CNTRY527,0,0
5666,OFFICE52&&CNTRY398,0,0
5667,OFFICE35&&CNTRY819,0,0
5668,OFFICE287&&CNTRY166,0,0
5669,OFFICE126&&CNTRY321,0,0
5670,OFFICE123&&CNTRY171,0,3
5671,OFFICE88&&CNTRY962,0,0
5672,OFFICE105&&CNTRY562,0,3
5673,OFFICE299&&CNTRY166,0,0
5674,OFFICE234&&CNTRY528,0,0
5675,OFFICE196&&CNTRY680,0,3
5676,OFFICE210&&CNTRY166,0,0
5677,OFFICE186&&CNTRY747,0,0
5678,OFFICE167&&CNTRY334,0,3
5679,OFFICE246&&CNTRY334,0,0
5680,OFFICE162&&CNTRY843,0,3
5681,OFFICE214&&CNTRY627,0,3
5682,OFFICE168&&CNTRY407,0,0
5683,OFFICE287&&CNTRY843,0,0
5684,OFFICE186&&CNTRY618,0,0
5685,OFFICE41&&CNTRY846,0,3
5686,OFFICE18&&CNTRY491,0,0
5687,OFFICE78&&CNTRY140,0,0
5688,OFFICE84&&CNTRY264,0,3
5689,OFFICE78&&CNTRY328,0,3
5690,OFFICE34&&CNTRY915,0,0
5691,OFFICE18&&CNTRY713,0,0
5692,OFFICE52&&CNTRY748,0,3
5693,OFFICE186&&CNTRY264,0,3
5694,OFFICE204&&CNTRY528,0,0
5695,OFFICE252&&CNTRY139,0,0
5696,OFFICE292&&CNTRY874,0,0
5697,OFFICE211&&CNTRY263,0,3
5698,OFFICE186&&CNTRY689,0,0
5699,OFFICE178&&CNTRY962,0,3
5700,OFFICE34&&CNTRY653,0,0
5701,OFFICE66&&CNTRY770,0,0
5702,OFFICE24&&CNTRY891,0,3
5703,OFFICE288&&CNTRY713,0,3
5704,OFFICE292&&CNTRY284,0,3
5705,OFFICE279&&CNTRY390,0,0
5706,OFFICE123&&CNTRY555,0,3
5707,OFFICE113&&CNTRY438,0,0
5708,OFFICE117&&CNTRY184,0,0
5709,OFFICE88&&CNTRY654,0,0
5710,OFFICE59&&CNTRY785,0,3
5711,OFFICE185&&CNTRY554,0,3
5712,OFFICE289&&CNTRY379,0,3
5713,OFFICE127&&CNTRY480,0,3
5714,OFFICE126&&CNTRY962,0,3
5715,OFFICE84&&CNTRY378,0,0
5716,OFFICE287&&CNTRY881,0,3
5717,OFFICE297&&CNTRY980,0,0
5718,OFFICE140&&CNTRY874,0,3
5719,OFFICE180&&CNTRY322,0,3
5720,OFFICE252&&CNTRY390,0,3
5721,OFFICE66&&CNTRY915,0,3
5722,OFFICE18&&CNTRY976,0,3
5723,OFFICE136&&CNTRY322,0,3
5724,OFFICE140&&CNTRY140,0,0
5725,OFFICE233&&CNTRY562,0,3
5726,OFFICE174&&CNTRY252,0,3
5727,OFFICE197&&CNTRY138,0,3
5728,OFFICE87&&CNTRY659,0,0
5729,OFFICE66&&CNTRY874,0,3
5730,OFFICE223&&CNTRY322,0,3
5731,OFFICE152&&CNTRY334,0,0
5732,OFFICE197&&CNTRY263,0,0
5733,OFFICE220&&CNTRY765,0,0
5734,OFFICE123&&CNTRY615,0,3
5735,OFFICE23&&CNTRY276,0,0
5736,OFFICE287&&CNTRY138,0,3
5737,OFFICE288&&CNTRY138,0,3
5738,OFFICE287&&CNTRY554,0,3
5739,OFFICE136&&CNTRY153,0,0
5740,OFFICE126&&CNTRY747,0,3
5741,OFFICE105&&CNTRY438,0,3
5742,OFFICE296&&CNTRY393,0,3
5743,OFFICE113&&CNTRY379,0,0
5744,OFFICE94&&CNTRY891,0,3
5745,OFFICE66&&CNTRY429,0,0
5746,OFFICE94&&CNTRY920,0,3
5747,OFFICE210&&CNTRY485,0,3
5748,OFFICE140&&CNTRY554,0,0
5749,OFFICE167&&CNTRY654,0,0
5750,OFFICE287&&CNTRY995,0,0
5751,OFFICE180&&CNTRY656,0,0
5752,OFFICE299&&CNTRY830,0,0
5753,OFFICE88&&CNTRY846,0,0
5754,OFFICE180&&CNTRY765,0,3
5755,OFFICE220&&CNTRY674,0,3
5756,OFFICE167&&CNTRY216,0,3
5757,OFFICE214&&CNTRY795,0,0
5758,OFFICE109&&CNTRY747,0,0
5759,OFFICE132&&CNTRY236,0,0
5760,OFFICE88&&CNTRY322,0,0
5761,OFFICE81&&CNTRY930,0,0
5762,OFFICE87&&CNTRY546,0,0
5763,OFFICE34&&CNTRY825,0,3
5764,OFFICE234&&CNTRY390,0,0
5765,OFFICE140&&CNTRY284,0,3
5766,OFFICE140&&CNTRY184,0,0
5767,OFFICE16&&CNTRY491,0,3
5768,OFFICE16&&CNTRY415,0,3
5769,OFFICE122&&CNTRY716,0,0
5770,OFFICE178&&CNTRY771,0,0
5771,OFFICE289&&CNTRY795,0,3
5772,OFFICE136&&CNTRY627,0,3
5773,OFFICE84&&CNTRY140,0,3
5774,OFFICE60&&CNTRY984,0,0
5775,OFFICE136&&CNTRY615,0,0
5776,OFFICE140&&CNTRY765,0,3
5777,OFFICE127&&CNTRY975,0,3
5778,OFFICE252&&CNTRY276,0,3
5779,OFFICE196&&CNTRY407,0,0
5780,OFFICE23&&CNTRY263,0,3
5781,OFFICE94&&CNTRY480,0,3
5782,OFFICE287&&CNTRY837,0,0
5783,OFFICE288&&CNTRY656,0,3
5784,OFFICE132&&CNTRY485,0,3
5785,OFFICE296&&CNTRY770,0,3
5786,OFFICE210&&CNTRY415,0,3
5787,OFFICE141&&CNTRY393,0,0
5788,OFFICE94&&CNTRY429,0,3
5789,OFFICE246&&CNTRY277,0,0
5790,OFFICE162&&CNTRY859,0,0
5791,OFFICE174&&CNTRY429,0,3
5792,OFFICE132&&CNTRY716,0,3
5793,OFFICE180&&CNTRY770,0,0
5794,OFFICE196&&CNTRY415,0,3
5795,OFFICE52&&CNTRY546,0,3
5796,OFFICE132&&CNTRY184,0,0
5797,OFFICE178&&CNTRY234,0,0
5798,OFFICE234&&CNTRY322,0,0
5799,OFFICE167&&CNTRY252,0,3
5800,OFFICE113&&CNTRY236,0,3
5801,OFFICE220&&CNTRY555,0,0
5802,OFFICE289&&CNTRY881,0,3
5803,OFFICE222&&CNTRY759,0,3
5804,OFFICE52&&CNTRY438,0,0
5805,OFFICE78&&CNTRY389,0,3
5806,OFFICE34&&CNTRY637,0,3
5807,OFFICE222&&CNTRY627,0,3
5808,OFFICE84&&CNTRY113,0,0
5809,OFFICE81&&CNTRY891,0,0
5810,OFFICE52&&CNTRY322,0,0
