OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_sum,OFFICE&&TARIFF.CODE_illicit_rate
OFFICE60&&8704221100,0,0.0
OFFICE60&&8704221928,1,0.3333333333333333
OFFICE60&&8704222000,1,0.3333333333333333
OFFICE60&&8704231122,3,0.15789473684210525
OFFICE60&&8704231924,0,0.0
OFFICE60&&8704232000,2,0.125
OFFICE60&&8704311114,0,0.0
OFFICE60&&8704311915,0,0.0
OFFICE60&&8704312000,0,0.0
OFFICE60&&8704321118,0,0.0
OFFICE60&&8704322000,4,0.03389830508474576
OFFICE60&&8704900091,0,0.0
OFFICE60&&8704900099,0,0.0
OFFICE60&&8705400000,0,0.0
OFFICE60&&8705900000,0,0.0
OFFICE60&&8706001300,0,0.0
OFFICE60&&8707901311,0,0.0
OFFICE60&&8707909000,0,0.0
OFFICE60&&8708100000,0,0.0
OFFICE60&&8708290000,0,0.0
OFFICE60&&8708400000,0,0.0
OFFICE60&&8708500000,0,0.0
OFFICE60&&8708700000,0,0.0
OFFICE60&&8708800000,1,1.0
OFFICE60&&8708920000,0,0.0
OFFICE60&&8708950000,1,0.5
OFFICE60&&8709900000,0,0.0
OFFICE60&&8711101000,0,0.0
OFFICE60&&8711201000,0,0.0
OFFICE60&&8711209000,0,0.0
OFFICE60&&8711409000,2,1.0
OFFICE60&&8711909000,0,0.0
OFFICE60&&8713100000,0,0.0
OFFICE60&&8713900000,1,1.0
OFFICE60&&8714190000,1,0.16666666666666666
OFFICE60&&8714910093,0,0.0
OFFICE60&&8714940000,0,0.0
OFFICE60&&8716200000,1,1.0
OFFICE60&&8716310000,0,0.0
OFFICE60&&8716399000,0,0.0
OFFICE60&&8716400000,1,0.5
OFFICE60&&8716802081,0,0.0
OFFICE60&&8716901000,0,0.0
OFFICE60&&8716909000,1,0.5
OFFICE60&&8720000000,0,0.0
OFFICE60&&8803300000,0,0.0
OFFICE60&&8803900000,0,0.0
OFFICE60&&8906900000,0,0.0
OFFICE60&&9004100000,0,0.0
OFFICE60&&9005100000,1,1.0
OFFICE60&&9006590000,0,0.0
OFFICE60&&9007110000,0,0.0
OFFICE60&&9010600000,0,0.0
OFFICE60&&9015900000,0,0.0
OFFICE60&&9017200000,0,0.0
OFFICE60&&9017300000,0,0.0
OFFICE60&&9018110000,0,0.0
OFFICE60&&9018120000,0,0.0
OFFICE60&&9018190000,0,0.0
OFFICE60&&9018310000,0,0.0
OFFICE60&&9018390000,1,1.0
OFFICE60&&9018490000,0,0.0
OFFICE60&&9018500000,0,0.0
OFFICE60&&9019200000,0,0.0
OFFICE60&&9020000000,0,0.0
OFFICE60&&9021100000,0,0.0
OFFICE60&&9022140000,0,0.0
OFFICE60&&9024800000,1,0.5
OFFICE60&&9025190000,0,0.0
OFFICE60&&9026100000,0,0.0
OFFICE60&&9026200000,1,0.5
OFFICE60&&9027800000,0,0.0
OFFICE60&&9029200000,0,0.0
OFFICE60&&9030900000,0,0.0
OFFICE60&&9032890000,1,0.2
OFFICE60&&910100000,1,0.5
OFFICE60&&9102290000,0,0.0
OFFICE60&&9105190000,0,0.0
OFFICE60&&9105210000,0,0.0
OFFICE60&&9105290000,0,0.0
OFFICE60&&9202900000,0,0.0
OFFICE60&&9207900000,0,0.0
OFFICE60&&9210000000,1,0.5
OFFICE60&&9401800081,0,0.0
OFFICE60&&9402900000,1,0.5
OFFICE60&&9403700071,1,0.5
OFFICE60&&9403890000,0,0.0
OFFICE60&&9403900091,0,0.0
OFFICE60&&9405100000,0,0.0
OFFICE60&&9405400000,0,0.0
OFFICE60&&9405500000,0,0.0
OFFICE60&&9406000019,1,1.0
OFFICE60&&9500000000,0,0.0
OFFICE60&&9504100000,0,0.0
OFFICE60&&9505100000,1,1.0
OFFICE60&&9505900000,1,1.0
OFFICE60&&9506400000,1,0.5
OFFICE60&&9506620000,0,0.0
OFFICE60&&9506910000,0,0.0
OFFICE60&&9507900000,0,0.0
OFFICE60&&9603100000,1,1.0
OFFICE60&&9603210000,1,0.25
OFFICE60&&9603400000,1,0.5
OFFICE60&&9607190000,0,0.0
OFFICE60&&9608200000,1,0.5
OFFICE60&&9615110000,0,0.0
OFFICE60&&9620000000,0,0.0
OFFICE60&&9710000000,0,0.0
OFFICE66&&1104120000,0,0.0
OFFICE66&&1107100000,0,0.0
OFFICE66&&1108120012,1,1.0
OFFICE66&&1806901000,1,0.5
OFFICE66&&1901900091,0,0.0
OFFICE66&&2101110012,0,0.0
OFFICE66&&210990000,0,0.0
OFFICE66&&2204210000,0,0.0
OFFICE66&&2207100000,1,1.0
OFFICE66&&2309909000,0,0.0
OFFICE66&&2513200000,0,0.0
OFFICE66&&2525200000,1,1.0
OFFICE66&&2710119000,0,0.0
OFFICE66&&2712900000,1,1.0
OFFICE66&&2800000000,1,1.0
OFFICE66&&2834290000,0,0.0
OFFICE66&&2836910000,0,0.0
OFFICE66&&2903490000,0,0.0
OFFICE66&&2904100000,0,0.0
OFFICE66&&2905110000,0,0.0
OFFICE66&&2905450000,0,0.0
OFFICE66&&2914220000,1,1.0
OFFICE66&&2915210000,0,0.0
OFFICE66&&2917320000,0,0.0
OFFICE66&&2922190000,1,1.0
OFFICE66&&2930000000,0,0.0
OFFICE66&&3002200000,0,0.0
OFFICE66&&3004400000,1,1.0
OFFICE66&&3004500000,0,0.0
OFFICE66&&3006100000,1,1.0
OFFICE66&&302610000,1,1.0
OFFICE66&&302640000,1,1.0
OFFICE66&&303740000,0,0.0
OFFICE66&&305490000,0,0.0
OFFICE66&&305590059,1,1.0
OFFICE66&&3105200000,0,0.0
OFFICE66&&3202100000,1,0.5
OFFICE66&&3207300000,0,0.0
OFFICE66&&3302901000,0,0.0
OFFICE66&&3307200000,0,0.0
OFFICE66&&3502200000,0,0.0
OFFICE66&&3600000000,0,0.0
OFFICE66&&3808930000,0,0.0
OFFICE66&&3901200000,0,0.0
OFFICE66&&3907600069,1,1.0
OFFICE66&&3917219000,2,1.0
OFFICE66&&3917231000,0,0.0
OFFICE66&&3917390000,0,0.0
OFFICE66&&3920490044,0,0.0
OFFICE66&&3920610000,1,1.0
OFFICE66&&3923100000,0,0.0
OFFICE66&&4000000000,0,0.0
OFFICE66&&4009110000,0,0.0
OFFICE66&&4010110000,0,0.0
OFFICE66&&4010190000,1,1.0
OFFICE66&&402101000,1,0.5
OFFICE66&&402211000,1,0.5
OFFICE66&&407000000,0,0.0
OFFICE66&&4107910000,0,0.0
OFFICE66&&4203300000,0,0.0
OFFICE66&&4412940000,1,0.5
OFFICE66&&4800000000,0,0.0
OFFICE66&&4802550056,1,1.0
OFFICE66&&4802570000,1,0.5
OFFICE66&&4802580000,1,1.0
OFFICE66&&4804190000,0,0.0
OFFICE66&&4804390000,1,1.0
OFFICE66&&4810000000,0,0.0
OFFICE66&&4810220024,0,0.0
OFFICE66&&4811410043,1,1.0
OFFICE66&&4819200000,0,0.0
OFFICE66&&4902900000,0,0.0
OFFICE66&&4910000000,1,1.0
OFFICE66&&4911991000,0,0.0
OFFICE66&&5007200000,1,1.0
OFFICE66&&5308901000,1,1.0
OFFICE66&&5404190000,0,0.0
OFFICE66&&5503200000,0,0.0
OFFICE66&&5508100000,0,0.0
OFFICE66&&5509110000,0,0.0
OFFICE66&&5509350000,0,0.0
OFFICE66&&5603110000,1,1.0
OFFICE66&&5610000000,1,1.0
OFFICE66&&5801900000,0,0.0
OFFICE66&&6001220000,0,0.0
OFFICE66&&6006410000,0,0.0
OFFICE66&&6109100000,0,0.0
OFFICE66&&6301200000,0,0.0
OFFICE66&&6303990000,0,0.0
OFFICE66&&6403120014,0,0.0
OFFICE66&&6505900000,1,1.0
OFFICE66&&6802210000,1,1.0
OFFICE66&&6802930000,1,1.0
OFFICE66&&6804210000,1,1.0
OFFICE66&&6804220000,1,1.0
OFFICE66&&6809110000,2,1.0
OFFICE66&&6902900000,0,0.0
OFFICE66&&6912001000,0,0.0
OFFICE66&&6912009000,0,0.0
OFFICE66&&7005100000,0,0.0
OFFICE66&&7013370000,0,0.0
OFFICE66&&7013990000,0,0.0
OFFICE66&&7117190000,1,1.0
OFFICE66&&712900000,0,0.0
OFFICE66&&7210700071,0,0.0
OFFICE66&&7210900000,1,1.0
OFFICE66&&7212500000,0,0.0
OFFICE66&&7213910092,0,0.0
OFFICE66&&7214200000,0,0.0
OFFICE66&&7220200000,1,1.0
OFFICE66&&7307190000,1,1.0
OFFICE66&&7308209000,0,0.0
OFFICE66&&7314410000,1,1.0
OFFICE66&&7318120000,0,0.0
OFFICE66&&7318150000,1,1.0
OFFICE66&&7320100000,1,1.0
OFFICE66&&7321890000,0,0.0
OFFICE66&&7407210000,0,0.0
OFFICE66&&7418190000,0,0.0
OFFICE66&&7604100000,0,0.0
OFFICE66&&7606119000,0,0.0
OFFICE66&&7606929099,0,0.0
OFFICE66&&7607190019,0,0.0
OFFICE66&&8203200000,0,0.0
OFFICE66&&8208400000,1,1.0
OFFICE66&&8300000000,0,0.0
OFFICE66&&8301400000,0,0.0
OFFICE66&&8308100000,0,0.0
OFFICE66&&8309900091,1,1.0
OFFICE66&&8309900099,0,0.0
OFFICE66&&8407210000,1,1.0
OFFICE66&&8411810000,1,1.0
OFFICE66&&8413500000,0,0.0
OFFICE66&&8413700000,0,0.0
OFFICE66&&8413919000,0,0.0
OFFICE66&&8414300000,0,0.0
OFFICE66&&8414900000,0,0.0
OFFICE66&&8421230000,0,0.0
OFFICE66&&8425490000,0,0.0
OFFICE66&&8426110000,0,0.0
OFFICE66&&8428900000,0,0.0
OFFICE66&&8429190000,0,0.0
OFFICE66&&8429200000,0,0.0
OFFICE66&&8429400000,0,0.0
OFFICE66&&8429590000,0,0.0
OFFICE66&&8431430000,0,0.0
OFFICE66&&8431490000,0,0.0
OFFICE66&&8432100000,1,1.0
OFFICE66&&8435100000,0,0.0
OFFICE66&&8440100000,1,1.0
OFFICE66&&8442500000,1,1.0
OFFICE66&&8443990000,0,0.0
OFFICE66&&8448590000,1,1.0
OFFICE66&&8452100000,0,0.0
OFFICE66&&8452290000,0,0.0
OFFICE66&&8455300000,1,0.5
OFFICE66&&8467110000,1,1.0
OFFICE66&&8467210000,0,0.0
OFFICE66&&8467290000,1,1.0
OFFICE66&&8471300031,1,1.0
OFFICE66&&8471300039,0,0.0
OFFICE66&&8474310000,1,0.5
OFFICE66&&8474900000,0,0.0
OFFICE66&&8476900000,0,0.0
OFFICE66&&8479200000,0,0.0
OFFICE66&&8479890000,1,0.5
OFFICE66&&8481900000,0,0.0
OFFICE66&&8502200021,1,1.0
OFFICE66&&8504400000,1,1.0
OFFICE66&&8506900000,0,0.0
OFFICE66&&8507100000,0,0.0
OFFICE66&&8510200000,1,1.0
OFFICE66&&8511300000,0,0.0
OFFICE66&&8513100000,1,1.0
OFFICE66&&8513900000,1,0.3333333333333333
OFFICE66&&8515190000,0,0.0
OFFICE66&&8516600069,0,0.0
OFFICE66&&8517180000,0,0.0
OFFICE66&&8523400000,0,0.0
OFFICE66&&8536200000,0,0.0
OFFICE66&&8539220000,1,1.0
OFFICE66&&8539310000,0,0.0
OFFICE66&&8539390000,1,1.0
OFFICE66&&8540400000,0,0.0
OFFICE66&&8544110000,0,0.0
OFFICE66&&8544600000,0,0.0
OFFICE66&&8702101319,1,0.2
OFFICE66&&8702901192,1,0.5
OFFICE66&&8703100000,1,1.0
OFFICE66&&8703210010,1,0.5
OFFICE66&&8703210011,0,0.0
OFFICE66&&8703222200,0,0.0
OFFICE66&&8703222900,1,0.25
OFFICE66&&8703231119,0,0.0
OFFICE66&&8703231221,0,0.0
OFFICE66&&8703232124,0,0.0
OFFICE66&&8703232232,0,0.0
OFFICE66&&8703232926,0,0.0
OFFICE66&&8703241128,0,0.0
OFFICE66&&8703241134,0,0.0
OFFICE66&&8703241135,0,0.0
OFFICE66&&8703241238,0,0.0
OFFICE66&&8703242100,0,0.0
OFFICE66&&8703242900,0,0.0
OFFICE66&&8703321922,1,0.25
OFFICE66&&8703322100,0,0.0
OFFICE66&&8703331928,0,0.0
OFFICE66&&8703332200,1,1.0
OFFICE66&&8703332900,0,0.0
OFFICE66&&8704221928,1,1.0
OFFICE66&&8704231122,1,1.0
OFFICE66&&8704312000,0,0.0
OFFICE66&&8704321118,0,0.0
OFFICE66&&8704321920,1,1.0
OFFICE66&&8704322000,0,0.0
OFFICE66&&8704900099,0,0.0
OFFICE66&&8705100000,0,0.0
OFFICE66&&8705400000,0,0.0
OFFICE66&&8708300000,0,0.0
OFFICE66&&8708400000,0,0.0
OFFICE66&&8711209000,1,1.0
OFFICE66&&8711409000,0,0.0
OFFICE66&&8713100000,0,0.0
OFFICE66&&8714990099,0,0.0
OFFICE66&&8716400000,0,0.0
OFFICE66&&8720000000,0,0.0
OFFICE66&&8803300000,0,0.0
OFFICE66&&8803900000,0,0.0
OFFICE66&&8903990000,1,1.0
OFFICE66&&8907900000,0,0.0
OFFICE66&&9024800000,1,0.5
OFFICE66&&9032890000,0,0.0
OFFICE66&&904110000,0,0.0
OFFICE66&&9105210000,0,0.0
OFFICE66&&910990000,0,0.0
OFFICE66&&9207100000,0,0.0
OFFICE66&&9210000000,0,0.0
OFFICE66&&9404100000,1,1.0
OFFICE66&&9405400000,0,0.0
OFFICE66&&9506110000,0,0.0
OFFICE66&&9506400000,1,1.0
OFFICE66&&9506620000,0,0.0
OFFICE76&&1001100000,0,0.0
OFFICE76&&1001900000,0,0.0
OFFICE76&&1005100000,1,1.0
OFFICE76&&1006301000,0,0.0
OFFICE76&&1006301031,0,0.0
OFFICE76&&1006301039,1,0.5
OFFICE76&&1102909000,0,0.0
OFFICE76&&1106100000,1,1.0
OFFICE76&&1107100000,0,0.0
OFFICE76&&1108120012,0,0.0
OFFICE76&&1511101000,2,0.6666666666666666
OFFICE76&&1515909000,0,0.0
OFFICE76&&1516200021,0,0.0
OFFICE76&&1517100000,1,0.5
OFFICE76&&1701110000,0,0.0
OFFICE76&&1702110000,0,0.0
OFFICE76&&1702300000,0,0.0
OFFICE76&&1806310000,0,0.0
OFFICE76&&1806320000,0,0.0
OFFICE76&&1806901000,0,0.0
OFFICE76&&1901100000,0,0.0
OFFICE76&&1901900091,0,0.0
OFFICE76&&1901900092,0,0.0
OFFICE76&&1904100000,1,0.25
OFFICE76&&1905310000,1,0.5
OFFICE76&&1905320000,0,0.0
OFFICE76&&1905900000,0,0.0
OFFICE76&&2002901000,1,0.5
OFFICE76&&2002902000,0,0.0
OFFICE76&&2005400000,0,0.0
OFFICE76&&2005510000,1,0.3333333333333333
OFFICE76&&2009110012,0,0.0
OFFICE76&&2009809087,1,1.0
OFFICE76&&2009900091,0,0.0
OFFICE76&&2101110019,2,0.5
OFFICE76&&2101200000,0,0.0
OFFICE76&&2102300000,0,0.0
OFFICE76&&2103200000,0,0.0
OFFICE76&&2103909091,1,0.25
OFFICE76&&2103909099,0,0.0
OFFICE76&&2104200000,0,0.0
OFFICE76&&2106909091,0,0.0
OFFICE76&&2106909099,0,0.0
OFFICE76&&210990000,0,0.0
OFFICE76&&2202900091,1,0.2
OFFICE76&&2202900099,1,1.0
OFFICE76&&2204100000,0,0.0
OFFICE76&&2204210000,1,0.125
OFFICE76&&2204290000,0,0.0
OFFICE76&&2207201000,0,0.0
OFFICE76&&2208300000,1,0.3333333333333333
OFFICE76&&2208500000,0,0.0
OFFICE76&&2208700000,0,0.0
OFFICE76&&2208900000,0,0.0
OFFICE76&&2302100000,1,1.0
OFFICE76&&2309909000,1,0.25
OFFICE76&&2401200000,0,0.0
OFFICE76&&2500000000,1,1.0
OFFICE76&&2501002000,0,0.0
OFFICE76&&2501009000,1,0.5
OFFICE76&&2508100000,2,1.0
OFFICE76&&2515110000,0,0.0
OFFICE76&&2516110000,0,0.0
OFFICE76&&2520100000,1,1.0
OFFICE76&&2520200000,0,0.0
OFFICE76&&2522200000,1,1.0
OFFICE76&&2523210000,0,0.0
OFFICE76&&2526200000,1,1.0
OFFICE76&&2707400000,1,1.0
OFFICE76&&2710111000,0,0.0
OFFICE76&&2710119000,2,0.6666666666666666
OFFICE76&&2710193900,1,0.5
OFFICE76&&2712100000,0,0.0
OFFICE76&&2712200000,0,0.0
OFFICE76&&2801200000,0,0.0
OFFICE76&&2804210000,0,0.0
OFFICE76&&2810000000,0,0.0
OFFICE76&&2811220000,2,1.0
OFFICE76&&2815110000,0,0.0
OFFICE76&&2820000000,1,0.5
OFFICE76&&2821100000,0,0.0
OFFICE76&&2826900000,0,0.0
OFFICE76&&2827200000,0,0.0
OFFICE76&&2830100000,0,0.0
OFFICE76&&2831100000,0,0.0
OFFICE76&&2833220000,0,0.0
OFFICE76&&2835250000,1,1.0
OFFICE76&&2835290000,0,0.0
OFFICE76&&2836500000,1,0.25
OFFICE76&&2836990000,1,0.25
OFFICE76&&2844400000,0,0.0
OFFICE76&&2849100000,0,0.0
OFFICE76&&2902300000,0,0.0
OFFICE76&&2902900000,1,0.5
OFFICE76&&2903110000,1,0.3333333333333333
OFFICE76&&2903120000,2,1.0
OFFICE76&&2903390000,1,1.0
OFFICE76&&2905160000,1,1.0
OFFICE76&&2906110000,0,0.0
OFFICE76&&2907120000,1,1.0
OFFICE76&&2914110000,0,0.0
OFFICE76&&2915210000,0,0.0
OFFICE76&&2915290000,0,0.0
OFFICE76&&2915310000,0,0.0
OFFICE76&&2915390000,0,0.0
OFFICE76&&2915500000,0,0.0
OFFICE76&&2915700000,2,0.5
OFFICE76&&2915900000,0,0.0
OFFICE76&&2916190000,0,0.0
OFFICE76&&2917350000,0,0.0
OFFICE76&&2918140000,0,0.0
OFFICE76&&2920900000,0,0.0
OFFICE76&&2921210000,1,1.0
OFFICE76&&2922190000,0,0.0
OFFICE76&&2922210000,0,0.0
OFFICE76&&2922410000,0,0.0
OFFICE76&&2922420043,0,0.0
OFFICE76&&2922420044,0,0.0
OFFICE76&&2924190000,1,1.0
OFFICE76&&2924210000,0,0.0
OFFICE76&&2929100000,1,0.5
OFFICE76&&2929900000,0,0.0
OFFICE76&&2930400000,0,0.0
OFFICE76&&2932290000,1,1.0
OFFICE76&&2933330000,0,0.0
OFFICE76&&2936270000,0,0.0
OFFICE76&&2939410000,0,0.0
OFFICE76&&3001900000,0,0.0
OFFICE76&&3002100000,0,0.0
OFFICE76&&3002200000,0,0.0
OFFICE76&&3003100000,1,1.0
OFFICE76&&3003900000,1,0.5
OFFICE76&&3004100000,2,0.6666666666666666
OFFICE76&&3004200000,0,0.0
OFFICE76&&3004320000,0,0.0
OFFICE76&&3004400000,0,0.0
OFFICE76&&3004500000,0,0.0
OFFICE76&&3004900000,1,0.038461538461538464
OFFICE76&&3005900000,0,0.0
OFFICE76&&3006100000,1,1.0
OFFICE76&&3006200000,1,1.0
OFFICE76&&301990000,0,0.0
OFFICE76&&302610000,0,0.0
OFFICE76&&302640000,0,0.0
OFFICE76&&303510000,0,0.0
OFFICE76&&303740000,0,0.0
OFFICE76&&303780000,0,0.0
OFFICE76&&303790000,0,0.0
OFFICE76&&305510052,1,0.2
OFFICE76&&305590054,1,0.5
OFFICE76&&3102210000,0,0.0
OFFICE76&&3104900000,1,1.0
OFFICE76&&3201900000,0,0.0
OFFICE76&&3202100000,0,0.0
OFFICE76&&3204120000,0,0.0
OFFICE76&&3204170000,1,0.25
OFFICE76&&3206490000,0,0.0
OFFICE76&&3207100000,1,1.0
OFFICE76&&3207200000,0,0.0
OFFICE76&&3208100000,0,0.0
OFFICE76&&3208909000,0,0.0
OFFICE76&&3214101000,1,1.0
OFFICE76&&3214102000,1,1.0
OFFICE76&&3215110013,0,0.0
OFFICE76&&3300000000,0,0.0
OFFICE76&&3301120000,0,0.0
OFFICE76&&3302100000,0,0.0
OFFICE76&&3302901000,0,0.0
OFFICE76&&3302909000,1,1.0
OFFICE76&&3304910000,1,1.0
OFFICE76&&3304990000,0,0.0
OFFICE76&&3306100000,0,0.0
OFFICE76&&3307410000,0,0.0
OFFICE76&&3307900000,0,0.0
OFFICE76&&3401200000,0,0.0
OFFICE76&&3402110013,1,0.5
OFFICE76&&3402190019,1,1.0
OFFICE76&&3402900000,0,0.0
OFFICE76&&3403190000,0,0.0
OFFICE76&&3403990000,0,0.0
OFFICE76&&3405100000,0,0.0
OFFICE76&&3500000000,0,0.0
OFFICE76&&3501900000,1,1.0
OFFICE76&&3502200000,0,0.0
OFFICE76&&3505100000,1,1.0
OFFICE76&&3506910000,0,0.0
OFFICE76&&3507900000,0,0.0
OFFICE76&&3610000000,1,1.0
OFFICE76&&3702100000,0,0.0
OFFICE76&&3707900000,1,1.0
OFFICE76&&3802100000,1,1.0
OFFICE76&&3808911092,0,0.0
OFFICE76&&3808911099,2,0.6666666666666666
OFFICE76&&3808920000,0,0.0
OFFICE76&&3808930000,0,0.0
OFFICE76&&3808990000,3,1.0
OFFICE76&&3809910000,1,1.0
OFFICE76&&3810100000,0,0.0
OFFICE76&&3810900000,1,1.0
OFFICE76&&3811190000,0,0.0
OFFICE76&&3811210000,0,0.0
OFFICE76&&3811290000,0,0.0
OFFICE76&&3811900000,1,1.0
OFFICE76&&3812100000,2,0.6666666666666666
OFFICE76&&3812300000,0,0.0
OFFICE76&&3815190000,0,0.0
OFFICE76&&3820000000,2,0.5
OFFICE76&&3823110000,0,0.0
OFFICE76&&3823190000,0,0.0
OFFICE76&&3824100000,1,1.0
OFFICE76&&3824400000,0,0.0
OFFICE76&&3824600000,1,1.0
OFFICE76&&3901100000,2,0.3333333333333333
OFFICE76&&3901900000,0,0.0
OFFICE76&&3902100000,0,0.0
OFFICE76&&3902300000,2,0.6666666666666666
OFFICE76&&3902900000,0,0.0
OFFICE76&&3903190000,0,0.0
OFFICE76&&3903200000,0,0.0
OFFICE76&&3903900000,0,0.0
OFFICE76&&3904100000,0,0.0
OFFICE76&&3904210000,0,0.0
OFFICE76&&3904300000,0,0.0
OFFICE76&&3906900000,0,0.0
OFFICE76&&3907200000,2,0.6666666666666666
OFFICE76&&3907300000,2,0.6666666666666666
OFFICE76&&3907600069,0,0.0
OFFICE76&&3907990000,0,0.0
OFFICE76&&3908100000,1,0.5
OFFICE76&&3909500000,0,0.0
OFFICE76&&3912310000,0,0.0
OFFICE76&&3912390000,0,0.0
OFFICE76&&3912900000,2,1.0
OFFICE76&&3913900000,0,0.0
OFFICE76&&3915100000,1,1.0
OFFICE76&&3915300000,1,0.3333333333333333
OFFICE76&&3915900000,0,0.0
OFFICE76&&3916200000,0,0.0
OFFICE76&&3917221000,0,0.0
OFFICE76&&3917239000,0,0.0
OFFICE76&&3917299000,0,0.0
OFFICE76&&3917320000,0,0.0
OFFICE76&&3917390000,0,0.0
OFFICE76&&3918100000,0,0.0
OFFICE76&&3918900099,1,0.5
OFFICE76&&3919100000,0,0.0
OFFICE76&&3919900000,0,0.0
OFFICE76&&3920200021,0,0.0
OFFICE76&&3920200029,0,0.0
OFFICE76&&3920430043,1,1.0
OFFICE76&&3920490044,0,0.0
OFFICE76&&3920490049,0,0.0
OFFICE76&&3920690000,1,0.5
OFFICE76&&3920910000,0,0.0
OFFICE76&&3920990000,2,0.6666666666666666
OFFICE76&&3921120000,1,0.2
OFFICE76&&3921190000,1,0.5
OFFICE76&&3921900091,0,0.0
OFFICE76&&3922100000,0,0.0
OFFICE76&&3923100000,1,1.0
OFFICE76&&3923300000,0,0.0
OFFICE76&&3923500000,2,0.6666666666666666
OFFICE76&&3923900000,0,0.0
OFFICE76&&3924909000,0,0.0
OFFICE76&&3925200000,0,0.0
OFFICE76&&3926100000,1,1.0
OFFICE76&&3926909091,0,0.0
OFFICE76&&3926909099,1,1.0
OFFICE76&&4000000000,1,0.5
OFFICE76&&4002110000,1,1.0
OFFICE76&&4005910000,1,0.5
OFFICE76&&4008111000,0,0.0
OFFICE76&&4008119000,0,0.0
OFFICE76&&4008211000,0,0.0
OFFICE76&&4008219000,0,0.0
OFFICE76&&4009420000,0,0.0
OFFICE76&&4010190000,1,1.0
OFFICE76&&4011100000,0,0.0
OFFICE76&&4011200000,0,0.0
OFFICE76&&4011300031,1,1.0
OFFICE76&&4011500000,1,0.5
OFFICE76&&4011610000,0,0.0
OFFICE76&&4011630000,0,0.0
OFFICE76&&401200000,0,0.0
OFFICE76&&401300000,1,1.0
OFFICE76&&4013100000,0,0.0
OFFICE76&&4013900000,1,1.0
OFFICE76&&4015190000,0,0.0
OFFICE76&&4016100000,1,1.0
OFFICE76&&4016930000,0,0.0
OFFICE76&&4016990000,1,0.3333333333333333
OFFICE76&&402101000,0,0.0
OFFICE76&&402211000,0,0.0
OFFICE76&&402910099,1,0.5
OFFICE76&&403102000,0,0.0
OFFICE76&&405100000,0,0.0
OFFICE76&&407000000,1,0.5
OFFICE76&&4101500000,0,0.0
OFFICE76&&4115100000,0,0.0
OFFICE76&&4202120012,0,0.0
OFFICE76&&4202210023,0,0.0
OFFICE76&&4202910093,0,0.0
OFFICE76&&4202990099,2,1.0
OFFICE76&&4302200000,0,0.0
OFFICE76&&4410900000,0,0.0
OFFICE76&&4411140000,2,0.6666666666666666
OFFICE76&&4412390000,1,1.0
OFFICE76&&4412940000,1,1.0
OFFICE76&&4418400000,0,0.0
OFFICE76&&4418600000,0,0.0
OFFICE76&&4503900000,0,0.0
OFFICE76&&4504900000,0,0.0
OFFICE76&&4700000000,0,0.0
OFFICE76&&4707300000,1,0.5
OFFICE76&&4800000000,0,0.0
OFFICE76&&4802100000,0,0.0
OFFICE76&&4802550056,1,1.0
OFFICE76&&4802550059,0,0.0
OFFICE76&&4802570000,1,0.125
OFFICE76&&4802580000,0,0.0
OFFICE76&&4803000011,1,1.0
OFFICE76&&4803000019,0,0.0
OFFICE76&&4804110000,0,0.0
OFFICE76&&4804190000,0,0.0
OFFICE76&&4805110000,0,0.0
OFFICE76&&4805190000,0,0.0
OFFICE76&&4805500000,0,0.0
OFFICE76&&4810130019,0,0.0
OFFICE76&&4810920092,1,0.5
OFFICE76&&4811410043,0,0.0
OFFICE76&&4811590059,0,0.0
OFFICE76&&4813100000,0,0.0
OFFICE76&&4813200000,0,0.0
OFFICE76&&4813900000,0,0.0
OFFICE76&&4814900000,0,0.0
OFFICE76&&4818400049,0,0.0
OFFICE76&&4819400000,1,1.0
OFFICE76&&4821100000,0,0.0
OFFICE76&&4821900000,0,0.0
OFFICE76&&4822100000,1,1.0
OFFICE76&&4901100000,0,0.0
OFFICE76&&4901991000,0,0.0
OFFICE76&&4901999000,0,0.0
OFFICE76&&4902900000,0,0.0
OFFICE76&&4905990000,1,1.0
OFFICE76&&4911100000,0,0.0
OFFICE76&&4911991000,0,0.0
OFFICE76&&4911999099,1,0.3333333333333333
OFFICE76&&5007200000,1,0.05263157894736842
OFFICE76&&501000000,0,0.0
OFFICE76&&5010000000,0,0.0
OFFICE76&&5109100000,0,0.0
OFFICE76&&5204190000,0,0.0
OFFICE76&&5204200000,2,0.6666666666666666
OFFICE76&&5205320000,0,0.0
OFFICE76&&5310100000,0,0.0
OFFICE76&&5402330000,0,0.0
OFFICE76&&5402480000,1,1.0
OFFICE76&&5402490000,1,1.0
OFFICE76&&5403450000,0,0.0
OFFICE76&&5407200021,2,0.6666666666666666
OFFICE76&&5407200029,0,0.0
OFFICE76&&5407830000,1,0.5
OFFICE76&&5407910000,0,0.0
OFFICE76&&5410000000,1,0.5
OFFICE76&&5500000000,1,1.0
OFFICE76&&5501300000,0,0.0
OFFICE76&&5503110000,0,0.0
OFFICE76&&5503200000,0,0.0
OFFICE76&&5503300000,1,1.0
OFFICE76&&5504100000,1,1.0
OFFICE76&&5508100000,0,0.0
OFFICE76&&5508500000,0,0.0
OFFICE76&&5509250000,0,0.0
OFFICE76&&5509520000,1,1.0
OFFICE76&&5509590000,0,0.0
OFFICE76&&5510900000,0,0.0
